#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
167,Hakan Sayili,DBI,31,10.8,2.9,1.2,2.6,.469,0.1,0.5,.286,0.4,0.6,.550,0.6,1.1,1.7,0.4,0.3,0.3,0.5,1.1,2023
168,Tolga Gecim,TOF,13,12.7,2.9,0.9,3.3,.279,0.5,2.1,.259,0.5,0.7,.778,0.3,1.0,1.3,1.8,0.3,0.1,0.8,1.2,2023
169,Murat Kuntker,SOC,13,7.1,2.8,0.8,2.3,.367,0.3,0.9,.333,0.8,0.8,.909,0.2,0.6,0.8,1.2,0.4,0.1,0.7,1.1,2023
170,Deniz Kilicli,PIN,27,7.0,2.6,1.1,2.0,.547,0.0,0.0,.000,0.4,0.8,.571,0.5,0.7,1.2,0.2,0.2,0.0,0.4,1.8,2023
171,Ege Demir,TOF,17,7.6,2.6,0.9,1.6,.536,0.0,0.0,.000,0.8,1.0,.824,0.8,1.1,1.9,0.4,0.3,0.4,0.8,1.6,2023
172,Ege Arar,SOC,29,12.6,2.6,1.2,2.6,.474,0.0,0.0,.000,0.1,0.2,.429,1.1,1.7,2.8,0.9,0.3,0.6,0.4,2.6,2023
173,Erten Gazi,EFE,28,8.0,2.5,0.9,1.9,.472,0.6,1.3,.486,0.1,0.2,.500,0.1,0.3,0.5,0.4,0.2,0.0,0.3,1.0,2023
174,Samet Yigitoglu,BES,15,8.6,2.3,1.0,1.8,.556,0.0,0.0,.000,0.3,0.7,.500,1.0,1.6,2.6,0.1,0.1,0.3,0.4,1.9,2023
175,Muhaymin Mustafa,GAL,31,10.4,2.3,0.7,2.2,.338,0.2,0.9,.172,0.6,0.8,.800,0.5,1.6,2.1,0.4,0.3,0.2,0.4,1.5,2023
176,Leon Harun Apaydin,GAZ,25,9.2,2.2,0.8,2.1,.385,0.3,1.3,.250,0.3,0.5,.583,0.3,0.8,1.1,0.4,0.3,0.0,0.4,1.3,2023
177,Tevfik Akdamar,TOF,19,6.1,2.1,0.7,1.8,.400,0.6,1.5,.379,0.1,0.1,1.000,0.4,0.5,0.8,0.2,0.2,0.0,0.2,0.8,2023
178,Yesukan Onar,DEM,21,11.0,2.0,0.9,2.0,.429,0.0,0.3,.167,0.2,0.5,.455,0.4,1.3,1.7,0.5,0.1,0.0,0.4,2.1,2023
179,Oguz Savas,BAHC,13,5.1,2.0,0.8,1.4,.611,0.0,0.2,.000,0.3,0.5,.667,0.2,0.4,0.6,0.2,0.2,0.1,0.3,0.7,2023
180,Berkay Sinirlioglu,MANI,21,10.9,2.0,0.9,2.3,.375,0.1,0.5,.182,0.1,0.4,.333,0.3,1.0,1.3,1.2,0.3,0.0,0.8,1.8,2023
181,Nusret Yildirim,SOC,30,9.0,1.9,0.8,2.3,.338,0.3,1.4,.244,0.0,0.1,.333,0.6,1.4,2.0,0.2,0.3,0.0,0.5,1.0,2023
182,Troy Sav,TOR,10,8.2,1.7,0.8,2.4,.333,0.0,0.6,.000,0.1,0.6,.167,0.5,1.0,1.5,0.2,0.2,0.3,0.3,2.0,2023
183,Birkan Batuk,GAZ,21,10.2,1.7,0.6,1.8,.316,0.5,1.5,.344,0.0,0.0,.000,0.1,0.7,0.8,0.4,0.3,0.0,0.4,1.4,2023
184,Omercan Engin,SOC,11,2.7,1.6,0.5,1.2,.462,0.5,1.0,.545,0.0,0.0,.000,0.0,0.3,0.3,0.1,0.1,0.0,0.0,0.1,2023
185,Ogun Sevinc,MANI,21,7.6,1.6,0.6,2.0,.293,0.4,1.6,.235,0.0,0.0,1.000,0.1,0.4,0.5,0.7,0.1,0.0,0.2,1.0,2023
186,Ozgur Cengiz,TOF,12,5.6,1.5,0.5,1.8,.286,0.4,1.2,.357,0.1,0.2,.500,0.3,0.3,0.6,1.1,0.2,0.0,0.4,0.4,2023
187,Ata Kahraman,MANI,11,4.0,1.5,0.5,1.0,.455,0.4,0.6,.571,0.2,0.2,1.000,0.1,0.3,0.4,0.0,0.1,0.2,0.2,0.1,2023
188,Murat Goktas,TOR,16,12.4,1.4,0.4,1.6,.269,0.4,1.4,.261,0.2,0.3,.750,0.4,1.4,1.9,0.4,0.4,0.1,0.4,1.6,2023
189,Karahan Efeoglu,EFE,14,5.6,1.4,0.6,1.6,.391,0.1,0.6,.222,0.0,0.0,.000,0.1,0.5,0.6,0.4,0.0,0.2,0.1,0.8,2023
190,Eray Buyukcangaz,DBI,17,4.9,1.4,0.5,1.5,.346,0.4,1.1,.316,0.0,0.0,.000,0.1,0.3,0.4,0.2,0.1,0.0,0.3,0.9,2023
191,Tolga Birer,MANI,18,6.9,1.3,0.4,1.1,.400,0.0,0.0,.000,0.4,1.0,.444,0.4,0.8,1.2,0.2,0.1,0.2,0.5,0.9,2023
192,Boran Guler,TUR,19,5.0,1.3,0.5,1.6,.300,0.3,0.9,.294,0.1,0.2,.667,0.3,0.3,0.6,0.7,0.3,0.0,0.2,0.9,2023
193,Semih Erden,TUR,30,8.4,1.3,0.5,1.2,.429,0.0,0.0,.000,0.3,1.0,.310,0.4,1.3,1.7,0.4,0.2,0.2,0.6,1.5,2023
194,Mahir Agva,GAL,30,9.4,1.3,0.4,1.6,.277,0.0,0.0,.000,0.4,0.5,.750,1.2,1.9,3.1,0.2,0.3,0.2,0.4,2.1,2023
195,Kristijan Nikolov,TOR,15,6.6,1.1,0.3,1.3,.263,0.2,0.8,.250,0.3,0.5,.500,0.2,0.5,0.7,0.7,0.3,0.0,0.3,1.2,2023
196,Koray Cekici,GAZ,12,7.1,1.1,0.4,1.7,.250,0.1,0.9,.091,0.2,0.2,1.000,0.3,0.6,0.9,0.7,0.3,0.2,0.0,0.8,2023
197,Mehmet Yagmur,TUR,25,5.1,0.8,0.3,1.0,.292,0.2,0.7,.278,0.1,0.2,.500,0.2,0.5,0.7,0.2,0.2,0.0,0.2,1.1,2023
198,Mehmet Demirel,EFE,10,2.4,0.8,0.4,0.6,.667,0.0,0.2,.000,0.0,0.2,.000,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.4,2023
199,Canberk Kus,DBI,29,5.6,0.8,0.3,1.7,.208,0.0,0.7,.050,0.1,0.1,1.000,0.2,0.4,0.7,0.3,0.2,0.1,0.2,1.2,2023
200,Mert Gizir,TOR,21,5.0,0.8,0.3,0.8,.353,0.1,0.5,.273,0.0,0.3,.167,0.1,0.2,0.3,0.3,0.2,0.0,0.2,0.9,2023
201,Bilgehan Diril,MERK,11,1.9,0.6,0.3,0.8,.333,0.1,0.4,.250,0.0,0.0,.000,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.3,2023
202,Can Kurt,DEM,10,1.2,0.5,0.2,0.6,.333,0.1,0.2,.500,0.0,0.0,.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,2023
203,Mert Celep,PIN,20,2.9,0.4,0.2,0.3,.500,0.0,0.0,.000,0.1,0.1,1.000,0.1,0.3,0.3,0.1,0.1,0.0,0.1,0.7,2023
204,Mehmet Alemdaroglu,DEM,19,4.4,0.4,0.2,0.4,.429,0.0,0.1,.000,0.1,0.2,.333,0.3,0.2,0.5,0.3,0.2,0.1,0.1,1.1,2023
205,Dogus Balbay,EFE,14,3.4,0.4,0.1,0.6,.222,0.1,0.4,.167,0.0,0.0,.000,0.1,0.4,0.6,0.6,0.1,0.1,0.2,0.4,2023
206,Kilicarslan Senkahya,DBI,13,2.8,0.3,0.2,0.2,.667,0.0,0.0,.000,0.0,0.0,.000,0.1,0.5,0.6,0.2,0.1,0.1,0.1,0.5,2023
207,Ali Baris,PIN,13,2.4,0.3,0.2,0.7,.222,0.0,0.2,.000,0.0,0.0,.000,0.1,0.2,0.2,0.0,0.1,0.0,0.0,0.5,2023
208,Yagiz Aksu,BES,10,3.1,0.3,0.1,0.7,.143,0.0,0.2,.000,0.1,0.2,.500,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,2023
