#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
1,Jordan Theodore,BVS,31,33.7,18.4,6.5,14.2,.460,1.4,4.0,.358,3.9,4.8,.812,0.5,3.2,3.7,7.2,1.2,0.0,3.5,2.5,2017
2,Davon Jefferson,GAZ,27,30.0,18.0,7.2,11.6,.618,0.0,0.2,.000,3.7,4.9,.756,3.6,5.4,9.1,1.8,1.1,0.9,2.5,2.7,2017
3,DaJuan Summers,PIN,29,32.6,17.0,6.1,12.9,.477,2.3,5.4,.423,2.4,3.0,.795,1.3,5.4,6.7,0.8,1.2,0.3,2.0,2.4,2017
4,Dominique Morrison,TED,30,35.9,16.5,5.3,15.2,.346,2.1,6.7,.312,3.9,4.8,.811,0.8,3.4,4.2,1.6,0.9,0.1,1.7,3.4,2017
5,Kenny Hayes,DEM,29,33.2,16.4,5.5,12.7,.435,1.3,4.0,.316,4.1,5.1,.805,0.3,1.5,1.8,3.6,0.8,0.0,2.2,1.7,2017
6,Marcus Denmon,GAZ,31,33.5,16.1,5.3,12.3,.432,2.8,7.5,.373,2.7,3.4,.817,0.6,3.8,4.4,4.2,1.4,0.2,2.3,2.6,2017
7,Shaquielle McKissic,UUB,26,33.5,15.8,5.4,10.9,.493,1.5,4.2,.349,3.6,5.1,.699,0.8,4.9,5.7,2.9,1.4,0.0,1.9,2.7,2017
8,Kenneth Kadji,TRA,28,29.1,15.2,6.1,11.7,.524,0.8,2.8,.273,2.2,2.9,.744,1.6,4.2,5.8,0.8,0.8,1.3,2.0,3.0,2017
9,Brad Wanamaker,DBI,32,29.2,15.1,4.8,9.8,.494,1.5,3.8,.393,4.0,4.8,.825,0.4,1.8,2.2,4.7,1.0,0.1,2.4,2.8,2017
10,Gediminas Orelik,BVS,31,31.2,15.1,5.1,10.6,.479,2.9,7.0,.417,2.0,2.6,.778,1.3,3.8,5.1,1.5,0.5,0.2,1.2,1.9,2017
11,Sean Armand,IBB,29,30.1,14.9,5.7,11.9,.483,1.9,4.8,.399,1.6,2.1,.742,0.7,2.3,3.0,3.7,1.3,0.1,3.7,2.9,2017
12,Dwight Hardy,TRA,30,33.9,14.7,5.2,11.3,.459,1.8,4.7,.386,2.5,3.0,.844,0.7,1.6,2.3,2.7,1.1,0.1,1.6,1.6,2017
13,Sammy Mejia,TOF,32,34.2,14.7,5.2,9.7,.539,1.7,4.2,.406,2.6,3.6,.713,0.9,4.5,5.5,3.8,1.3,0.2,1.8,2.3,2017
14,Anthony Gill,YES,30,31.0,14.4,5.6,8.5,.655,0.7,1.4,.465,2.6,3.4,.765,2.6,4.3,6.9,0.9,0.6,0.5,1.8,2.8,2017
15,Caleb Green,TRA,24,34.8,14.4,4.8,9.2,.518,1.2,3.6,.337,3.7,4.2,.871,1.3,4.5,5.8,4.0,1.3,0.1,2.4,2.6,2017
16,Vladimir Stimac,BES,40,24.9,13.9,5.6,8.6,.652,0.0,0.0,.000,2.7,4.7,.575,4.3,5.3,9.6,1.1,0.4,0.4,1.6,2.2,2017
17,Earl Clark,BES,39,27.8,13.4,5.0,11.4,.440,1.5,3.9,.386,1.8,2.6,.720,1.1,4.9,5.9,0.9,0.8,0.7,1.8,1.5,2017
18,Mateusz Ponitka,PIN,28,31.2,13.3,4.9,9.8,.502,1.0,3.3,.297,2.4,3.4,.708,1.5,3.2,4.7,2.2,1.7,0.3,1.7,1.7,2017
19,Vasilje Micic,TOF,24,27.5,13.3,4.1,8.9,.460,2.0,5.3,.389,3.0,3.7,.830,0.4,2.3,2.7,3.9,1.4,0.1,2.1,3.0,2017
20,Cedi Osman,EFE,35,25.7,13.2,4.8,9.7,.496,1.7,4.4,.383,1.9,2.6,.739,0.9,3.1,4.1,1.3,1.5,0.3,1.3,2.5,2017
21,Julian Wright,TRA,23,32.7,13.2,5.5,11.4,.481,0.3,1.4,.188,2.0,3.1,.634,2.4,5.3,7.7,3.0,1.5,0.7,2.4,2.2,2017
22,Scottie Wilbekin,DBI,26,27.2,13.1,4.1,9.5,.431,2.5,6.5,.393,2.3,2.8,.824,0.3,2.2,2.5,4.0,1.2,0.0,1.9,1.8,2017
23,D'Angelo Harrison,UUB,25,29.7,13.0,4.4,10.4,.429,1.7,4.9,.350,2.4,2.8,.859,0.9,3.0,3.8,4.1,0.9,0.2,2.2,3.2,2017
24,Rolands Freimanis,UUB,30,28.4,12.9,5.0,10.8,.461,1.1,3.3,.327,1.9,2.6,.753,1.4,3.5,4.9,1.0,0.5,0.1,1.7,2.0,2017
25,Malcolm Armstead,YES,29,33.6,12.9,5.0,12.6,.395,1.6,5.4,.297,1.4,1.8,.784,0.5,2.3,2.8,5.2,1.5,0.0,2.9,2.6,2017
26,Thomas Heurtel,EFE,33,25.7,12.2,4.5,10.3,.437,1.5,3.7,.413,1.6,2.1,.771,0.3,1.9,2.2,6.7,1.0,0.0,2.2,2.4,2017
27,Angelo Caloiaro,DEM,30,29.5,11.9,4.5,7.8,.581,1.3,3.1,.413,1.6,2.2,.723,1.0,5.5,6.5,1.6,1.1,0.4,1.1,2.2,2017
28,Sinan Guler,GAL,32,29.4,11.9,4.1,10.1,.409,1.8,5.0,.371,1.8,2.3,.760,0.6,3.5,4.1,4.8,1.6,0.4,2.5,2.4,2017
29,James Nunnally,FEN,30,21.2,11.9,3.9,6.7,.574,2.3,4.0,.571,1.9,2.2,.862,0.4,1.3,1.6,2.0,0.8,0.1,1.4,2.3,2017
30,Ike Ofoegbu,BBB,30,25.1,11.9,3.8,7.5,.504,0.8,2.4,.347,3.5,4.9,.714,2.3,2.2,4.5,0.9,0.7,0.2,1.8,2.5,2017
31,Derrick Brown,EFE,35,25.5,11.7,4.8,8.7,.552,0.9,1.6,.526,1.2,1.8,.694,1.3,3.6,5.0,1.8,0.8,0.2,1.5,2.2,2017
32,Zach Auguste,UUB,23,22.5,11.7,4.5,7.4,.608,0.0,0.0,.000,2.7,4.5,.587,3.7,3.9,7.5,0.6,0.7,0.4,2.0,3.7,2017
33,Vladimir Micov,GAL,30,27.9,11.6,4.2,9.1,.462,1.6,3.9,.410,1.6,2.1,.774,0.5,1.5,2.0,2.6,1.0,0.1,1.2,2.4,2017
34,Andy Rautins,GAZ,31,32.9,11.6,3.9,9.7,.404,3.0,7.8,.384,0.7,0.9,.815,0.5,3.6,4.2,4.7,1.2,0.0,2.7,3.3,2017
35,Devin Thomas,TED,27,31.8,11.4,4.4,9.1,.482,0.0,0.1,.250,2.6,3.7,.690,2.0,5.7,7.7,3.3,1.2,0.8,3.3,3.1,2017
36,Jan Vesely,FEN,33,23.9,11.4,4.5,6.5,.704,0.0,0.1,.000,2.3,3.1,.743,2.2,3.2,5.4,1.5,1.0,0.8,0.9,2.7,2017
37,Jaka Klobucar,IBB,29,27.4,11.2,3.5,7.6,.459,1.2,3.4,.347,3.1,4.4,.690,0.7,3.4,4.1,3.4,1.6,0.0,2.3,2.2,2017
38,Michael Roll,BES,40,29.1,11.2,4.1,8.9,.456,1.3,3.7,.351,1.8,2.0,.889,0.8,2.1,2.9,4.6,0.8,0.1,1.4,2.4,2017
39,J'Covan Brown,PIN,27,29.4,11.2,3.9,10.4,.377,1.6,5.0,.326,1.7,1.9,.902,0.1,1.6,1.8,4.5,0.9,0.1,2.7,2.6,2017
40,Josh Owens,PIN,29,28.5,11.2,5.1,7.2,.708,0.0,0.0,.000,1.0,1.9,.509,2.6,3.4,6.0,0.9,1.0,0.4,1.4,2.9,2017
41,D.J. Strawberry,BES,38,26.4,11.1,4.1,9.2,.442,1.3,4.0,.329,1.7,2.9,.563,0.5,2.8,3.3,3.4,1.3,0.4,1.9,2.4,2017
42,Earl Calloway,IBB,28,30.1,11.0,4.1,8.7,.469,1.8,4.5,.386,1.1,1.3,.838,0.5,3.1,3.6,4.0,1.5,0.1,2.3,2.5,2017
43,Will Cherry,GAZ,32,31.2,11.0,4.0,9.6,.418,1.1,4.0,.276,1.9,2.5,.741,1.3,3.8,5.0,4.0,1.7,0.1,2.4,2.9,2017
44,Michael Thompson,BES,39,26.1,10.9,3.7,8.9,.422,2.0,5.2,.386,1.4,1.5,.948,0.3,1.4,1.7,3.2,0.6,0.0,1.6,2.4,2017
45,Will Clyburn,DBI,31,26.9,10.8,4.2,9.5,.440,0.8,2.5,.316,1.7,2.5,.701,1.3,4.4,5.6,1.5,0.7,0.2,1.9,2.3,2017
46,Adrien Moerman,DBI,23,24.4,10.5,4.0,8.3,.476,1.4,3.4,.405,1.2,1.6,.778,1.7,4.2,6.0,1.8,0.4,0.3,1.5,2.6,2017
47,Andrija Stipanovic,DEM,30,22.4,10.5,4.4,7.6,.576,0.0,0.1,.000,1.7,2.7,.622,1.9,3.1,5.0,2.0,0.7,0.3,2.0,3.2,2017
48,Deshaun Thomas,EFE,30,20.6,10.5,3.8,8.8,.436,1.7,4.3,.400,1.1,1.4,.767,1.3,1.9,3.2,0.9,0.5,0.1,0.9,1.3,2017
49,Austin Daye,GAL,23,22.5,10.5,3.8,7.8,.489,1.3,3.4,.385,1.5,1.8,.854,0.4,3.9,4.3,1.5,0.8,0.3,1.0,2.6,2017
50,Kaloyan Ivanov,TOF,31,24.1,10.3,3.6,7.2,.505,0.5,2.2,.246,2.5,3.7,.675,2.1,2.2,4.3,2.1,1.0,0.1,1.8,2.1,2017
51,Ali Muhammed,FEN,38,23.0,10.2,3.4,8.2,.415,2.1,5.4,.382,1.3,1.5,.828,0.5,2.2,2.7,3.2,1.2,0.0,1.6,1.9,2017
52,Ekpe Udoh,FEN,30,26.6,10.1,4.1,6.9,.594,0.0,0.1,.333,1.9,3.1,.609,1.6,4.5,6.1,2.3,0.6,1.6,1.2,2.2,2017
53,Dairis Bertans,DBI,24,23.7,10.1,3.2,7.1,.450,1.8,4.3,.427,1.8,2.2,.846,0.3,1.2,1.5,2.6,0.8,0.0,1.0,2.1,2017
54,Bryant Dunston,EFE,35,28.1,10.1,3.9,5.8,.665,0.0,0.0,.000,2.3,3.7,.626,2.6,3.8,6.4,1.3,1.0,1.7,1.2,2.8,2017
55,James Anderson,DBI,27,23.1,9.9,3.6,8.5,.426,1.7,4.3,.385,1.0,1.2,.818,0.8,3.7,4.5,1.9,0.5,0.3,1.1,2.1,2017
56,Gasper Vidmar,BVS,32,22.4,9.8,3.9,6.0,.651,0.0,0.0,.000,1.9,5.1,.383,2.5,2.4,4.9,1.2,0.8,0.7,1.8,2.8,2017
57,Kostas Sloukas,FEN,31,21.9,9.7,3.1,6.1,.505,1.0,2.6,.383,2.5,2.8,.897,0.3,2.4,2.6,4.5,0.6,0.0,2.2,1.6,2017
58,Tibor Pleiss,GAL,25,22.0,9.6,3.8,5.8,.644,0.0,0.1,.500,2.0,2.6,.797,2.3,4.6,6.9,0.7,0.4,1.2,1.2,2.2,2017
59,Jayson Granger,EFE,33,27.5,9.4,3.3,7.9,.412,1.1,3.0,.374,1.8,2.3,.763,0.4,2.3,2.7,4.9,1.3,0.0,2.1,2.6,2017
60,Blake Schilb,GAL,26,25.4,9.2,3.5,6.5,.548,1.4,2.7,.507,0.8,0.9,.870,0.3,2.5,2.9,3.7,0.5,0.1,1.6,1.6,2017
61,Austin Nichols,BBB,29,29.3,9.2,2.8,6.7,.415,1.3,3.7,.343,2.4,2.9,.821,1.1,2.5,3.6,0.9,0.7,0.2,1.0,3.2,2017
62,Osiris Eldridge,DEM,23,26.5,9.1,3.3,8.6,.381,1.9,6.0,.314,0.7,1.3,.567,0.9,3.2,4.1,2.4,1.6,0.1,1.4,2.4,2017
63,Ben McCauley,IBB,24,24.3,9.1,3.3,8.4,.386,1.0,3.3,.291,1.6,2.0,.830,1.5,3.3,4.8,2.0,0.7,0.2,1.4,2.3,2017
64,Gigi Datome,FEN,31,22.9,8.9,3.2,6.6,.481,1.3,3.1,.412,1.2,1.3,.949,1.0,3.0,4.1,1.9,0.5,0.4,1.1,2.2,2017
65,Luke Harangody,DBI,23,22.2,8.8,3.5,6.3,.559,0.9,2.4,.382,0.9,1.2,.741,1.8,3.1,4.9,1.6,0.7,0.2,0.5,1.7,2017
66,Baris Ermis,TOF,29,27.2,8.7,3.2,6.1,.523,0.8,2.4,.314,1.6,2.4,.662,0.5,1.7,2.2,5.1,1.0,0.2,2.4,1.9,2017
67,Jeremy Chappell,BVS,32,30.1,8.6,3.3,8.0,.410,1.4,4.3,.333,0.6,0.8,.769,0.9,3.5,4.4,1.9,2.0,0.1,1.4,2.8,2017
68,Stefan Moody,TRA,29,23.7,8.6,2.9,6.9,.415,0.9,3.2,.287,1.9,2.2,.859,0.8,2.3,3.0,4.1,1.1,0.2,2.7,2.8,2017
69,Damian Kulig,BVS,32,21.3,8.5,3.0,5.3,.561,0.6,1.5,.426,1.8,2.4,.766,1.6,3.2,4.8,1.0,0.8,1.1,1.1,2.5,2017
70,Nikola Kalinic,FEN,34,24.5,8.4,2.9,5.8,.500,1.0,2.5,.412,1.5,2.1,.743,0.7,2.1,2.9,2.0,0.9,0.1,1.5,2.7,2017
71,Damir Markota,IBB,28,24.2,8.3,2.8,6.9,.409,1.2,3.8,.321,1.4,1.8,.780,1.3,2.9,4.3,1.6,0.7,0.1,1.5,2.1,2017
72,Kaya Peker,TOF,31,16.3,7.6,3.2,5.7,.551,0.3,0.7,.435,1.0,2.0,.508,0.7,2.8,3.6,1.4,0.8,0.2,1.3,2.9,2017
73,Tyler Honeycutt,EFE,28,21.5,7.6,2.8,6.5,.429,0.8,2.5,.310,1.3,1.9,.673,1.3,4.8,6.0,1.8,0.8,0.6,1.5,2.0,2017
74,Jure Balazic,GAZ,32,21.9,7.3,2.7,5.8,.465,1.0,2.9,.351,0.8,1.0,.806,0.7,1.9,2.5,1.3,0.7,0.2,1.2,3.2,2017
75,Edo Muric,BVS,32,23.1,7.2,2.8,6.1,.469,0.5,2.0,.246,1.0,1.3,.780,1.5,2.3,3.8,1.7,0.8,0.1,1.1,2.3,2017
76,Goksenin Koksal,GAL,33,19.2,7.1,2.8,5.8,.474,0.9,2.8,.337,0.6,0.9,.667,1.2,1.1,2.3,1.2,0.8,0.0,0.8,1.6,2017
77,Jon Diebler,GAL,22,22.1,7.0,2.1,5.2,.409,1.5,4.0,.386,1.2,1.4,.900,0.4,1.9,2.3,1.4,0.5,0.1,1.0,2.3,2017
78,Muhammed Baygul,PIN,30,22.1,7.0,2.2,6.2,.360,1.1,3.3,.320,1.5,1.9,.789,0.8,2.1,2.9,2.2,0.6,0.1,1.5,2.7,2017
79,Kyle Weems,BES,40,21.5,6.9,2.6,6.1,.428,0.9,2.5,.360,0.8,1.0,.825,0.6,2.9,3.5,1.4,1.3,0.3,0.8,2.2,2017
80,Alex Tyus,GAL,31,16.5,6.5,2.9,4.9,.592,0.0,0.0,.000,0.7,1.5,.489,1.2,2.2,3.4,0.5,0.7,0.9,1.0,1.5,2017
81,Birkan Batuk,DBI,32,20.9,6.5,2.3,5.5,.429,1.2,3.4,.352,0.7,1.0,.677,0.5,1.5,2.0,1.1,0.6,0.1,0.4,2.6,2017
82,Berkay Candan,UUB,30,25.8,6.4,2.1,5.5,.380,1.1,3.0,.363,1.1,1.3,.842,1.6,3.5,5.1,1.1,0.7,0.3,0.9,2.0,2017
83,Erol Can Cinko,TRA,30,19.0,6.1,2.1,4.8,.448,1.1,3.3,.337,0.8,1.0,.793,0.4,0.6,1.0,0.8,0.4,0.0,0.6,2.1,2017
84,Dogus Ozdemiroglu,YES,30,19.2,6.0,1.7,5.4,.313,1.0,3.6,.280,1.6,2.4,.667,0.7,2.2,2.8,1.8,1.3,0.2,1.6,3.4,2017
85,Emircan Kosut,YES,30,19.1,5.8,2.5,5.4,.460,0.3,1.4,.195,0.6,1.4,.429,1.2,2.4,3.6,0.9,0.4,0.7,0.9,2.3,2017
86,Hakan Demirel,UUB,26,17.0,4.6,1.6,4.4,.368,0.5,1.8,.304,0.8,1.1,.759,0.3,0.5,0.8,1.7,0.6,0.0,1.2,2.4,2017
87,Umit Sonkol,BBB,24,16.9,4.6,1.9,4.5,.422,0.5,1.7,.293,0.3,0.3,.750,0.9,2.7,3.6,1.0,0.5,0.3,0.6,1.4,2017
88,Yesukan Onar,TED,23,19.2,4.1,1.7,4.1,.411,0.2,0.8,.211,0.6,1.3,.419,0.7,1.7,2.4,0.4,0.2,0.1,0.9,2.6,2017
89,Brent Petway,PIN,29,15.6,3.9,1.5,3.6,.423,0.6,1.8,.302,0.3,0.4,.750,0.7,2.1,2.8,0.4,0.5,0.8,0.4,2.8,2017
90,Ugur Dokuyan,IBB,26,18.5,3.6,1.4,3.9,.353,0.2,1.3,.171,0.6,0.8,.750,0.8,1.8,2.7,0.9,0.8,0.2,0.3,1.7,2017
91,Mutlu Akpinar,DEM,25,14.6,3.0,1.0,3.0,.324,0.8,2.3,.328,0.3,0.3,1.000,0.2,1.0,1.1,0.5,0.2,0.0,0.5,1.8,2017
92,Umit Sonkol,TOF,5,8.0,2.6,1.0,2.0,.500,0.6,1.4,.429,0.0,0.0,.000,0.0,1.0,1.0,0.2,0.0,0.2,0.2,0.2,2017
1,Erving Walker,DEM,29,34.5,18.5,5.3,13.1,.402,3.1,7.6,.407,4.9,5.7,.855,0.3,2.5,2.9,5.1,0.7,0.0,2.6,1.3,2018
2,Caleb Green,TRA,22,36.6,18.5,5.9,11.5,.514,1.7,4.8,.349,5.0,6.1,.807,1.0,5.7,6.6,3.2,1.1,0.3,2.7,1.6,2018
3,Ivan Buva,IBB,27,27.7,18.0,6.8,12.4,.545,0.8,1.6,.477,3.7,4.7,.794,2.7,3.9,6.6,1.4,0.7,0.5,1.6,2.6,2018
4,Errick McCollum,EFE,34,29.3,17.2,5.7,12.5,.455,1.6,4.6,.348,4.2,5.3,.789,0.7,2.0,2.7,3.4,1.2,0.4,2.0,2.4,2018
5,Jarrod Jones,PIN,29,32.9,17.0,6.7,13.7,.487,1.7,4.4,.380,2.0,2.8,.716,1.3,4.8,6.1,1.8,1.0,0.5,1.7,2.8,2018
6,Scottie Wilbekin,DBI,27,30.1,16.9,5.2,12.7,.411,2.9,7.4,.393,3.5,4.1,.864,0.3,2.3,2.6,5.1,1.0,0.0,2.3,1.5,2018
7,Osiris Eldridge,TRA,29,32.3,16.8,5.8,13.5,.426,3.1,8.7,.356,2.1,2.7,.772,0.8,3.7,4.4,3.5,1.6,0.1,1.8,2.4,2018
8,Kenny Boynton,YES,30,37.2,16.7,5.6,12.3,.453,2.8,7.0,.407,2.7,3.4,.802,0.3,2.6,2.9,5.2,0.9,0.1,2.3,1.3,2018
9,Raymar Morgan,TOF,37,28.1,16.2,6.2,12.2,.507,0.8,2.4,.322,3.1,4.2,.720,2.1,3.7,5.8,1.9,0.9,0.2,1.5,2.8,2018
10,Sean Armand,GAZ,30,32.2,16.1,5.9,13.5,.436,1.8,5.8,.314,2.5,3.3,.750,0.8,2.7,3.5,4.9,0.9,0.0,2.7,3.2,2018
11,Brady Heslip,TRA,23,28.9,16.0,5.5,13.4,.411,3.0,8.7,.352,1.9,2.2,.863,0.3,1.0,1.3,2.3,0.3,0.0,1.2,1.4,2018
12,Billy Baron,ESK,31,32.1,15.8,5.0,11.0,.453,3.0,6.9,.439,2.7,3.1,.895,0.5,2.2,2.7,3.4,0.7,0.1,1.9,1.6,2018
13,D.J. Kennedy,PIN,29,33.7,15.7,5.1,10.2,.503,0.6,1.6,.356,4.8,6.2,.782,1.3,5.2,6.5,5.1,1.4,0.1,2.2,2.3,2018
14,Bracey Wright,DEM,28,33.5,15.4,5.4,11.9,.452,1.7,4.7,.356,3.0,3.4,.865,0.6,2.5,3.2,3.7,0.6,0.1,2.5,1.3,2018
15,Ra'Shad James,YES,30,31.6,15.1,5.3,11.9,.444,2.1,5.1,.416,2.4,3.2,.750,0.9,3.4,4.3,1.7,0.8,0.1,1.7,2.1,2018
16,JaJuan Johnson,DBI,29,31.2,14.9,5.9,11.9,.497,0.3,1.4,.244,2.8,3.2,.860,2.0,3.8,5.8,1.1,0.7,0.7,1.0,2.0,2018
17,Sarunas Vasiliauskas,TRA,26,31.8,14.6,4.1,9.5,.427,2.0,5.5,.368,4.4,4.8,.913,0.7,1.7,2.4,6.3,0.7,0.0,2.5,2.7,2018
18,Tony Crocker,TOF,35,28.5,14.0,4.8,10.1,.477,2.5,5.1,.480,1.9,2.1,.944,0.5,2.4,2.9,2.3,1.2,0.2,1.1,2.7,2018
19,Jordan Hamilton,UUB,24,29.2,13.5,4.8,10.0,.479,1.6,4.1,.398,2.3,3.3,.692,1.6,5.3,6.8,2.3,1.0,0.2,2.2,2.8,2018
20,D.J. White,GAZ,9,29.2,13.4,4.3,8.0,.542,1.3,3.2,.414,3.4,3.9,.886,0.4,4.4,4.9,1.3,0.0,1.1,1.2,3.3,2018
21,Jackie Carmichael,UUB,23,29.7,13.3,4.9,9.3,.521,0.1,0.1,.667,3.5,5.6,.628,2.0,5.0,7.0,1.9,0.8,1.1,1.9,3.0,2018
22,Angelo Caloiaro,BVS,35,31.2,13.1,4.8,8.3,.585,1.6,3.4,.458,1.9,2.3,.827,1.3,4.6,5.9,1.9,1.3,0.2,1.0,2.6,2018
23,Brock Motum,EFE,32,27.2,13.0,5.0,9.2,.539,1.2,2.8,.418,1.8,2.2,.843,1.2,2.6,3.8,1.2,0.5,0.2,1.2,2.0,2018
24,Sammy Mejia,TOF,40,31.0,13.0,4.7,8.9,.530,1.5,3.7,.408,2.1,2.4,.863,1.0,3.6,4.6,3.1,1.3,0.1,1.3,1.8,2018
25,Dwight Hardy,GAL,30,28.5,12.6,4.3,9.4,.461,1.6,4.1,.382,2.4,2.8,.857,0.3,2.0,2.4,2.0,0.6,0.1,1.4,1.6,2018
26,Stefan Bircevic,IBB,22,28.7,12.5,4.5,8.5,.524,2.0,4.4,.464,1.5,2.0,.750,1.3,3.3,4.6,1.7,0.5,0.3,1.5,2.6,2018
27,Josh Duncan,ESK,28,25.1,12.4,4.1,7.0,.585,1.3,2.7,.474,2.9,3.8,.781,1.4,5.8,7.1,1.5,0.9,0.3,1.5,2.2,2018
28,D.J. Strawberry,BES,31,30.8,12.4,4.4,9.9,.444,1.5,4.4,.333,2.1,3.0,.702,0.6,2.7,3.3,3.8,1.4,0.3,2.0,2.4,2018
29,Tony Taylor,BVS,35,28.6,12.3,4.6,9.4,.494,1.1,2.8,.408,1.9,2.7,.705,0.4,1.6,2.0,4.2,0.7,0.1,1.7,2.4,2018
30,Lazeric Jones,SAK,31,26.1,12.0,4.2,9.6,.434,1.1,2.4,.466,2.5,3.3,.767,0.3,1.5,1.9,3.8,1.0,0.1,2.5,2.6,2018
31,Brad Wanamaker,FEN,32,21.7,11.7,3.9,7.3,.528,1.2,3.0,.389,2.8,3.5,.804,0.4,1.3,1.7,3.2,1.0,0.1,1.2,2.4,2018
32,Krunoslav Simon,EFE,28,30.1,11.3,3.6,9.1,.396,2.3,5.9,.396,1.8,2.1,.862,0.5,4.4,4.9,4.3,0.7,0.3,2.0,2.0,2018
33,Damian Kulig,BVS,35,22.2,11.3,3.5,6.9,.517,1.2,2.8,.434,2.9,3.6,.811,1.3,4.0,5.3,1.3,0.6,0.8,0.9,2.8,2018
34,Michael Thompson,IBB,30,32.1,11.1,3.9,9.4,.413,1.8,4.6,.387,1.5,1.7,.865,0.5,1.7,2.2,5.5,1.1,0.0,1.6,2.4,2018
35,Josh Adams,EFE,6,23.6,11.0,3.0,6.3,.474,0.8,3.2,.263,4.2,4.8,.862,1.0,2.7,3.7,2.3,0.2,0.7,3.2,3.2,2018
36,Victor Rudd,GAZ,16,31.5,11.0,4.3,9.7,.439,1.1,3.8,.279,1.4,2.1,.676,1.3,6.1,7.4,2.0,0.7,0.4,1.5,2.3,2018
37,Dominic Waters,PIN,27,25.1,10.9,3.9,7.7,.507,1.2,2.8,.421,1.9,2.2,.881,0.2,0.9,1.1,4.5,0.6,0.0,2.9,2.8,2018
38,Bryant Dunston,EFE,35,31.0,10.7,4.2,6.7,.628,0.1,0.4,.286,2.2,3.2,.703,2.5,4.0,6.5,1.6,0.8,1.6,0.6,2.5,2018
39,Scotty Hopson,GAL,14,20.2,10.7,4.4,7.9,.564,0.6,1.6,.348,1.3,1.9,.667,1.4,2.4,3.8,1.6,0.9,0.1,1.1,1.6,2018
40,Jeff Ayres,ESK,30,25.3,10.7,4.1,7.3,.566,0.1,0.5,.143,2.4,2.8,.835,2.0,6.3,8.3,0.9,0.6,0.5,1.4,3.3,2018
41,C.J. Harris,SAK,32,28.1,10.6,3.1,7.4,.416,0.6,1.8,.345,3.8,4.5,.847,0.4,2.5,2.8,2.5,0.8,0.0,1.8,2.9,2018
42,Jan Vesely,FEN,29,20.7,10.6,4.0,6.3,.639,0.0,0.0,.000,2.5,3.4,.727,1.4,2.6,4.0,1.8,1.0,0.5,1.2,2.6,2018
43,Pierria Henry,TOF,40,29.9,10.5,3.7,7.7,.482,0.9,2.0,.420,2.2,3.0,.737,1.2,3.2,4.4,6.1,1.7,0.1,2.0,2.3,2018
44,Gigi Datome,FEN,28,20.4,10.5,3.8,6.9,.546,1.7,3.4,.500,1.2,1.5,.810,0.6,2.6,3.3,1.8,0.5,0.3,0.8,1.8,2018
45,Richard Hendrix,GAL,27,22.7,10.4,4.5,7.3,.611,0.0,0.1,.000,1.4,2.7,.527,1.8,5.4,7.2,2.0,0.8,1.0,1.4,2.9,2018
46,Kenneth Kadji,TOF,41,22.1,10.3,3.9,8.3,.468,0.9,2.7,.324,1.6,2.4,.663,1.0,2.4,3.4,0.8,0.6,0.6,1.2,2.8,2018
47,Bugrahan Tuncer,ESK,30,23.1,10.2,3.6,8.6,.421,2.1,5.5,.373,0.9,1.3,.692,0.5,2.1,2.6,4.6,0.8,0.1,3.0,2.5,2018
48,Jaka Klobucar,IBB,29,27.9,10.2,3.1,8.2,.376,0.8,3.3,.227,3.3,4.7,.706,0.5,3.7,4.2,4.8,1.4,0.1,2.8,2.3,2018
49,Jon Diebler,BES,26,28.5,10.1,3.3,7.3,.450,2.2,5.3,.417,1.3,1.6,.829,0.5,3.0,3.5,2.2,0.9,0.0,1.0,1.7,2018
50,Alex Renfroe,GAL,29,24.3,9.8,3.4,6.2,.541,1.3,2.7,.474,1.7,2.1,.833,0.7,2.5,3.2,5.1,1.6,0.1,2.0,2.0,2018
51,Goksenin Koksal,GAL,30,22.2,9.5,3.8,8.2,.465,1.0,3.5,.298,0.9,1.7,.519,1.0,1.3,2.3,1.2,0.8,0.0,1.1,1.9,2018
52,Nathan Boothe,SAK,31,24.2,9.5,3.9,7.7,.508,1.1,2.5,.447,0.5,0.8,.680,1.5,3.4,4.9,1.4,0.6,0.5,1.0,3.0,2018
53,Vojdan Stojanovski,DEM,30,26.0,9.5,3.5,6.8,.512,0.8,1.8,.436,1.8,1.9,.930,0.7,1.8,2.5,1.7,0.9,0.1,0.7,2.5,2018
54,Earl Calloway,UUB,26,30.8,9.4,3.0,7.2,.420,1.7,4.3,.381,1.7,2.3,.729,0.6,3.0,3.6,5.3,1.3,0.1,1.9,2.2,2018
55,Melih Mahmutoglu,FEN,39,19.8,9.4,3.5,6.6,.529,1.8,4.0,.439,0.6,0.7,.857,0.1,1.0,1.1,1.7,0.4,0.0,0.5,1.6,2018
56,Ian Miller,UUB,19,21.7,9.3,3.4,8.5,.404,1.0,3.5,.284,1.4,1.7,.818,0.3,1.4,1.7,2.3,0.6,0.0,2.2,2.8,2018
57,Micheal Eric,DBI,31,18.3,9.3,3.9,6.0,.656,0.0,0.0,.000,1.4,2.4,.589,2.1,3.8,5.9,0.6,0.3,0.5,1.0,2.2,2018
