#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
18,Christian Eyenga,MON,33,27.0,12.0,4.4,10.0,.435,1.2,3.2,.368,2.1,3.2,.663,0.7,3.6,4.3,1.7,1.0,0.8,1.9,2.6,2018
19,Erick Green,VAL,35,19.7,11.9,4.1,8.5,.485,1.2,3.0,.410,2.4,2.8,.867,0.3,1.2,1.5,1.4,0.6,0.1,0.9,1.5,2018
20,Deon Thompson,SPB,34,27.2,11.9,4.5,8.9,.502,0.6,1.5,.412,2.3,2.9,.790,2.1,4.7,6.7,1.5,0.9,0.9,1.4,2.4,2018
21,Pako Cruz,MON,34,25.9,11.8,4.5,9.8,.455,1.4,3.8,.357,1.5,2.0,.746,0.9,2.3,3.2,3.3,0.6,0.0,2.6,2.3,2018
22,Dan Clark,GBC,34,23.1,11.5,4.5,10.2,.441,1.6,4.9,.335,0.9,1.0,.857,1.5,3.4,4.9,1.3,0.5,0.3,1.3,2.4,2018
23,Rodrigue Beaubois,BASK,41,20.0,11.4,4.1,8.1,.500,1.4,3.4,.420,1.9,2.2,.837,0.4,2.3,2.7,2.1,0.7,0.3,1.6,2.3,2018
24,Vitor Benite,MUR,34,19.8,11.4,4.1,8.9,.460,2.0,4.9,.410,1.2,1.4,.857,0.2,1.3,1.5,0.8,0.5,0.0,1.1,2.1,2018
25,Jaime Fernandez,AND,37,20.3,11.4,3.8,9.4,.409,0.9,2.9,.315,2.8,3.7,.765,0.6,1.5,2.1,4.0,1.3,0.1,1.3,2.3,2018
26,Bojan Dubljevic,VAL,31,23.1,11.4,3.9,8.6,.457,1.1,3.0,.370,2.4,3.4,.708,2.1,4.2,6.4,1.5,0.5,0.3,1.7,1.9,2018
27,Marcus Eriksson,GCN,29,21.3,11.4,3.9,8.6,.458,2.3,5.2,.444,1.2,1.4,.854,0.4,1.9,2.2,0.9,0.2,0.1,0.7,1.7,2018
28,Rolands Smits,MON,34,25.4,11.2,4.1,8.1,.505,1.5,3.9,.381,1.4,2.0,.710,1.6,2.6,4.2,0.9,0.4,0.5,1.3,3.3,2018
29,Artem Pustovyi,OBR,34,25.9,11.1,4.1,7.1,.583,0.0,0.2,.000,2.9,3.8,.767,1.8,4.1,5.9,0.5,0.4,1.9,2.2,3.4,2018
30,Patrick Richard,JOV,33,23.1,11.1,3.9,9.0,.433,1.5,4.1,.360,1.8,2.1,.843,0.6,2.5,3.1,1.7,1.2,0.0,1.2,2.0,2018
31,Mike Tobey,TEN,35,21.4,11.1,4.7,8.5,.559,0.3,0.8,.333,1.3,2.3,.580,2.5,4.1,6.6,0.6,0.3,0.8,1.1,2.9,2018
32,Eimantas Bendzius,OBR,28,23.6,11.0,3.5,8.0,.433,1.7,4.5,.384,2.3,3.1,.756,1.2,2.9,4.1,0.7,0.8,0.2,1.0,1.7,2018
33,Kevin Seraphin,FCB,14,18.6,10.9,4.7,8.5,.555,0.0,0.0,.000,1.5,2.3,.656,1.9,2.0,3.9,0.9,0.6,0.8,1.6,2.2,2018
34,Ovie Soko,MUR,34,23.2,10.9,3.5,8.0,.435,0.4,1.5,.250,3.6,4.4,.819,1.7,3.4,5.1,1.1,1.0,0.2,2.1,3.4,2018
35,Dejan Todorovic,BBB,30,24.1,10.9,3.9,9.5,.408,1.9,5.2,.363,1.2,1.6,.771,0.4,2.5,2.9,1.5,0.8,0.1,1.8,1.6,2018
36,Corey Fisher,SPB,34,23.9,10.8,3.6,8.3,.429,1.4,4.0,.343,2.3,3.3,.699,0.4,1.2,1.6,2.6,0.8,0.0,1.7,1.8,2018
37,Alec Brown,EST,34,20.9,10.7,3.8,8.5,.441,1.5,3.9,.373,1.7,2.0,.841,1.8,2.7,4.5,0.8,0.5,1.0,1.0,3.1,2018
38,Blake Schilb,BETIS,33,25.1,10.7,4.1,8.3,.498,1.2,3.2,.355,1.3,1.3,1.000,0.5,2.3,2.8,2.3,0.5,0.0,1.5,1.9,2018
39,Matt Janning,BASK,43,22.5,10.7,3.7,7.7,.483,2.3,5.0,.456,0.9,1.2,.800,0.3,1.9,2.1,1.7,0.5,0.1,1.0,2.0,2018
40,Ante Tomic,FCB,38,19.7,10.6,4.2,7.2,.584,0.0,0.0,.000,2.2,3.3,.677,1.9,3.6,5.5,1.8,0.8,0.5,0.9,2.0,2018
41,Tim Abromaitis,TEN,36,25.8,10.4,3.7,7.4,.502,1.8,4.0,.448,1.2,1.6,.768,1.3,3.5,4.7,1.3,1.1,0.3,0.8,2.6,2018
42,Jordan Swing,GBC,34,24.4,10.4,3.7,8.9,.419,1.4,3.9,.356,1.6,1.9,.844,0.6,3.1,3.6,1.8,0.7,0.1,1.9,2.5,2018
43,Lucio Redivo,BBB,33,19.9,10.2,3.6,8.1,.449,1.7,4.3,.392,1.2,1.7,.714,0.1,1.0,1.1,0.6,0.5,0.0,0.6,1.7,2018
44,O.D. Anosike,BETIS,34,24.7,10.2,4.3,7.4,.583,0.0,0.0,.000,1.5,3.1,.486,2.1,4.1,6.2,0.9,0.5,0.0,1.1,2.8,2018
45,Jerome Jordan,JOV,34,21.8,10.1,3.6,6.8,.524,0.0,0.0,.000,3.0,4.0,.750,2.0,2.8,4.8,1.1,0.7,0.9,1.7,2.6,2018
46,Jonathan Tabu,BBB,31,23.0,10.0,3.3,8.2,.407,1.3,4.0,.331,2.0,2.7,.747,0.5,1.7,2.2,3.5,1.0,0.0,1.9,3.2,2018
47,Tibor Pleiss,VAL,24,18.9,9.8,4.0,7.2,.555,0.2,0.5,.385,1.6,2.2,.731,1.7,4.5,6.2,0.6,0.3,0.8,1.5,2.3,2018
48,D.J. Seeley,GCN,37,22.4,9.8,3.2,7.5,.424,1.3,3.1,.409,2.1,2.6,.804,0.7,1.3,2.0,2.3,0.9,0.0,1.6,1.7,2018
49,Rudy Fernandez,RMB,34,17.3,9.7,3.1,6.6,.473,1.9,4.2,.444,1.5,1.8,.852,0.7,1.9,2.6,1.9,0.9,0.3,0.8,1.4,2018
50,Sergi Garcia,ZAR,9,19.8,9.6,3.3,6.3,.526,1.6,3.2,.483,1.3,1.7,.800,0.8,2.4,3.2,2.8,1.3,0.2,1.4,1.4,2018
51,Pierre Oriola,FCB,29,18.4,9.2,3.3,5.7,.584,0.3,1.0,.300,2.2,3.4,.657,1.6,2.5,4.1,0.9,0.4,0.3,0.6,2.3,2018
52,Nemanja Radovic,OBR,33,20.7,9.2,3.9,7.8,.496,0.3,1.1,.257,1.2,2.1,.574,2.1,3.5,5.6,0.6,0.4,0.5,1.3,2.6,2018
53,Adrien Moerman,FCB,39,22.0,9.2,3.5,6.9,.502,1.3,3.3,.398,0.9,1.5,.617,1.6,3.8,5.4,0.8,0.9,0.2,1.2,2.5,2018
54,Eulis Baez,GCN,37,21.6,9.2,3.1,6.8,.451,0.8,2.4,.322,2.2,2.9,.783,1.6,2.8,4.4,1.4,0.9,0.2,1.4,2.3,2018
55,David Jelinek,AND,37,18.2,9.2,3.0,6.6,.447,1.6,3.6,.444,1.6,2.0,.808,0.4,1.7,2.1,1.1,0.4,0.1,1.4,1.9,2018
56,Goran Huskic,SPB,34,20.6,9.1,3.9,7.3,.530,0.1,0.5,.250,1.2,2.0,.609,1.5,2.8,4.3,2.3,1.1,0.5,1.5,2.8,2018
57,Sebastian Saiz,SPB,34,18.0,9.1,3.3,5.8,.574,0.0,0.2,.167,2.4,3.2,.761,1.9,3.1,4.9,0.4,0.5,0.9,1.2,2.6,2018
58,Sam Van Rossom,VAL,29,23.9,9.1,3.0,6.4,.471,2.1,4.3,.484,1.0,1.1,.848,0.6,2.2,2.8,3.3,0.6,0.2,1.5,1.8,2018
59,Facundo Campazzo,RMB,33,21.9,9.0,3.1,6.5,.472,1.1,3.1,.363,1.8,2.4,.756,0.2,1.7,1.8,4.0,1.5,0.1,1.6,1.9,2018
60,Andrew Albicy,AND,36,24.0,8.8,2.7,6.7,.401,1.4,3.7,.383,2.0,2.3,.855,0.1,1.8,1.9,4.6,1.1,0.1,1.9,2.0,2018
61,Petteri Koponen,FCB,39,20.4,8.8,3.0,6.3,.473,1.5,3.2,.484,1.3,1.5,.847,0.4,1.5,1.9,1.5,0.5,0.1,0.8,2.1,2018
62,Rafa Martinez,VAL,34,18.1,8.7,2.6,5.4,.486,2.0,4.0,.493,1.5,1.7,.864,0.3,1.4,1.6,1.8,0.4,0.0,1.0,1.5,2018
63,Nicolas de Jong,ZAR,32,17.8,8.7,3.2,6.3,.507,0.2,0.8,.292,2.0,2.7,.747,1.1,2.7,3.8,0.3,0.2,0.7,0.9,2.8,2018
64,Tomasz Gielo,JOV,34,21.8,8.6,3.2,6.7,.476,1.3,3.4,.377,0.9,1.1,.795,0.7,2.6,3.3,0.4,0.6,0.3,0.7,2.5,2018
65,Adam Hanga,FCB,37,22.3,8.6,3.2,6.7,.478,0.8,2.5,.312,1.4,2.1,.675,0.9,2.5,3.3,1.6,1.2,0.5,1.1,2.1,2018
66,Nik Caner-Medley,EST,32,21.1,8.6,3.2,7.4,.426,0.8,2.8,.295,1.4,1.8,.807,0.8,3.2,3.9,1.3,0.5,0.3,0.9,1.6,2018
67,Vincent Poirier,BASK,43,18.9,8.5,3.3,5.5,.599,0.0,0.0,.000,1.9,2.7,.722,1.5,4.1,5.6,0.9,0.5,0.8,1.0,2.8,2018
68,Will Thomas,VAL,37,25.6,8.5,3.0,5.9,.509,0.7,2.1,.351,1.7,2.2,.780,1.1,2.9,4.0,1.4,0.8,0.2,0.6,1.7,2018
69,Jeff Brooks,UNI,33,20.6,8.5,3.4,7.0,.483,0.5,1.3,.381,1.3,1.4,.894,1.5,2.8,4.3,0.8,0.5,0.2,1.0,1.7,2018
70,Sasu Salin,UNI,36,17.6,8.5,2.7,6.7,.408,2.0,5.1,.399,1.0,1.3,.783,0.4,1.6,2.0,1.9,0.7,0.1,0.8,1.6,2018
71,Gal Mekel,GCN,40,17.2,8.4,3.2,6.8,.465,0.6,1.6,.349,1.6,2.2,.733,0.5,0.8,1.3,3.4,0.5,0.0,1.7,1.8,2018
72,Tomas Bellas,ZAR,33,25.9,8.2,2.6,7.5,.354,0.9,3.0,.310,2.0,2.3,.857,0.3,1.5,1.8,3.5,0.5,0.0,1.4,2.1,2018
73,Goran Suton,EST,34,21.2,8.2,3.0,7.5,.400,0.9,3.3,.277,1.3,2.1,.620,1.9,3.8,5.6,1.0,0.9,0.6,0.7,2.9,2018
74,Luke Nelson,BETIS,34,23.2,8.2,3.0,6.7,.441,1.5,3.6,.410,0.8,1.0,.771,0.2,1.9,2.1,1.7,1.1,0.0,1.8,3.0,2018
75,Ondrej Balvin,GCN,40,21.0,8.2,3.5,5.3,.656,0.0,0.0,.000,1.2,2.3,.544,2.3,3.7,5.9,0.9,0.4,0.9,1.2,2.7,2018
76,Adam Waczynski,UNI,35,17.7,8.2,2.8,6.1,.460,1.5,3.6,.424,1.1,1.5,.725,0.5,1.4,1.9,0.9,0.5,0.0,0.5,1.8,2018
77,Albert Oliver,GCN,36,18.7,8.0,2.6,6.4,.415,1.1,3.0,.352,1.7,1.9,.910,0.7,0.9,1.5,3.2,0.6,0.0,1.5,1.6,2018
78,Nikola Dragovic,ZAR,29,23.3,8.0,2.9,6.7,.430,0.9,3.2,.287,1.3,2.0,.644,1.1,4.0,5.1,0.9,0.5,0.3,1.1,2.7,2018
79,Charlon Kloof,MUR,34,18.4,7.9,2.4,6.3,.385,0.7,2.3,.304,2.4,3.2,.745,0.5,1.6,2.1,1.9,0.5,0.2,1.2,3.0,2018
80,Nicolas Richotti,TEN,15,20.7,7.9,2.7,7.2,.380,0.9,3.5,.264,1.5,1.8,.852,0.8,1.6,2.4,2.6,0.7,0.1,1.7,3.3,2018
81,Felipe Reyes,RMB,39,15.2,7.9,2.8,4.9,.565,0.0,0.2,.143,2.3,3.2,.720,2.2,2.1,4.2,1.0,0.3,0.1,1.0,1.9,2018
82,Edy Tavares,RMB,36,20.6,7.9,3.2,4.8,.674,0.0,0.1,.000,1.5,2.5,.582,1.9,4.4,6.3,0.5,0.4,2.2,1.2,2.3,2018
83,Janis Timma,BASK,42,22.7,7.8,2.6,6.2,.429,1.6,4.5,.351,1.0,1.2,.837,1.0,2.0,3.0,1.3,0.7,0.0,1.1,2.4,2018
84,Marcelinho Huertas,BASK,42,20.5,7.8,2.8,6.2,.452,0.9,2.4,.370,1.4,1.5,.877,0.5,1.6,2.1,4.7,0.5,0.0,1.7,1.7,2018
85,Pau Ribas,FCB,35,18.5,7.8,2.8,5.8,.475,1.7,3.9,.438,0.5,0.5,1.000,0.4,1.5,1.9,3.1,0.6,0.1,1.3,1.3,2018
86,Dario Brizuela,EST,32,18.7,7.8,2.6,5.8,.452,0.8,2.3,.320,1.8,2.1,.824,0.3,1.6,1.9,1.5,0.6,0.1,0.9,2.3,2018
87,Jarvis Varnado,ZAR,21,20.9,7.7,3.2,5.6,.581,0.0,0.0,.000,1.2,2.3,.531,1.4,3.9,5.3,0.6,0.6,1.4,1.7,2.8,2018
88,Jayson Granger,BASK,34,20.3,7.6,2.5,6.8,.371,0.9,3.0,.307,1.7,2.1,.781,0.1,2.0,2.1,4.3,0.6,0.0,1.7,1.2,2018
89,Ian O'Leary,MON,34,23.3,7.6,3.3,5.9,.552,0.2,1.0,.229,0.9,1.9,.453,2.2,3.4,5.6,1.0,0.6,0.2,0.9,2.5,2018
90,Brad Oleson,MUR,33,23.4,7.6,2.6,6.8,.378,1.5,4.5,.327,1.0,1.1,.914,0.5,1.6,2.1,1.7,1.0,0.2,0.8,1.4,2018
91,Federico Van Lacke,GBC,33,22.1,7.4,2.6,6.0,.431,0.8,2.5,.313,1.5,1.9,.778,0.4,1.8,2.2,1.9,1.1,0.1,1.5,1.9,2018
92,Ray McCallum,UNI,36,18.8,7.4,2.7,5.8,.464,0.4,1.6,.276,1.5,2.3,.655,0.5,1.5,2.0,2.7,0.4,0.0,1.1,1.8,2018
93,Danny Agbelese,GBC,33,16.8,7.3,3.0,4.8,.613,0.0,0.0,.000,1.4,2.5,.554,1.4,2.1,3.5,0.6,0.3,0.8,1.3,2.8,2018
94,Fabien Causeur,RMB,38,17.8,7.3,2.7,5.0,.545,0.8,1.9,.451,1.0,1.3,.771,0.3,1.6,1.9,1.5,0.6,0.1,0.9,1.4,2018
95,Johannes Voigtmann,BASK,43,20.2,7.2,2.6,5.2,.509,0.7,1.8,.377,1.3,1.5,.862,0.9,4.2,5.1,1.6,0.3,0.3,0.8,1.8,2018
96,Edgar Vicedo,EST,33,20.1,7.2,2.8,5.7,.492,0.9,2.8,.315,0.7,0.9,.733,1.1,2.9,4.0,0.6,0.9,0.4,0.6,1.3,2018
97,Xavi Rabaseda,GCN,38,19.6,7.1,2.6,5.6,.469,1.1,3.2,.350,0.8,1.1,.732,0.4,2.0,2.4,1.4,1.1,0.2,0.9,2.0,2018
98,Carlos Suarez,UNI,36,21.6,6.9,2.0,4.7,.424,0.6,2.1,.293,2.3,2.7,.875,1.5,3.4,4.9,2.6,0.6,0.2,1.0,1.1,2018
99,Sadiel Rojas,MUR,34,22.3,6.9,2.3,5.7,.397,1.1,3.3,.319,1.4,1.9,.708,1.8,3.9,5.6,0.5,1.0,0.1,0.9,3.5,2018
100,Saulius Kulvietis,JOV,33,20.0,6.9,2.4,6.1,.390,1.2,3.6,.333,1.0,1.3,.767,0.9,1.6,2.5,1.2,0.3,0.2,0.8,1.8,2018
101,Alberto Abalde,VAL,32,19.6,6.9,2.4,6.0,.398,0.9,2.6,.345,1.3,1.4,.911,0.9,2.3,3.2,2.4,0.6,0.0,0.9,1.5,2018
102,Vladimir Jankovic,AND,32,18.9,6.9,2.3,5.4,.424,0.9,2.8,.315,1.5,2.0,.750,0.9,2.1,3.0,1.7,0.8,0.3,0.9,2.2,2018
103,Alex Lopez,SPB,34,20.0,6.9,2.0,5.1,.391,0.7,2.6,.278,2.1,2.6,.809,0.4,2.0,2.5,2.2,1.0,0.2,1.1,2.8,2018
104,David Walker,AND,37,21.0,6.8,2.5,5.4,.470,1.3,3.2,.412,0.4,0.7,.593,0.6,1.4,2.1,1.5,0.5,0.1,0.8,1.2,2018
105,Pere Tomas,BBB,32,20.9,6.8,2.3,4.8,.474,0.9,2.3,.397,1.4,1.8,.772,1.6,1.8,3.3,0.8,0.4,0.0,0.6,2.1,2018
106,Blagota Sekulic,MON,20,20.0,6.8,2.6,5.5,.477,0.3,1.2,.261,1.3,1.5,.862,2.0,2.5,4.5,0.9,0.3,0.4,1.8,2.4,2018
107,Sergi Vidal,JOV,29,21.9,6.7,2.0,5.1,.383,1.0,3.1,.322,1.8,2.1,.839,0.3,2.1,2.5,2.0,0.8,0.0,1.3,1.4,2018
108,John Shurna,AND,35,22.4,6.7,2.3,5.2,.434,1.3,3.4,.383,0.8,1.2,.707,0.8,2.3,3.1,0.5,0.8,0.3,0.6,2.4,2018
109,Pablo Aguilar,GCN,35,18.4,6.6,2.5,5.5,.454,0.9,3.3,.289,0.6,0.9,.677,0.8,3.4,4.2,1.0,0.9,0.3,0.7,1.1,2018
110,Aaron Doornekamp,VAL,37,21.2,6.6,2.3,4.9,.459,1.4,3.1,.439,0.7,1.1,.641,0.8,2.3,3.1,1.5,0.8,0.1,0.8,2.9,2018
111,Janis Blums,ZAR,33,17.8,6.5,2.2,5.9,.381,1.5,4.5,.345,0.5,0.7,.739,0.1,1.7,1.8,0.8,0.5,0.0,0.8,2.0,2018
112,Rodrigo San Miguel,TEN,33,25.0,6.5,2.2,5.6,.395,1.2,3.3,.352,1.0,1.5,.653,0.4,2.2,2.6,4.2,0.8,0.1,1.9,2.2,2018
113,Michael Fakuade,GBC,32,17.3,6.5,2.4,5.1,.466,0.6,1.5,.367,1.2,1.7,.736,1.5,2.2,3.7,0.7,0.4,0.6,1.4,2.8,2018
114,Omar Cook,EST,34,26.9,6.5,1.9,5.6,.333,1.4,4.4,.313,1.4,2.0,.731,0.3,1.9,2.2,6.8,1.1,0.0,1.8,1.6,2018
115,Oliver Stevic,AND,37,16.4,6.5,2.4,4.0,.601,0.0,0.1,.000,1.7,2.5,.660,1.2,2.3,3.5,0.5,0.7,0.3,0.7,2.5,2018
116,Javier Beiran,TEN,34,19.8,6.4,2.5,5.6,.442,0.9,2.9,.320,0.5,0.8,.643,0.9,2.9,3.8,2.6,0.4,0.0,0.7,0.8,2018
117,James Augustine,UNI,36,21.0,6.3,2.9,5.1,.557,0.0,0.1,.000,0.6,1.0,.583,2.2,3.6,5.8,1.1,0.9,0.5,0.7,2.2,2018
118,Anzejs Pasecniks,GCN,39,15.0,6.3,2.6,4.7,.552,0.1,0.3,.154,1.1,2.0,.532,1.4,1.9,3.3,0.3,0.4,0.4,0.8,1.4,2018
119,Marcos Delia,MUR,34,21.6,6.2,2.3,5.4,.432,0.0,0.0,.000,1.5,2.5,.612,1.5,2.4,3.9,0.8,0.4,0.3,0.9,1.9,2018
120,Jeffery Taylor,RMB,36,16.0,6.0,2.1,4.1,.524,0.9,2.0,.465,0.8,1.1,.737,0.4,0.9,1.3,1.1,0.3,0.1,0.8,2.2,2018
121,Ricardo Fischer,BBB,17,14.4,5.9,2.1,4.8,.444,0.4,1.4,.304,1.3,1.7,.759,0.3,0.9,1.2,1.9,0.1,0.0,1.7,1.5,2018
122,Moussa Diagne,AND,34,15.2,5.9,1.9,3.3,.577,0.0,0.1,.000,2.1,2.9,.737,1.9,3.0,4.9,0.1,0.4,0.4,0.9,2.6,2018
123,Albert Sabat,OBR,33,19.1,5.8,1.7,5.1,.329,1.3,4.0,.331,1.1,1.3,.841,0.3,1.1,1.4,3.4,0.5,0.0,1.6,1.9,2018
124,Dani Perez,GBC,33,20.7,5.8,2.0,5.8,.342,0.6,2.6,.244,1.1,1.8,.627,0.5,1.2,1.6,3.7,1.1,0.0,1.5,1.7,2018
125,Victor Claver,FCB,33,22.0,5.5,1.9,4.6,.412,0.7,2.5,.293,1.0,1.2,.825,0.9,2.6,3.5,1.2,1.2,0.3,0.7,2.3,2018
126,Albert Ventura,JOV,33,19.6,5.5,1.8,5.0,.364,0.6,2.2,.274,1.2,1.7,.727,0.9,2.0,2.9,1.2,1.1,0.1,0.8,2.4,2018
127,Marko Lukovic,MUR,20,15.1,5.5,1.9,5.8,.322,0.7,2.7,.259,1.1,1.9,.568,0.9,1.9,2.8,0.4,0.5,0.2,0.5,1.7,2018
128,Nacho Llovet,OBR,34,20.8,5.4,2.0,4.1,.482,0.2,0.9,.233,1.1,1.9,.600,1.4,2.9,4.3,1.1,0.4,0.2,0.9,2.6,2018
129,Axel Hervelle,BBB,34,19.7,5.3,1.8,4.9,.361,0.7,2.1,.324,1.1,1.2,.881,1.0,2.6,3.6,1.1,0.7,0.0,1.2,2.5,2018
130,Gabriel Olaseni,MON,34,16.5,5.2,2.2,4.3,.507,0.0,0.0,.000,0.8,1.0,.824,1.4,1.7,3.1,0.6,0.2,0.4,0.5,2.4,2018
131,Davin White,TEN,23,16.2,5.1,1.7,6.1,.279,0.7,3.3,.211,1.0,1.3,.774,0.1,0.8,0.9,1.7,0.6,0.1,1.2,1.9,2018
132,Ferran Bassas,TEN,33,14.9,5.1,1.8,4.0,.443,0.9,2.4,.380,0.7,0.8,.852,0.2,1.0,1.2,2.6,0.7,0.0,1.5,1.2,2018
133,Mickell Gladness,BBB,32,16.9,5.1,2.1,3.3,.623,0.0,0.0,.000,1.0,1.7,.585,1.2,3.1,4.3,0.3,0.3,1.0,1.0,1.6,2018
134,Alberto Diaz,UNI,36,21.2,4.9,1.6,4.8,.345,1.1,3.3,.345,0.4,0.5,.889,0.4,2.0,2.4,2.8,1.0,0.0,0.9,2.2,2018
135,Aleksandar Cvetkovic,EST,29,16.9,4.8,1.6,3.5,.446,0.7,2.2,.302,1.1,1.3,.816,0.4,0.9,1.3,1.0,0.5,0.0,0.8,2.2,2018
136,David Navarro,OBR,34,16.7,4.8,1.7,4.2,.408,0.4,1.2,.357,1.0,1.4,.717,0.5,1.5,2.0,2.2,0.6,0.1,0.8,1.4,2018
137,Jonathan Barreiro,ZAR,34,17.3,4.7,1.8,4.3,.421,0.9,2.6,.345,0.3,0.5,.500,0.9,1.9,2.7,0.7,0.4,0.2,0.8,1.8,2018
138,Simon Birgander,JOV,30,15.8,4.6,1.9,3.4,.553,0.0,0.0,.000,0.8,1.2,.714,1.5,2.7,4.2,0.6,0.5,0.4,0.7,2.6,2018
139,Gregory Vargas,MON,34,21.6,4.5,1.6,4.3,.379,0.6,1.8,.306,0.7,1.1,.676,0.6,2.2,2.8,2.4,0.7,0.1,1.0,3.5,2018
140,Dragan Milosavljevic,UNI,29,13.9,4.5,1.6,4.3,.376,0.4,1.7,.250,0.9,1.2,.714,0.3,1.2,1.6,0.5,0.4,0.1,1.0,1.7,2018
141,Miquel Salvo,GBC,34,18.2,4.3,1.6,3.7,.444,0.4,1.4,.286,0.6,1.2,.525,0.9,2.3,3.2,1.1,0.5,0.1,0.9,1.9,2018
142,Thomas Schreiner,SPB,34,16.9,3.9,1.4,4.0,.348,0.6,2.5,.247,0.5,0.6,.818,0.1,1.1,1.2,3.6,0.6,0.1,1.3,1.6,2018
143,Shane Hammink,BBB,32,15.5,3.9,1.3,2.8,.472,0.1,0.6,.211,1.2,1.5,.771,0.6,1.2,1.8,0.7,0.4,0.2,0.6,2.2,2018
144,Rosco Allen,TEN,27,15.1,3.8,1.1,3.7,.287,0.3,1.7,.170,1.3,2.0,.655,0.9,1.7,2.6,0.6,0.3,0.1,0.8,1.9,2018
145,Pepe Pozas,OBR,34,18.9,3.6,1.0,3.6,.273,0.5,2.1,.257,1.1,1.5,.740,0.3,1.6,2.0,4.3,0.9,0.1,1.6,2.7,2018
146,Kevin Tumba,MUR,34,17.1,3.4,1.3,2.5,.512,0.0,0.0,.000,0.8,2.1,.380,2.3,3.0,5.2,0.2,0.4,0.7,1.1,3.2,2018
147,Donnie McGrath,BETIS,15,17.4,3.1,1.0,3.9,.259,0.6,2.5,.237,0.5,0.5,1.000,0.0,0.7,0.7,1.3,0.7,0.1,1.0,1.4,2018
148,Dominik Mavra,JOV,5,11.8,2.8,0.8,2.8,.286,0.8,2.6,.308,0.4,0.4,1.000,0.2,0.6,0.8,1.2,0.2,0.0,2.2,1.2,2018
1,Nicolas Laprovittola,JOV,36,30.5,17.1,5.5,11.8,.468,2.4,6.1,.394,3.7,4.7,.792,0.3,2.2,2.5,6.4,1.1,0.1,4.7,2.6,2019
2,Askia Booker,MUR,33,22.7,15.0,5.6,12.6,.446,2.1,5.8,.363,1.7,2.3,.727,0.6,1.8,2.4,2.4,0.8,0.0,2.2,2.2,2019
3,Dario Brizuela,EST,30,23.8,14.7,5.3,11.0,.477,1.3,4.3,.313,2.8,3.4,.833,0.4,1.4,1.8,3.0,0.9,0.1,2.1,2.3,2019
4,Stan Okoye,ZAR,37,26.1,14.6,5.1,12.0,.425,2.3,5.6,.407,2.1,2.7,.770,1.2,3.7,4.9,1.4,1.2,0.6,1.4,2.6,2019
5,Pako Cruz,MON,34,25.2,14.4,5.5,11.7,.467,2.0,4.8,.409,1.5,2.1,.722,0.7,2.1,2.8,2.8,0.9,0.0,2.4,2.5,2019
6,Kostas Vasiliadis,OBR,31,23.2,13.9,3.6,9.6,.380,3.1,7.9,.389,3.6,4.0,.902,0.2,2.1,2.2,2.0,0.6,0.1,1.2,1.6,2019
7,Ryan Toolson,MAN,31,26.9,13.4,4.7,9.8,.480,2.0,4.7,.429,2.0,2.0,.984,0.3,1.6,1.9,2.4,0.6,0.3,2.1,1.8,2019
8,Dylan Ennis,AND,33,25.0,13.4,4.5,10.2,.436,1.6,4.3,.366,2.9,3.9,.738,0.8,2.2,3.0,2.7,0.8,0.2,1.7,2.0,2019
9,Thomas Heurtel,FCB,41,21.8,12.9,4.7,8.8,.529,1.2,3.1,.405,2.4,2.8,.858,0.2,1.9,2.1,5.4,0.9,0.0,2.3,2.1,2019
10,Marcus Eriksson,GCN,29,19.5,12.6,4.0,8.6,.470,2.5,5.5,.450,2.0,2.2,.921,0.3,1.8,2.1,1.0,0.6,0.0,0.7,1.1,2019
11,Gian Clavell,EST,33,22.5,12.5,4.1,10.2,.400,2.4,6.6,.356,2.0,2.9,.698,0.4,1.8,2.2,0.9,0.6,0.2,1.2,2.6,2019
12,Bojan Dubljevic,VAL,37,23.1,12.5,4.6,9.0,.515,1.2,3.0,.409,2.0,2.8,.735,2.1,4.2,6.2,1.4,0.8,0.2,2.1,1.9,2019
13,Deon Thompson,SPB,15,26.9,12.5,4.6,9.3,.493,0.7,2.8,.262,2.5,3.5,.717,1.2,4.4,5.6,1.2,0.4,0.9,1.7,2.5,2019
14,Thaddus McFadden,TEN,15,21.4,12.2,4.0,8.6,.465,2.3,5.7,.407,1.9,2.2,.848,0.1,1.4,1.5,2.3,0.6,0.1,1.5,1.3,2019
15,Tim Abromaitis,TEN,34,26.6,11.9,3.8,8.6,.447,1.7,4.4,.384,2.6,2.9,.879,1.1,2.9,3.9,1.2,1.0,0.2,1.0,2.4,2019
16,Shawn Dawson,JOV,18,23.2,11.7,4.2,8.5,.490,1.3,3.3,.400,2.0,2.4,.818,0.9,3.3,4.2,1.5,0.7,0.4,2.3,3.4,2019
17,Garrett Nevels,GBC,34,26.1,11.6,4.9,11.4,.426,1.0,3.5,.292,0.9,1.1,.806,1.0,3.3,4.3,1.9,1.1,0.3,1.7,2.7,2019
18,Jaime Fernandez,UNI,31,24.3,11.5,4.0,9.2,.433,1.2,3.7,.325,2.4,2.9,.824,0.4,2.2,2.6,4.4,1.2,0.0,1.7,2.4,2019
