#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
169,Jared Savage,CRA,16,13.9,5.3,1.8,3.4,.537,1.4,2.6,.524,0.3,0.4,.571,0.3,2.2,2.5,0.5,0.6,0.2,0.3,1.7,2022
170,Johannes Richter,BC,14,16.7,5.2,2.1,4.0,.536,0.4,1.3,.278,0.6,0.8,.727,1.6,2.1,3.8,0.6,0.4,0.2,0.6,2.6,2022
171,Bennet Hundt,EWE,32,15.5,5.1,1.7,4.6,.365,0.9,2.6,.349,0.8,1.1,.722,0.3,0.9,1.2,2.6,0.5,0.0,1.6,2.0,2022
172,Fedor Zugic,RUL,35,14.6,5.1,1.6,4.3,.383,0.8,2.5,.315,1.0,1.5,.706,0.2,1.2,1.4,0.5,0.2,0.1,1.3,1.9,2022
173,Zach Brown,HAM,23,16.3,5.0,1.7,4.5,.388,0.9,3.2,.284,0.6,0.8,.722,0.5,1.2,1.7,0.7,0.5,0.2,0.7,1.7,2022
174,Nicholas Tischler,BLB,33,17.0,4.8,1.9,4.1,.463,0.3,1.1,.250,0.8,1.0,.735,0.6,1.8,2.5,0.5,0.5,0.2,0.7,2.3,2022
175,Richmond Aririguzoh,CRA,31,13.3,4.8,1.8,2.5,.724,0.0,0.0,.000,1.3,2.0,.639,1.4,1.9,3.3,0.3,0.3,0.6,0.5,2.7,2022
176,Akeem Vargas,GOE,34,19.4,4.7,1.5,3.6,.418,1.1,2.7,.387,0.6,0.9,.677,0.6,2.0,2.7,0.7,0.4,0.0,0.5,1.6,2022
177,Donovan Donaldson,FRA,10,20.6,4.6,1.8,5.7,.316,0.6,2.8,.214,0.4,0.9,.444,0.4,0.7,1.1,2.6,0.5,0.0,2.0,1.6,2022
178,Per Guenther,RUL,35,11.1,4.6,1.3,3.5,.380,0.7,2.1,.315,1.3,1.4,.918,0.1,0.8,0.9,1.4,0.1,0.0,0.7,1.2,2022
179,Malte Ziegenhagen,BVC,37,9.6,4.5,1.5,3.8,.383,1.0,3.0,.342,0.5,0.8,.714,0.1,0.6,0.7,0.5,0.2,0.0,0.6,1.3,2022
180,Jonas Wohlfarth-Bottermann,LUD,37,13.6,4.5,1.9,3.2,.590,0.0,0.0,.000,0.7,1.4,.529,1.5,2.3,3.9,0.6,0.4,0.3,1.4,2.7,2022
181,Zan Sisko,BAY,34,19.9,4.4,1.5,3.9,.394,0.5,1.8,.262,0.9,1.1,.833,0.4,1.6,2.0,4.4,0.6,0.1,1.2,2.5,2022
182,Shannon Scott,BRO,17,15.2,4.4,1.4,3.1,.453,0.7,1.7,.414,0.9,0.9,.938,0.5,0.7,1.2,2.7,0.5,0.1,0.8,1.8,2022
183,Tim Uhlemann,GIE,15,12.3,4.4,1.7,3.9,.441,0.6,2.1,.281,0.3,0.5,.714,0.7,1.1,1.9,0.1,0.4,0.3,0.4,1.1,2022
184,Sebastian Herrera,EWE,32,16.8,4.4,1.5,4.0,.375,0.8,2.4,.329,0.6,0.6,1.000,0.7,1.4,2.1,1.3,0.9,0.1,0.7,2.1,2022
185,Gavin Schilling,BAY,37,12.4,4.4,1.8,3.4,.524,0.0,0.0,.000,0.8,1.6,.517,1.4,2.8,4.1,0.5,0.4,0.2,0.9,1.8,2022
186,Leon Friederici,MLP,22,13.5,4.2,1.3,2.9,.438,0.6,1.7,.378,1.0,1.3,.759,0.2,0.5,0.7,0.8,0.2,0.0,0.7,1.3,2022
187,Osasumwen Osaghae,MLP,19,11.6,4.2,1.7,3.3,.532,0.0,0.0,.000,0.7,1.2,.565,1.5,1.8,3.3,0.1,0.3,0.6,0.7,1.6,2022
188,Sergio Kerusch,BC,32,11.3,4.1,1.6,3.3,.486,0.3,1.0,.242,0.6,1.0,.606,0.9,1.8,2.8,0.3,0.3,0.1,0.5,1.5,2022
189,Philip Jalalpoor,BAY,23,13.6,4.0,1.3,3.3,.395,0.6,1.9,.318,0.8,1.3,.633,0.2,0.9,1.1,1.3,0.1,0.1,1.3,1.9,2022
190,Kevin Wohlrath,BAY,28,15.3,4.0,1.4,3.8,.377,0.6,1.9,.340,0.5,0.6,.833,0.5,1.2,1.7,0.3,0.4,0.1,0.5,1.1,2022
191,Leon Kratzer,TBB,39,14.9,4.0,1.7,3.1,.550,0.0,0.0,.000,0.6,1.5,.397,1.9,3.1,4.9,0.6,0.4,0.8,1.0,2.6,2022
192,Niklas Wurzner,MLP,32,20.6,4.0,1.4,3.7,.381,0.3,1.2,.231,0.9,1.2,.737,0.6,1.6,2.2,2.0,0.7,0.1,1.7,2.9,2022
193,Brandon Tischler,BLB,33,14.4,3.9,1.3,2.6,.488,0.4,0.8,.462,1.0,1.5,.667,1.0,2.0,3.0,0.5,0.5,0.2,0.6,2.2,2022
194,Jacob Patrick,LUD,31,11.3,3.9,1.3,4.8,.268,0.7,2.9,.256,0.6,0.8,.792,0.3,0.8,1.1,0.4,0.6,0.1,0.4,1.3,2022
195,Oleksandr Lypovyy,TBB,12,19.6,3.9,1.4,4.3,.327,0.7,2.8,.242,0.4,1.3,.333,1.2,2.5,3.7,1.7,0.5,0.1,1.3,2.9,2022
196,Nicolas Bretzel,RUL,27,9.5,3.9,1.6,2.9,.532,0.0,0.1,.500,0.7,1.3,.588,1.2,2.0,3.1,0.3,0.3,0.3,0.4,1.2,2022
197,Jonas Mattisseck,BER,41,14.5,3.9,1.2,3.2,.392,0.9,2.3,.385,0.5,0.6,.731,0.3,1.0,1.3,0.7,0.6,0.0,0.2,1.7,2022
198,John Bryant,GIE,16,12.0,3.8,1.3,3.6,.345,0.3,1.3,.250,0.9,1.4,.652,1.3,2.3,3.5,0.6,0.3,0.3,0.7,1.6,2022
199,Max DiLeo,HAM,37,15.8,3.7,1.3,3.5,.359,0.8,2.6,.320,0.3,0.5,.600,0.7,1.0,1.7,1.3,0.7,0.1,0.5,1.9,2022
200,Felix Hoffmann,OLI,27,17.1,3.7,1.3,3.3,.404,0.7,1.8,.367,0.3,0.5,.643,0.7,2.7,3.4,1.1,0.7,0.0,0.7,1.8,2022
201,Dominic Lockhart,BRO,29,21.4,3.6,1.2,3.0,.402,0.7,2.3,.309,0.4,0.7,.619,0.7,1.6,2.3,1.2,0.7,0.1,1.0,2.9,2022
202,Jason George,BAY,41,13.5,3.6,1.1,2.4,.475,0.6,1.5,.403,0.7,0.9,.750,0.7,1.3,2.0,0.4,0.2,0.2,0.6,1.5,2022
203,Bjarne Kraushaar,GIE,28,13.8,3.5,1.2,3.8,.314,0.5,1.8,.255,0.6,0.9,.720,0.5,1.0,1.5,2.6,0.3,0.0,1.4,2.1,2022
204,Philipp Hartwich,GOE,34,13.5,3.4,1.4,2.2,.605,0.0,0.0,.000,0.7,2.1,.357,1.2,2.4,3.6,0.6,0.2,1.3,1.3,3.3,2022
205,Radii Caisin,BC,30,9.7,3.3,1.1,2.2,.500,0.4,1.0,.379,0.7,0.9,.786,0.4,0.9,1.3,0.1,0.2,0.0,0.6,1.4,2022
206,Dennis Nawrocki,GIE,27,10.3,3.0,1.0,2.2,.441,0.7,1.7,.400,0.4,0.6,.733,0.3,0.8,1.1,0.1,0.2,0.0,0.4,1.6,2022
207,Kilian Binapfl,GIE,23,10.7,2.9,1.2,2.9,.403,0.2,1.0,.167,0.3,0.9,.400,0.7,1.4,2.1,0.1,0.3,0.2,0.5,1.0,2022
208,Eddy Edigin,HAM,35,8.8,2.9,1.2,1.8,.667,0.0,0.0,.000,0.5,0.7,.640,1.1,1.5,2.6,0.3,0.2,0.1,0.9,2.1,2022
209,Julian Albus,OLI,27,12.4,2.9,1.0,2.4,.406,0.6,1.7,.340,0.3,0.4,.900,0.4,0.8,1.2,1.2,0.2,0.1,0.6,1.6,2022
210,Joshua Obiesie,BAY,22,8.0,2.8,0.9,2.0,.432,0.3,1.0,.286,0.8,1.0,.810,0.2,1.0,1.2,0.7,0.5,0.2,0.8,1.0,2022
211,Haris Hujic,GOE,25,9.2,2.7,0.8,3.4,.235,0.7,2.7,.254,0.4,0.5,.833,0.0,0.6,0.6,1.0,0.4,0.0,0.5,1.0,2022
212,Julius Boehmer,OLI,11,8.8,2.6,1.1,2.5,.429,0.3,0.8,.333,0.2,0.2,1.000,0.3,0.5,0.7,0.8,0.5,0.1,1.0,1.4,2022
213,Paul Zipser,BAY,11,10.2,2.5,0.9,2.3,.400,0.4,1.4,.267,0.4,0.5,.800,0.5,1.1,1.6,0.4,0.1,0.1,0.4,0.8,2022
214,Rich Igbineweka,HAM,17,7.4,2.5,0.9,1.9,.469,0.2,0.8,.308,0.5,0.9,.600,0.4,0.2,0.6,0.1,0.3,0.0,0.2,1.1,2022
215,Alex King,OLI,23,10.9,2.5,0.7,2.3,.308,0.5,1.7,.289,0.7,0.8,.789,0.1,0.9,1.0,0.6,0.2,0.0,0.3,1.0,2022
216,Norris Agbakoko,EWE,12,6.9,2.5,1.2,1.8,.636,0.0,0.0,.000,0.2,0.5,.333,1.0,1.5,2.5,0.1,0.1,0.3,0.3,1.2,2022
217,Dejan Kovacevic,CRA,22,7.8,2.5,0.9,2.2,.396,0.3,0.8,.389,0.5,0.5,.909,0.4,0.8,1.2,0.2,0.1,0.2,0.3,1.0,2022
218,Ivan Karacic,BVC,13,6.9,2.5,1.1,1.8,.609,0.0,0.2,.000,0.3,0.5,.571,0.5,1.4,1.9,0.5,0.2,0.0,0.5,1.3,2022
219,Phillipp Heyden,MLP,32,7.1,2.4,1.0,1.9,.525,0.0,0.0,.000,0.4,0.6,.650,0.4,0.9,1.3,0.2,0.3,0.1,0.4,0.9,2022
220,Julius Bohmer,OLI,13,8.7,2.2,0.8,2.2,.393,0.2,0.7,.333,0.2,0.5,.500,0.0,0.5,0.5,1.2,0.2,0.0,1.2,1.5,2022
221,Moritz Sanders,BAY,19,6.1,2.1,0.6,1.7,.375,0.1,0.7,.154,0.7,1.1,.667,0.3,0.6,0.9,0.3,0.1,0.1,0.6,1.5,2022
222,Tim Hasbargen,TBB,17,8.3,2.0,0.8,1.8,.452,0.4,1.2,.286,0.0,0.0,.000,0.3,0.4,0.7,0.4,0.2,0.0,0.3,1.1,2022
223,Christoph Philipps,RUL,18,7.7,2.0,0.5,1.4,.346,0.1,0.5,.111,0.9,1.3,.708,0.2,0.9,1.1,0.4,0.6,0.0,0.4,1.1,2022
224,Sananda Fru,BLB,17,7.9,1.9,0.8,1.2,.667,0.2,0.5,.375,0.1,0.4,.286,0.6,0.5,1.1,0.1,0.1,0.1,0.2,1.3,2022
225,Lukas Herzog,LUD,38,9.8,1.8,0.6,1.8,.329,0.3,1.2,.222,0.3,0.5,.667,0.4,0.7,1.1,0.5,0.3,0.0,0.3,1.2,2022
226,Felix Hecker,FRA,17,8.3,1.8,0.6,1.7,.379,0.4,1.4,.261,0.1,0.1,1.000,0.2,0.4,0.6,0.2,0.0,0.0,0.5,1.4,2022
227,Albert Kuppe,MLP,21,4.6,1.8,0.6,1.4,.448,0.2,0.8,.250,0.3,0.3,1.000,0.2,0.3,0.5,0.1,0.1,0.0,0.1,0.8,2022
228,Johannes Patrick,LUD,36,6.8,1.6,0.5,1.6,.333,0.4,1.0,.361,0.2,0.3,.600,0.0,0.3,0.3,0.3,0.2,0.0,0.4,1.3,2022
229,Jonathan Baehre,LUD,30,4.2,1.5,0.6,1.4,.439,0.1,0.7,.200,0.2,0.2,.857,0.3,0.5,0.8,0.3,0.3,0.2,0.4,0.7,2022
230,Rene Kindzeka,CRA,23,5.1,1.3,0.4,1.4,.281,0.2,1.0,.167,0.3,0.3,1.000,0.1,0.3,0.5,0.1,0.2,0.0,0.3,1.0,2022
231,Maximilian Begue,GIE,27,10.9,1.3,0.5,1.9,.275,0.0,0.4,.083,0.2,0.4,.500,0.4,1.5,1.9,0.7,0.5,0.1,1.1,1.1,2022
232,Marvin Omuvwie,BRO,22,5.6,1.0,0.4,1.0,.391,0.2,0.5,.333,0.0,0.3,.167,0.2,0.7,0.9,0.2,0.2,0.1,0.1,0.8,2022
233,Moritz Krimmer,RUL,28,5.1,1.0,0.3,0.9,.375,0.0,0.3,.000,0.3,0.4,.750,0.3,0.4,0.7,0.3,0.1,0.0,0.1,0.5,2022
234,Evans Rapieque,BC,11,2.2,0.8,0.2,0.3,.667,0.0,0.0,.000,0.5,0.7,.625,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.2,2022
235,Marios Giotis,GOE,12,2.9,0.8,0.3,0.9,.364,0.1,0.3,.333,0.0,0.2,.000,0.1,0.3,0.3,0.2,0.0,0.0,0.1,0.3,2022
236,Anthony Watkins,MLP,14,1.5,0.6,0.2,0.5,.429,0.0,0.1,.000,0.2,0.6,.375,0.1,0.2,0.3,0.2,0.0,0.0,0.2,0.1,2022
237,Marvin Ogunsipe,BAY,17,4.6,0.6,0.2,0.8,.214,0.0,0.2,.000,0.2,0.3,.800,0.6,0.9,1.5,0.4,0.2,0.0,0.5,0.6,2022
1,Dewayne Russell,EWE,36,31.1,20.6,7.4,16.8,.439,2.1,6.0,.341,3.8,4.6,.818,0.6,2.1,2.7,7.4,1.3,0.0,3.2,2.7,2023
2,Otis Livingston II,BAY,14,33.4,19.2,6.6,14.5,.458,2.7,6.7,.404,3.2,3.8,.849,0.9,2.4,3.4,6.3,1.8,0.0,2.3,2.1,2023
3,Eric Washington,MLP,32,30.0,19.2,6.7,14.4,.464,1.8,5.9,.309,4.0,4.6,.871,1.2,2.7,3.8,7.3,1.7,0.0,3.6,2.4,2023
4,T.J. Shorts II,TBB,43,27.7,18.2,6.3,12.8,.493,1.2,3.8,.317,4.4,5.5,.797,0.6,2.6,3.2,7.3,1.3,0.0,2.3,2.2,2023
5,Stanley Whittaker,OLI,34,31.5,18.0,6.9,13.9,.495,1.3,3.1,.406,2.9,3.7,.800,0.6,2.6,3.3,5.1,1.4,0.2,2.4,2.9,2023
6,Patrick Miller,BRO,26,25.9,17.7,6.1,11.9,.510,0.8,2.0,.392,4.8,5.9,.810,1.4,1.7,3.1,6.0,1.2,0.2,2.7,2.5,2023
7,David Kramer,BLB,30,27.3,17.6,5.5,14.1,.390,2.7,8.3,.323,3.9,4.6,.842,0.8,3.4,4.2,1.1,1.2,0.1,2.4,2.6,2023
8,Kris Clyburn,BC,29,32.0,17.4,6.2,12.5,.494,2.0,5.3,.379,3.1,3.8,.809,1.2,3.9,5.1,2.3,2.0,0.1,2.0,2.0,2023
9,Brandon Childress,BAY,29,27.7,17.2,4.8,12.2,.395,2.5,6.8,.367,5.1,5.8,.886,0.4,2.9,3.3,4.6,1.1,0.1,2.9,2.6,2023
10,Cameron Hunt,OLI,34,33.8,17.1,5.7,12.4,.460,1.8,4.3,.411,4.0,4.5,.877,0.8,2.1,2.9,3.4,1.4,0.3,2.1,2.1,2023
11,Mark Smith,GOE,34,31.4,16.5,5.2,12.4,.419,2.3,6.2,.376,3.8,4.5,.849,1.3,5.5,6.9,2.7,1.1,0.0,2.6,2.7,2023
12,C.J. Bryce,OLI,17,32.0,16.4,6.1,11.2,.539,1.6,3.8,.438,2.6,3.2,.800,0.9,2.3,3.2,1.1,1.1,0.3,1.9,2.5,2023
13,JeQuan Lewis,ROST,31,29.0,16.1,5.0,11.0,.455,1.3,3.1,.423,4.7,5.5,.860,0.2,3.3,3.5,7.0,1.4,0.2,3.8,3.2,2023
14,Kendale McCullum,HAM,20,26.1,15.8,5.2,10.3,.505,0.8,2.0,.410,4.6,5.8,.791,0.5,2.1,2.6,5.4,2.0,0.1,3.4,3.1,2023
15,Prentiss Hubb,LUD,37,30.9,15.4,5.1,13.6,.372,2.7,8.5,.316,2.6,3.4,.766,0.7,2.4,3.1,5.6,1.0,0.2,2.6,2.2,2023
16,"Derrick Alston, Jr.",ROST,31,27.2,15.4,4.8,11.7,.409,1.9,5.7,.328,4.0,4.9,.804,1.3,2.9,4.2,1.7,0.7,0.2,2.2,1.9,2023
17,James Batemon III,CRA,18,23.9,15.2,5.2,9.4,.550,2.0,4.3,.468,2.8,3.3,.864,0.3,1.3,1.6,2.9,0.8,0.1,2.2,2.7,2023
18,Yago Dos Santos,RUL,45,26.5,15.0,4.6,10.7,.427,2.5,6.6,.383,3.4,4.2,.815,0.8,2.7,3.5,5.6,0.7,0.0,2.7,2.1,2023
19,Bruno Caboclo,RUL,30,25.8,14.9,5.7,9.9,.579,0.6,2.1,.286,2.9,3.6,.804,2.5,3.8,6.3,1.0,0.9,1.9,2.0,3.3,2023
20,Tyler Nelson,ROST,25,25.5,14.5,4.1,10.3,.397,3.0,7.6,.387,3.4,3.7,.903,0.4,2.4,2.9,1.6,0.7,0.0,1.4,1.8,2023
21,Cassius Winston,BAY,32,19.6,14.1,4.7,9.2,.507,1.4,3.4,.404,3.4,3.9,.865,0.4,1.5,2.0,3.1,0.5,0.1,2.7,2.3,2023
22,Harald Frey,GOE,37,28.1,13.9,4.3,9.6,.448,1.9,5.4,.364,3.4,4.1,.840,0.6,1.7,2.4,4.4,0.8,0.1,1.7,2.3,2023
23,Laurynas Beliauskas,FRA,24,29.9,13.9,4.5,10.2,.447,3.0,7.0,.423,1.9,2.1,.900,0.5,2.8,3.3,2.8,0.5,0.1,1.3,1.8,2023
24,Jeremy Morgan,TBB,17,23.8,13.9,4.0,8.7,.459,2.3,6.0,.382,3.6,4.2,.859,1.2,2.8,3.9,1.9,1.1,0.2,1.7,2.4,2023
25,Isaiah Whitehead,LUD,13,24.0,13.8,4.3,11.2,.384,1.4,5.1,.273,3.8,5.2,.731,0.5,2.2,2.7,3.2,0.7,0.3,2.1,3.2,2023
26,Jack McVeigh,MLP,13,30.1,13.5,4.8,10.7,.453,2.6,6.3,.415,1.2,1.4,.889,1.2,4.2,5.5,1.5,0.5,0.5,1.8,1.8,2023
27,Dustin Sleva,BLB,20,29.3,13.4,5.1,9.2,.549,1.3,2.7,.472,2.1,2.9,.707,3.0,3.0,6.0,1.6,1.0,0.6,1.4,3.0,2023
28,Jaleen Smith,BER,32,21.7,13.2,4.4,9.1,.485,2.4,5.3,.447,2.0,2.3,.903,0.6,1.8,2.4,3.1,1.0,0.2,1.6,1.5,2023
29,Anthony Polite,HAM,16,26.1,13.2,4.6,9.7,.471,1.1,3.0,.375,2.9,3.4,.855,1.3,3.9,5.2,1.3,1.2,0.3,1.3,1.8,2023
30,Trey Drechsel,EWE,36,29.0,13.0,4.5,11.1,.407,1.6,5.2,.316,2.4,2.8,.869,1.0,3.6,4.6,2.4,0.9,0.0,1.6,2.6,2023
31,Ryan Taylor,HAM,11,23.9,13.0,4.7,9.2,.515,1.9,3.8,.500,1.6,1.8,.900,0.5,2.4,2.8,1.8,0.5,0.1,1.2,2.4,2023
32,Otis Livingston II,CRA,17,22.3,12.9,4.9,10.3,.474,1.2,3.3,.357,2.0,2.4,.829,0.6,1.5,2.1,4.1,0.9,0.1,1.5,2.1,2023
33,Jhonathan Dunn,LUD,39,25.0,12.9,4.4,9.8,.448,2.5,6.4,.386,1.6,2.1,.788,0.7,1.5,2.2,1.0,0.5,0.2,1.0,2.7,2023
34,Kevin Yebo,BVC,37,19.6,12.8,4.3,6.1,.705,0.2,0.5,.474,3.9,5.5,.706,2.0,3.5,5.4,0.8,0.5,0.1,1.4,2.8,2023
35,Charles Callison,BC,27,27.6,12.7,5.0,11.4,.436,1.4,4.3,.322,1.4,1.9,.765,0.2,1.6,1.8,4.8,1.2,0.2,2.3,2.5,2023
36,Isaiah Washington,FRA,19,24.9,12.5,4.6,10.3,.449,1.4,3.8,.370,1.8,2.4,.761,0.8,2.6,3.4,3.5,0.3,0.0,2.4,2.5,2023
37,Kostja Mushidi,BC,31,27.3,12.4,4.1,10.7,.383,2.3,6.6,.346,1.9,2.5,.779,0.3,1.7,2.0,2.1,0.8,0.3,1.6,2.5,2023
38,Geno Crandall,GOE,33,24.5,12.4,3.8,8.5,.450,1.0,3.6,.280,3.7,4.3,.853,1.0,2.4,3.4,4.5,1.3,0.3,2.5,3.6,2023
39,Divine Myles,BLB,18,23.3,12.4,4.9,10.6,.468,0.4,2.2,.200,2.1,2.5,.822,0.6,1.3,1.9,3.2,0.7,0.0,0.9,1.5,2023
40,Braydon Hobbs,BLB,24,28.5,12.2,4.0,10.0,.398,3.0,8.0,.380,1.2,1.3,.903,0.7,3.0,3.8,6.0,1.8,0.1,2.3,1.7,2023
41,Ahmed Hill,BAY,34,27.5,12.2,4.2,9.1,.460,2.4,5.8,.404,1.4,1.8,.774,0.7,2.9,3.6,1.3,0.8,0.1,1.9,1.8,2023
42,Joshua Obiesie,FRA,29,24.1,12.1,3.6,8.5,.419,1.5,4.3,.347,3.5,4.5,.785,0.3,2.9,3.2,3.2,0.9,0.3,2.7,2.3,2023
43,James Woodard,HAM,20,26.7,12.1,4.2,10.0,.417,2.5,5.8,.431,1.3,2.0,.650,0.6,2.5,3.1,2.3,1.3,0.2,1.7,2.1,2023
44,Augustine Rubit,BAY,16,20.3,11.9,3.5,6.6,.533,0.6,1.4,.455,4.3,5.3,.800,1.6,3.4,5.0,1.7,0.4,0.1,0.8,1.3,2023
45,Edon Maxhuni,CRA,33,22.3,11.8,3.7,9.3,.399,1.6,4.9,.329,2.8,3.1,.892,0.2,1.0,1.3,3.9,0.7,0.0,2.2,2.6,2023
46,Maximilian Ugrai,MLP,34,24.0,11.7,3.6,7.9,.464,1.4,3.8,.357,3.0,3.6,.844,1.1,2.4,3.6,1.5,0.6,0.4,1.6,3.5,2023
47,Till Pape,GOE,36,24.0,11.6,4.1,6.8,.608,1.0,2.2,.462,2.3,2.6,.874,1.5,2.2,3.7,1.0,0.3,0.3,1.5,2.8,2023
48,Tim Coleman,MLP,26,21.9,11.6,3.5,8.7,.401,1.3,4.7,.270,3.3,4.4,.748,1.0,3.9,4.9,1.3,1.3,0.8,1.8,3.3,2023
49,Christian Sengfelder,BRO,33,25.9,11.5,4.2,8.6,.488,1.5,3.8,.389,1.7,1.9,.887,1.3,3.7,5.0,1.1,0.5,0.1,1.1,2.2,2023
50,Yoeli Childs,HAM,30,24.0,11.5,4.9,8.6,.568,0.0,0.1,.000,1.7,2.9,.581,2.1,4.0,6.1,0.8,0.6,0.5,1.4,2.1,2023
51,Lukas Wank,FRA,34,27.1,11.4,4.0,8.7,.455,2.1,5.5,.392,1.3,1.6,.818,0.9,2.5,3.4,1.7,0.6,0.3,1.4,2.6,2023
52,Lukas Meisner,HAM,33,27.7,11.4,4.1,9.4,.437,1.6,5.6,.293,1.6,2.7,.584,1.2,4.3,5.4,1.2,0.6,0.3,1.8,1.8,2023
53,Karim Jallow,RUL,44,23.6,11.3,4.0,7.7,.516,1.1,2.9,.394,2.2,3.3,.681,1.2,2.5,3.6,1.1,0.6,0.1,1.3,2.5,2023
54,Brandon Paul,RUL,36,23.7,11.3,3.7,9.2,.398,2.5,7.0,.360,1.4,1.8,.781,0.4,2.5,2.8,1.5,1.1,0.1,1.4,2.7,2023
55,Nijal Pearson,ROST,30,28.4,11.1,4.4,9.9,.446,0.9,2.7,.329,1.3,2.0,.656,1.3,4.4,5.7,2.4,1.2,0.2,2.1,1.9,2023
56,Andreas Obst,BAY,31,21.0,11.0,3.4,7.8,.434,2.4,6.0,.396,1.8,2.0,.905,0.2,1.7,1.9,2.0,0.7,0.1,0.9,1.4,2023
57,Marko Filipovity,BVC,31,17.3,10.9,3.4,8.1,.420,2.0,5.3,.384,2.1,2.6,.813,0.5,1.6,2.1,0.4,0.2,0.0,0.6,1.1,2023
58,Rayshaun Hammonds,GOE,36,21.1,10.9,4.4,8.4,.525,0.7,2.2,.325,1.3,1.8,.723,1.6,3.6,5.2,0.9,0.6,0.3,1.1,3.3,2023
59,Jackson Rowe,BAY,31,27.1,10.8,3.7,8.3,.444,1.0,3.3,.307,2.5,3.1,.800,1.5,3.8,5.3,2.2,1.2,0.8,1.9,1.9,2023
60,Jaren Lewis,CRA,34,26.2,10.8,4.0,8.6,.461,1.0,2.6,.367,1.9,2.4,.790,1.3,4.0,5.3,2.1,1.1,0.4,1.1,1.5,2023
61,Yorman Polas,LUD,40,27.4,10.7,3.6,7.9,.452,1.0,2.8,.360,2.6,3.6,.713,1.3,3.2,4.5,2.1,1.2,0.1,1.8,2.9,2023
62,Vincent Kesteloot,MLP,33,27.7,10.6,4.1,7.7,.528,0.8,2.6,.291,1.7,2.1,.812,2.1,3.2,5.3,0.8,0.6,0.3,0.8,2.0,2023
63,Gerel Simmons,BRO,23,17.3,10.6,3.5,8.9,.390,1.8,5.0,.362,1.8,2.1,.837,0.3,1.0,1.4,1.6,0.8,0.0,1.0,1.8,2023
64,Tyson Ward,TBB,39,23.3,10.6,3.7,8.2,.455,1.5,4.2,.352,1.6,2.2,.713,1.6,3.6,5.2,1.4,1.1,0.4,1.4,2.6,2023
65,Elias Lasisi,MLP,32,28.7,10.4,3.6,8.0,.449,2.4,5.6,.425,0.9,1.2,.757,0.2,2.2,2.4,1.7,0.3,0.1,1.2,1.2,2023
66,Ignas Sargiunas,BAY,22,21.8,10.4,3.5,7.8,.444,1.5,3.8,.398,2.0,2.3,.880,1.1,1.5,2.7,2.0,0.9,0.0,1.4,2.1,2023
67,Will Cherry,LUD,25,25.4,10.3,3.5,9.7,.362,1.3,4.3,.296,2.0,2.9,.671,0.5,2.5,3.0,4.6,1.8,0.0,2.2,3.3,2023
68,Maurice Stuckey,CRA,29,23.7,10.2,3.3,8.1,.415,2.4,6.5,.370,1.1,1.2,.886,0.3,2.1,2.3,1.7,1.1,0.1,1.0,3.6,2023
69,Wes Clark,BVC,30,18.4,10.2,3.7,8.0,.463,1.7,4.0,.413,1.1,1.4,.805,0.3,2.0,2.3,2.9,0.8,0.1,1.0,1.7,2023
70,Sebastian Herrera,TBB,43,21.5,10.1,3.3,8.1,.407,2.1,5.7,.377,1.3,1.7,.781,0.6,1.6,2.2,2.6,1.0,0.2,1.0,2.2,2023
71,Jaromir Bohacik,BRO,34,25.9,9.9,3.4,8.1,.425,1.5,4.7,.327,1.5,1.9,.810,0.7,2.8,3.5,2.5,0.6,0.1,1.7,2.8,2023
72,Javontae Hawkins,TBB,21,21.6,9.9,3.2,7.7,.414,1.0,3.7,.269,2.5,3.2,.791,1.0,2.0,3.0,1.2,0.5,0.2,1.8,3.1,2023
73,Tanner Leissner,EWE,29,27.1,9.8,3.2,6.6,.479,1.2,3.6,.330,2.2,2.6,.855,2.5,3.1,5.6,0.8,1.0,0.2,0.8,1.8,2023
74,Alen Pjanic,EWE,28,22.4,9.8,3.4,7.3,.473,1.6,4.3,.380,1.3,1.5,.854,0.9,2.3,3.2,0.9,1.1,0.2,0.7,2.9,2023
75,Johannes Thiemann,BER,33,17.1,9.7,3.0,5.0,.600,0.4,1.3,.302,3.3,4.0,.833,1.2,3.1,4.3,2.3,0.6,0.1,1.7,1.2,2023
76,Jonas Richter,BVC,34,22.3,9.6,4.1,7.0,.577,0.2,1.0,.200,1.3,1.9,.677,2.0,2.9,4.9,1.2,0.8,0.3,1.1,2.8,2023
77,Collin Malcolm,TBB,35,21.9,9.6,3.7,7.2,.518,1.0,3.2,.313,1.1,1.8,.629,1.2,3.0,4.2,1.6,0.9,0.2,1.3,1.2,2023
78,Martin Breunig,BC,33,23.4,9.6,3.7,7.0,.528,0.0,0.2,.200,2.2,2.8,.780,2.8,3.1,5.8,1.4,0.8,0.4,1.5,3.5,2023
79,Arnas Velicka,BVC,37,25.6,9.5,2.6,7.7,.333,1.7,5.6,.301,2.7,4.0,.687,0.2,2.3,2.5,7.1,1.1,0.3,3.0,1.8,2023
80,Mindaugas Susinskas,BVC,36,23.1,9.5,3.3,7.5,.432,1.3,3.8,.331,1.7,1.9,.912,1.2,2.5,3.7,2.2,0.7,0.3,1.6,2.3,2023
