#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
38,Ken Horton,PAU,.572,.549,158.2,6.0,19.7,12.8,8.3,8.1,1.9,1.8,20.0,-0.1,1.2,116.1,110.7,5.4,318.3,17.1,2018
39,Yancy Gates,CHO,.499,.488,102.5,8.9,16.1,12.2,9.6,7.4,1.2,2.4,26.0,-0.8,1.1,103.8,105.3,-1.5,158.5,17.0,2018
40,Garrett Sim,JLB,.622,.582,173.5,2.0,8.4,5.2,25.1,15.5,1.5,0.3,20.8,3.5,1.4,120.4,118.8,1.6,288.9,16.7,2018
41,Kenny Hayes,CSP,.577,.526,178.0,3.3,7.8,5.6,18.5,11.7,1.5,0.1,22.6,1.3,1.3,118.1,111.6,6.5,287.8,16.7,2018
42,Klemen Prepelic,PLV,.565,.486,153.9,1.7,11.1,6.5,20.1,12.2,1.4,0.1,27.7,0.3,1.4,112.4,112.1,0.3,239.5,16.6,2018
43,D.J. Stephens,LEM,.599,.575,157.2,6.1,15.3,11.0,5.0,11.4,2.1,2.2,20.0,-2.8,1.3,114.2,104.6,9.6,303.4,16.5,2018
44,A.J. Slaughter,LYV,.612,.589,171.7,1.0,6.9,4.1,17.6,11.5,1.3,0.1,22.9,1.3,1.3,117.8,117.5,0.3,211.1,16.4,2018
45,Terran Petteway,N92,.545,.512,152.0,2.5,20.8,11.5,18.9,14.0,1.7,1.8,28.0,-1.2,1.2,103.8,111.5,-7.7,108.0,16.4,2018
46,Darryl Watkins,LYV,.559,.538,113.8,11.2,23.3,17.3,10.3,11.6,1.1,2.5,16.8,0.1,1.3,117.9,109.9,8.1,173.3,16.4,2018
47,Mouhammadou Jaiteh,CSP,.549,.523,110.8,12.8,23.3,18.1,10.9,18.6,1.9,3.0,23.0,-4.9,1.3,103.3,103.7,-0.4,275.9,16.4,2018
48,Lance Harris,CHA,.576,.543,160.9,2.4,14.0,8.2,10.3,9.7,1.2,0.8,22.9,-0.8,1.3,116.7,116.5,0.2,242.4,16.2,2018
49,John Roberson,LYV,.596,.548,169.7,1.3,8.5,5.0,30.5,17.1,1.7,0.0,20.7,5.2,1.3,118.7,114.7,4.0,284.4,16.1,2018
50,Justin Harper,LYV,.616,.599,176.3,3.7,16.7,10.3,11.7,13.5,1.1,1.2,21.6,-1.5,1.3,113.6,112.7,0.9,215.3,16.0,2018
51,Boris Diaw,PLV,.584,.561,161.2,6.7,18.2,12.6,27.3,20.9,1.4,1.1,18.2,2.5,1.3,112.1,108.9,3.2,366.4,16.0,2018
52,Justin Cobbs,LEM,.588,.496,170.6,1.9,8.8,5.6,31.3,20.0,1.3,0.1,22.3,2.9,1.4,114.0,109.9,4.2,467.6,15.8,2018
53,Aaron Craft,ASM,.594,.550,174.8,4.1,17.1,10.5,21.2,17.5,3.5,0.2,14.3,4.5,1.3,120.4,103.2,17.2,338.0,15.8,2018
54,Alain Koffi,PAU,.546,.496,128.1,7.4,19.8,13.6,7.7,12.4,1.7,1.3,21.5,-2.5,1.3,107.6,109.7,-2.2,250.6,15.7,2018
55,Sarra Camara,CHA,.570,.551,141.0,13.8,19.1,16.5,7.2,16.2,1.4,1.1,16.9,-2.9,1.3,113.5,114.1,-0.5,253.0,15.4,2018
56,Paul Carter,RCB,.554,.500,157.5,5.4,16.4,11.0,9.5,11.8,2.5,2.0,21.0,-1.7,1.3,111.0,109.6,1.4,81.3,15.4,2018
57,David Lighty,LYV,.590,.539,164.2,5.2,9.0,7.1,18.8,19.0,3.1,0.5,19.2,0.3,1.4,112.5,111.1,1.3,255.8,15.4,2018
58,Karvel Anderson,BBD,.564,.534,166.6,1.4,11.7,6.4,12.8,11.9,1.7,0.2,25.7,-1.9,1.2,109.1,116.3,-7.2,234.4,15.3,2018
59,Edward Daniel,RCB,.602,.529,143.7,12.6,19.7,16.1,8.2,21.2,2.1,0.7,19.6,-5.4,1.5,109.2,109.2,0.0,226.3,15.3,2018
60,Chris Dowe,PAU,.552,.489,164.7,3.4,15.7,9.5,15.2,13.1,2.6,0.9,20.2,0.7,1.3,111.4,110.2,1.2,285.0,15.3,2018
61,Jonathan Rousselle,CHO,.578,.544,154.7,2.1,15.6,8.4,24.3,14.3,1.8,0.0,16.9,4.7,1.4,118.6,107.4,11.3,250.9,15.2,2018
62,Lahaou Konate,N92,.590,.548,168.8,5.0,15.4,10.0,8.5,11.4,2.6,1.2,16.1,-0.3,1.3,117.6,110.0,7.6,270.9,15.1,2018
63,Heiko Schaffartzik,N92,.559,.534,162.5,2.2,7.9,5.0,23.0,11.9,1.5,0.0,20.3,4.1,1.2,116.6,115.5,1.0,279.3,15.1,2018
64,Darion Atkins,STR,.539,.518,145.4,7.8,21.1,14.7,9.6,17.5,1.7,3.1,22.8,-4.4,1.2,101.6,104.0,-2.3,256.3,15.0,2018
65,Jerry Boutsiele,CHO,.534,.508,111.4,13.2,22.8,17.7,6.1,16.0,0.6,2.6,20.0,-4.3,1.2,103.8,107.2,-3.4,272.9,15.0,2018
66,Kyan Anderson,PAU,.542,.496,169.7,1.2,4.5,2.8,32.3,15.8,1.7,0.0,22.3,5.5,1.2,112.3,115.4,-3.1,183.9,14.9,2018
67,Brandon Ubel,BBD,.568,.522,146.9,10.1,16.4,13.2,7.4,12.8,1.1,0.9,19.2,-2.3,1.3,112.2,116.2,-3.9,215.8,14.9,2018
68,Tyler Harvey,ANT,.565,.540,161.7,1.7,8.7,5.3,7.4,11.8,2.5,0.1,25.6,-3.4,1.2,108.8,116.5,-7.7,156.0,14.8,2018
69,Johan Passave-Ducteil,N92,.514,.488,104.9,11.7,19.4,15.5,7.9,14.7,3.2,1.6,20.9,-3.3,1.2,103.0,107.5,-4.5,148.5,14.7,2018
70,Romeo Travis,LEM,.516,.474,153.5,6.9,13.6,10.5,15.7,11.7,1.3,1.1,22.2,0.4,1.1,108.2,107.6,0.6,354.9,14.7,2018
71,Quentin Serron,GRV,.591,.583,154.0,2.0,14.2,8.1,21.9,15.3,2.7,0.1,15.4,4.0,1.2,115.5,105.9,9.6,290.1,14.7,2018
72,Erik Murphy,N92,.622,.604,164.8,4.6,14.0,9.1,5.9,8.7,1.5,2.4,17.4,-0.7,1.4,120.6,114.8,5.8,57.3,14.5,2018
73,Martin Hermannsson,RCB,.564,.512,171.9,1.3,9.7,5.5,29.9,18.8,1.5,0.0,21.6,2.8,1.3,110.0,113.9,-3.9,318.4,14.5,2018
74,Jordan Tolbert,HYT,.510,.497,124.9,12.9,15.8,14.2,12.6,12.8,1.4,1.5,16.7,-0.1,1.1,109.7,113.1,-3.5,190.9,14.4,2018
75,Trent Meacham,BBD,.568,.549,172.1,1.9,8.0,4.9,27.2,14.5,1.6,0.1,19.4,4.7,1.2,115.0,119.2,-4.2,226.3,14.4,2018
76,Haukur Palsson,CHO,.627,.613,176.0,2.9,11.1,6.7,12.8,14.1,1.0,0.5,17.8,-0.3,1.4,118.7,109.8,9.0,183.1,14.4,2018
77,Terry Tarpey,LEM,.525,.497,156.1,3.6,20.3,12.4,13.7,12.0,3.1,1.6,15.2,2.0,1.1,110.1,99.7,10.4,199.9,14.4,2018
78,Hugo Invernizzi,N92,.618,.597,175.3,2.6,14.4,8.4,6.8,7.2,1.2,0.5,16.1,0.4,1.4,126.2,114.4,11.8,198.6,14.3,2018
79,James Farr,CHA,.504,.474,150.8,9.1,26.3,17.8,9.0,18.6,2.0,3.6,23.4,-5.8,1.1,95.4,106.8,-11.4,128.0,14.3,2018
80,Charles Lombahe-Kahudi,LYV,.561,.513,163.4,5.1,16.8,11.0,8.1,12.0,1.3,1.5,20.0,-1.6,1.3,110.8,111.5,-0.6,225.6,14.2,2018
81,Brian Conklin,CSP,.541,.506,170.3,10.4,17.4,14.0,11.0,12.7,1.1,0.2,19.6,-1.0,1.3,111.6,108.9,2.7,234.1,14.1,2018
82,Darnell Jackson,BBD,.593,.547,167.4,7.2,19.0,12.8,11.5,19.0,1.1,0.9,22.1,-4.7,1.4,105.8,115.7,-9.9,60.6,14.0,2018
83,Robert Arnold,HYT,.515,.485,137.5,3.8,13.4,8.3,14.6,13.8,2.1,1.0,24.7,-1.9,1.2,102.0,116.7,-14.7,258.3,13.8,2018
84,Chase Simon,JLB,.546,.525,145.4,2.8,9.4,6.2,11.1,9.8,1.8,0.5,21.7,0.0,1.2,109.3,115.8,-6.5,202.0,13.7,2018
85,Jean-Michel Mipoka,GRV,.564,.543,162.6,3.0,16.8,9.9,5.4,10.7,2.1,0.8,21.5,-2.7,1.2,104.8,106.0,-1.2,158.8,13.7,2018
86,Wilfried Yeguete,LEM,.479,.467,92.4,11.6,22.6,17.5,9.7,13.6,2.6,1.3,19.0,-1.4,1.3,101.3,101.2,0.1,188.8,13.7,2018
87,Toddrick Gotcher,CHO,.519,.522,146.4,3.6,12.2,7.6,12.5,11.7,2.1,0.3,20.7,-0.3,1.1,106.8,107.6,-0.8,199.0,13.6,2018
88,Benjamin Sene,GRV,.487,.467,141.8,1.6,12.1,6.8,31.6,14.6,2.2,0.1,22.6,5.4,1.0,101.9,106.7,-4.8,200.6,13.3,2018
89,Nianta Diarra,ANT,.598,.609,126.9,11.3,19.8,15.7,5.0,17.7,1.6,1.0,14.6,-3.3,1.3,112.3,113.7,-1.4,185.9,13.3,2018
90,Mykal Riley,LEM,.572,.519,170.9,4.4,14.4,9.7,15.3,21.1,2.2,0.6,20.2,-2.7,1.3,103.6,105.4,-1.8,361.0,13.1,2018
91,Jakim Donaldson,PORT,.516,.475,159.2,9.8,20.5,15.1,12.0,17.2,1.1,1.9,20.8,-3.0,1.2,100.6,106.1,-5.4,187.4,13.1,2018
92,Antoine Eito,LEM,.544,.502,154.4,3.1,10.0,6.8,25.1,16.0,2.1,0.1,16.8,4.7,1.2,114.3,107.5,6.8,249.9,13.0,2018
93,Terry Smith,HYT,.545,.503,167.5,1.1,13.5,6.9,24.6,18.7,2.2,0.3,19.2,1.9,1.2,106.9,117.1,-10.2,247.5,12.9,2018
94,Pierre-Antoine Gillet,CHA,.600,.603,150.8,6.7,14.5,10.6,8.2,12.4,1.6,0.4,14.0,-0.2,1.3,122.1,115.7,6.4,186.4,12.8,2018
95,Terry Allen,GRV,.500,.481,141.6,4.9,12.3,8.6,6.7,9.8,2.0,1.1,24.2,-2.4,1.1,98.3,107.5,-9.3,193.1,12.8,2018
96,Jerome Sanchez,BBD,.491,.453,141.7,6.3,17.2,11.7,15.5,13.2,2.0,1.0,18.1,1.0,1.1,104.1,113.6,-9.5,179.1,12.7,2018
97,Raymond Cowels,HYT,.525,.502,158.9,3.7,11.0,7.1,7.2,12.9,2.2,0.2,24.9,-4.2,1.1,100.6,117.6,-17.0,214.0,12.6,2018
98,Jamal Shuler,N92,.500,.436,148.8,1.9,13.0,7.3,25.4,14.6,1.4,0.0,20.5,4.3,1.1,106.3,114.6,-8.3,232.9,12.5,2018
99,Rasheed Sulaimon,DIJ,.519,.472,147.9,1.6,10.5,5.9,15.7,12.8,1.7,0.4,22.7,0.7,1.2,103.3,114.6,-11.3,197.0,12.3,2018
100,Josh Carter,CSP,.525,.543,143.5,4.0,9.2,6.6,14.8,8.7,1.6,0.9,14.6,3.3,1.1,120.4,110.4,10.1,175.8,12.3,2018
101,Adam Terrell,CHA,.508,.472,152.5,2.2,7.4,4.8,20.0,13.5,1.0,0.0,23.8,1.0,1.1,103.7,124.3,-20.6,48.6,12.2,2018
102,DeMarcus Nelson,LYV,.533,.462,149.9,5.0,14.2,9.7,22.6,21.0,1.5,1.3,16.4,2.6,1.3,108.6,110.1,-1.5,190.9,12.2,2018
103,J.J. Frazier,DIJ,.487,.415,151.9,3.7,11.3,7.5,20.5,11.8,1.6,0.0,23.2,2.8,1.1,103.7,115.7,-12.0,69.5,12.1,2018
104,David Michineau,CHO,.493,.464,143.1,2.9,10.3,6.3,15.5,12.2,1.5,0.0,27.9,-1.8,1.1,96.8,109.5,-12.7,83.3,12.1,2018
105,Axel Julien,DIJ,.515,.465,145.5,2.0,11.8,6.8,29.8,23.6,1.6,1.4,17.4,5.0,1.2,104.3,114.2,-9.9,233.0,11.9,2018
106,Taqwa Pinero,PAU,.581,.558,174.0,2.1,11.7,6.9,6.6,9.1,1.9,0.0,16.9,-0.4,1.2,113.2,113.4,-0.1,179.0,11.9,2018
107,Jerel Blassingame,ANT,.509,.457,146.3,2.0,7.0,4.6,35.2,22.6,1.4,0.1,22.7,4.3,1.2,105.0,118.6,-13.5,263.5,11.7,2018
108,Sergii Gladyr,ASM,.593,.554,162.6,3.5,12.9,8.1,7.5,10.6,2.1,0.3,15.8,0.0,1.3,118.8,108.5,10.3,126.8,11.7,2018
109,Tweety Carter,PORT,.487,.466,139.4,1.2,9.7,5.4,25.4,10.3,0.9,0.1,19.0,5.8,1.1,109.2,108.9,0.3,154.4,11.5,2018
110,Max Kouguere,ANT,.580,.566,154.6,4.5,12.7,8.7,8.3,13.2,1.5,0.4,14.5,-0.4,1.3,116.1,116.0,0.1,165.4,11.4,2018
111,Vafessa Fofana,HYT,.546,.512,138.9,7.0,13.2,9.9,10.2,17.3,1.8,1.2,14.8,-1.3,1.3,107.1,117.2,-10.2,162.4,11.3,2018
112,Dinma Odiakosa,PORT,.501,.500,94.7,13.2,21.8,17.5,7.4,18.7,0.9,1.2,18.2,-4.2,1.2,96.5,103.9,-7.4,112.9,11.3,2018
113,Maxime Courby,JLB,.551,.512,167.0,4.5,9.7,7.1,10.3,12.7,2.5,0.3,13.0,1.1,1.2,113.9,114.4,-0.5,166.9,11.1,2018
114,Georgi Joseph,ASM,.531,.496,114.9,13.5,18.7,16.0,9.3,21.2,1.6,2.0,12.8,-1.2,1.2,108.9,106.2,2.6,172.1,11.0,2018
115,Ben Bentil,RCB,.471,.429,133.0,5.9,18.7,12.2,8.1,13.3,1.1,1.5,26.9,-4.4,1.1,93.5,113.8,-20.4,101.9,10.9,2018
116,Ryan Evans,CHO,.431,.435,109.0,6.2,20.1,12.7,13.2,13.7,2.2,1.2,23.2,-1.7,0.9,88.9,104.8,-15.9,173.3,10.9,2018
117,Alexandre Chassang,HYT,.502,.473,152.2,6.3,15.5,10.6,11.4,15.6,2.2,1.6,15.5,-0.5,1.1,103.6,115.6,-12.0,174.8,10.9,2018
118,Jean Victor Traore,PORT,.508,.484,143.9,4.8,16.7,10.7,9.7,15.9,1.9,1.9,18.6,-2.4,1.1,97.1,103.7,-6.6,163.9,10.8,2018
119,Lance Jeter,JLB,.482,.466,136.9,3.1,10.7,7.0,23.9,16.1,1.7,0.6,17.6,4.8,1.0,105.6,114.9,-9.3,118.8,10.8,2018
120,Louis Campbell,PLV,.515,.467,149.0,2.0,11.8,7.0,25.3,21.1,1.9,0.4,18.6,1.7,1.2,99.3,110.7,-11.3,185.9,10.8,2018
121,"Steve Taylor, Jr.",DIJ,.531,.537,93.7,7.4,14.3,10.8,5.6,19.1,1.7,0.8,20.4,-5.7,1.1,92.9,115.0,-22.1,56.9,10.5,2018
122,Mohamed Hachad,PORT,.453,.439,124.2,4.3,17.5,10.9,13.2,13.0,2.5,0.5,16.3,0.9,1.0,97.2,103.0,-5.8,183.0,10.1,2018
123,Danny Gibson,CSP,.521,.500,159.5,1.9,8.8,5.4,26.6,22.3,1.8,0.1,18.4,2.0,1.1,100.4,110.3,-9.9,149.0,9.6,2018
124,Darrin Dorsey,CHA,.440,.412,131.1,2.9,7.7,5.4,25.2,16.8,2.5,0.2,19.5,3.7,1.0,99.0,114.2,-15.3,83.9,9.5,2018
125,Willie Deane,RCB,.502,.463,143.4,0.9,7.8,4.3,22.9,21.2,1.7,0.3,18.5,0.9,1.1,97.1,113.8,-16.7,130.4,9.1,2018
126,Remi Lesca,PLV,.490,.461,144.9,2.6,5.8,4.3,25.5,15.7,1.3,0.3,14.4,5.9,1.1,108.1,113.5,-5.4,109.9,8.8,2018
127,Dru Joyce,CSP,.472,.454,146.5,1.8,8.8,5.4,31.1,23.0,1.9,0.1,19.5,3.2,1.0,96.8,110.2,-13.4,138.9,8.8,2018
128,Jeremy Leloup,STR,.525,.497,140.9,2.2,9.8,6.1,9.4,15.9,2.2,0.6,13.9,-0.2,1.2,105.3,108.3,-3.0,124.5,8.7,2018
129,Gedeon Pitard,RCB,.480,.459,129.8,4.5,9.4,7.0,12.5,19.4,2.5,0.7,13.0,0.0,1.1,98.1,111.3,-13.2,125.3,8.2,2018
130,Yannick Bokolo,PAU,.490,.464,121.1,3.8,10.1,6.9,17.1,20.1,1.8,0.0,10.5,3.4,1.1,105.9,114.0,-8.1,116.5,8.1,2018
131,Ilian Evtimov,CHO,.481,.475,142.8,3.3,9.7,6.4,12.7,13.8,1.4,0.2,14.9,1.1,1.0,101.0,111.4,-10.4,69.4,7.8,2018
132,Cyrille Eliezer-Vanerot,PLV,.549,.525,144.5,5.0,13.2,9.2,6.1,22.2,1.4,2.1,17.6,-5.6,1.3,93.4,109.2,-15.8,73.6,7.7,2018
133,Abdoulaye N'Doye,CHO,.456,.461,127.4,3.3,12.2,7.5,13.5,19.6,2.5,0.2,14.6,-0.4,1.0,91.7,106.8,-15.1,68.8,7.5,2018
134,Jessie Begarin,PORT,.515,.494,136.2,2.8,4.5,3.6,15.5,20.9,1.9,0.4,10.8,1.9,1.1,102.0,108.0,-5.9,73.9,7.1,2018
135,William Buford,GRV,.455,.411,138.8,1.5,10.6,6.0,11.6,12.7,0.7,0.0,23.8,-1.7,1.0,86.6,108.5,-21.9,28.4,6.8,2018
136,Giovan Oniangue,BBD,.454,.430,151.1,3.2,11.5,7.2,6.4,18.0,2.1,0.2,19.6,-4.8,1.0,85.4,115.6,-30.2,46.3,6.0,2018
137,Ivan Maras,CHO,.370,.349,78.6,5.7,23.7,13.7,7.7,13.8,0.9,0.6,15.8,-1.5,0.9,80.0,110.6,-30.6,28.8,5.9,2018
138,Benoit Mangin,PORT,.513,.439,150.3,0.8,8.9,4.9,20.6,34.9,0.5,0.0,13.5,-0.8,1.2,88.3,109.6,-21.4,54.1,4.5,2018
1,Youssoupha Fall,STR,.690,.687,130.8,19.4,25.9,22.8,5.2,18.6,1.6,5.7,26.5,-8.7,1.6,117.5,105.5,11.9,394.0,27.8,2019
2,Ali Traore,STR,.622,.607,128.3,11.6,20.0,16.0,10.6,12.7,1.3,3.7,30.2,-4.9,1.4,113.8,107.6,6.2,253.0,25.1,2019
3,Gavin Ware,DIJ,.616,.583,187.9,7.9,24.7,16.2,7.8,6.1,2.0,0.6,26.7,-0.8,1.4,120.7,103.7,17.0,310.1,23.6,2019
4,Travis Leslie,BBD,.603,.579,162.4,9.4,20.1,14.4,15.6,7.7,2.4,0.7,21.6,2.2,1.3,127.3,106.6,20.7,320.4,22.9,2019
5,Miro Bilan,LYV,.621,.576,161.8,13.2,20.9,17.2,13.3,12.4,1.8,1.9,22.4,-1.0,1.5,123.9,101.1,22.8,410.8,22.2,2019
6,Frank Hassell,CHO,.538,.507,124.5,15.5,25.8,20.4,9.4,11.8,2.0,2.4,28.7,-4.1,1.2,107.6,109.2,-1.6,315.0,21.9,2019
7,Julian Wright,PLV,.575,.577,148.2,8.8,25.9,17.1,13.9,11.2,3.8,1.8,20.1,0.5,1.3,117.5,104.5,12.9,266.6,21.8,2019
8,Taylor Smith,GRV,.661,.659,158.7,9.8,22.6,16.2,16.0,14.2,1.8,5.4,16.8,1.0,1.5,126.5,107.2,19.3,426.3,21.8,2019
9,Julian Gamble,N92,.644,.665,114.6,11.9,22.3,17.1,6.9,16.6,1.1,5.8,23.8,-5.6,1.6,114.5,109.0,5.5,305.4,21.7,2019
10,Elmedin Kikanovic,ASM,.638,.603,133.8,9.7,12.4,11.1,8.9,12.1,1.1,1.3,24.8,-3.2,1.5,121.9,107.4,14.5,361.3,21.6,2019
11,Mouphtaou Yarou,PLV,.652,.591,138.7,13.1,19.3,16.1,6.7,13.2,0.9,0.4,21.1,-3.4,1.6,127.2,113.6,13.6,195.0,21.6,2019
12,Vee Sanford,CHA,.640,.627,174.1,5.5,11.8,8.6,17.6,10.9,2.5,0.3,22.2,1.6,1.4,126.5,114.5,12.0,356.5,21.6,2019
13,Vitalis Chikoko,PAU,.617,.588,132.7,11.8,22.3,17.4,14.3,17.6,0.6,4.3,26.6,-5.2,1.4,110.4,102.4,8.0,417.4,21.5,2019
14,Kenny Chery,BBD,.578,.533,177.7,3.3,11.5,7.2,26.6,10.6,2.6,0.1,25.9,3.9,1.3,119.5,108.6,10.9,398.0,21.4,2019
15,Chris Otule,ANT,.672,.658,129.5,10.8,14.6,12.7,4.2,15.8,1.0,5.6,23.5,-6.3,1.7,116.3,111.5,4.8,170.9,21.3,2019
16,David Holston,DIJ,.633,.595,173.1,2.1,9.7,5.8,40.6,17.7,3.0,0.2,23.0,7.9,1.4,121.4,105.7,15.7,471.9,21.3,2019
17,Wilfried Yeguete,LEM,.547,.532,124.8,13.1,30.7,21.6,13.6,14.4,4.0,1.1,20.3,-0.7,1.3,112.6,99.5,13.1,365.4,21.0,2019
18,Pierre Pelos,FOS,.635,.621,178.9,6.8,22.5,14.3,10.1,9.9,1.9,2.5,21.7,-1.1,1.3,118.7,114.0,4.7,317.4,20.7,2019
19,Youssou Ndoye,JLB,.643,.606,148.5,11.1,25.5,18.4,5.0,16.9,1.2,4.6,20.5,-5.3,1.5,116.3,107.1,9.2,378.3,20.3,2019
20,Axel Bouteille,CSP,.662,.639,181.9,6.6,11.5,9.2,8.2,6.8,1.1,0.3,20.7,0.1,1.5,129.9,115.6,14.3,256.6,20.1,2019
21,Paul Lacombe,ASM,.557,.516,154.6,7.7,17.7,12.7,19.1,11.9,3.7,1.6,20.3,2.7,1.2,118.3,99.7,18.7,425.4,19.9,2019
22,Cameron Clark,LEM,.562,.524,170.2,6.7,11.8,9.2,6.5,6.6,2.2,1.4,24.8,-1.1,1.3,116.4,109.0,7.3,225.8,19.3,2019
23,Zachery Peacock,JLB,.582,.555,162.3,4.7,14.0,9.5,12.0,11.6,2.0,0.9,26.9,-2.3,1.3,112.1,112.3,-0.2,321.5,18.9,2019
24,Brian Ibekwe,PLV,.631,.605,172.5,7.7,25.2,16.2,5.2,13.8,2.9,4.8,16.9,-3.0,1.4,118.0,103.5,14.5,198.5,18.6,2019
25,Alain Koffi,GRV,.606,.572,130.1,8.2,22.7,15.5,8.0,10.4,1.4,1.7,20.0,-1.4,1.4,118.2,110.8,7.5,232.5,18.6,2019
26,Devin Ebanks,RCB,.597,.556,155.0,6.0,18.6,12.6,7.8,13.1,1.8,0.4,25.2,-3.9,1.4,111.7,115.3,-3.6,334.9,18.5,2019
27,Petr Cornelie,LEM,.627,.610,161.1,11.3,17.7,14.4,3.5,10.0,1.0,3.5,18.4,-2.5,1.4,124.3,108.4,16.0,194.9,18.5,2019
28,Jeremy Senglin,N92,.604,.570,167.2,2.7,10.0,6.4,20.1,11.2,1.8,0.0,22.6,2.8,1.3,121.6,114.8,6.8,327.8,18.5,2019
29,Adas Juskevicius,N92,.688,.652,180.0,1.4,10.2,5.8,17.0,15.4,1.7,0.0,21.8,0.0,1.5,124.7,114.5,10.2,262.0,18.4,2019
30,Darrell Williams,PORT,.537,.495,160.2,11.0,21.8,16.1,11.9,14.6,2.4,1.7,28.6,-4.7,1.2,102.7,110.1,-7.5,280.3,18.4,2019
31,Zack Wright,JLB,.562,.500,131.3,7.4,13.1,10.4,31.3,22.7,3.7,1.0,18.0,4.7,1.4,114.7,107.2,7.6,229.8,18.0,2019
32,Haukur Palsson,N92,.642,.608,175.2,3.5,15.2,9.4,14.8,10.9,2.4,0.9,17.6,2.2,1.4,128.1,111.4,16.8,291.1,18.0,2019
33,Samardo Samuels,CSP,.566,.508,150.9,8.5,20.3,14.6,11.9,14.7,1.6,2.3,27.2,-3.8,1.4,107.7,110.9,-3.2,167.0,17.9,2019
34,Alexandre Chassang,DIJ,.600,.580,172.9,10.1,17.0,13.5,10.2,11.6,1.7,1.8,21.1,-1.1,1.3,115.9,106.1,9.8,239.9,17.9,2019
35,Valentin Bigote,LEM,.606,.560,172.7,4.9,13.0,8.9,9.4,12.5,1.6,0.5,24.3,-2.8,1.4,115.6,109.9,5.7,215.0,17.8,2019
36,Johan Passave-Ducteil,RCB,.582,.523,222.5,11.5,18.7,15.3,11.6,18.1,2.1,2.5,24.5,-4.7,1.5,108.6,111.9,-3.2,231.6,17.7,2019
37,Mickael Gelabale,CHA,.635,.582,172.8,7.7,14.3,11.0,9.4,10.7,1.6,1.2,17.4,0.0,1.5,129.2,115.3,13.9,281.1,17.7,2019
38,Richard Hendrix,LEM,.520,.500,151.6,10.2,23.1,16.5,11.8,11.6,2.2,3.3,21.5,-0.6,1.1,108.9,104.2,4.7,256.9,17.6,2019
39,Danny Gibson,ANT,.557,.543,158.6,2.4,11.1,6.6,41.5,11.6,1.8,0.0,21.4,8.8,1.2,117.2,119.3,-2.0,58.6,17.6,2019
40,Ryan Pearson,DIJ,.580,.528,157.9,3.3,14.3,8.8,12.6,12.9,2.7,1.3,26.1,-2.0,1.3,107.9,105.2,2.8,268.1,17.6,2019
41,Justin Robinson,CHA,.551,.504,160.3,1.8,9.3,5.5,36.6,16.5,2.1,0.0,22.1,7.7,1.2,117.7,116.7,1.0,442.0,17.4,2019
42,Blake Schilb,RCB,.682,.649,187.6,2.8,14.5,9.0,21.3,18.0,1.3,0.5,17.9,1.7,1.5,123.5,116.7,6.8,369.5,17.3,2019
43,Nicolas Lang,STR,.644,.590,183.9,3.1,11.4,7.4,14.8,8.8,1.7,0.2,18.3,2.6,1.5,131.9,111.6,20.3,180.9,17.3,2019
44,Lahaou Konate,N92,.612,.557,172.1,4.8,17.0,10.9,11.3,11.9,2.7,0.5,17.7,0.5,1.4,122.5,110.1,12.4,390.4,17.2,2019
45,Nicolas de Jong,BBD,.577,.545,150.8,6.2,17.8,11.7,7.5,9.8,0.9,2.1,22.7,-1.9,1.4,114.3,109.3,4.9,270.0,17.1,2019
46,Roko Ukic,PLV,.556,.516,162.4,2.0,7.0,4.4,35.2,13.3,1.4,0.0,21.1,7.9,1.2,119.2,115.5,3.7,298.4,17.1,2019
47,Lamonte Ulmer,JLB,.549,.524,147.2,9.2,12.4,10.9,10.4,11.8,2.8,2.1,21.0,-1.1,1.2,111.9,109.6,2.3,224.1,16.8,2019
48,Juan Palacios,CHA,.529,.487,157.8,6.4,19.7,13.0,14.9,12.2,1.9,1.6,24.6,-0.5,1.2,109.4,110.7,-1.2,214.6,16.7,2019
49,Yannis Morin,RCB,.591,.581,125.5,10.8,19.9,15.6,10.5,18.6,1.7,4.7,19.1,-3.2,1.4,109.2,111.3,-2.1,203.9,16.7,2019
50,Bastien Pinault,CHA,.623,.594,170.8,2.8,9.1,5.9,13.0,12.5,1.9,0.3,21.6,-0.4,1.4,119.4,116.9,2.5,196.5,16.6,2019
51,Jerry Boutsiele,CSP,.580,.589,204.4,11.3,25.0,18.3,10.7,14.4,0.5,2.4,18.3,-1.2,1.4,113.3,112.0,1.2,299.6,16.5,2019
52,A.J. Slaughter,LYV,.591,.563,161.3,1.5,9.5,5.6,15.1,8.7,2.1,0.1,22.5,1.4,1.3,118.7,105.0,13.7,228.1,16.5,2019
53,Mike Young,CHO,.560,.535,150.1,6.8,12.9,9.8,8.7,10.9,1.4,0.9,23.2,-2.1,1.3,109.7,115.8,-6.1,258.5,16.4,2019
54,C.J. Harris,PAU,.599,.522,175.9,1.7,8.3,5.2,18.1,12.2,1.3,0.0,23.3,0.8,1.4,116.7,109.5,7.3,324.0,16.3,2019
55,Mykal Riley,CHA,.603,.579,173.1,4.7,13.3,9.0,11.0,15.8,3.8,1.0,17.8,-1.3,1.3,113.3,110.3,2.9,249.4,16.3,2019
