#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
69,Tyrus McGee,PAU,.655,.621,173.7,2.2,10.8,6.5,16.8,17.6,1.4,0.4,22.7,-2.9,1.5,114.7,113.2,1.5,141.3,16.0,2020
70,Jackie Carmichael,JLB,.597,.556,124.0,7.5,19.2,13.3,10.0,15.8,1.3,3.2,21.4,-3.2,1.5,111.5,110.4,1.1,184.6,15.8,2020
71,Justin Carter,ROA,.528,.459,138.4,7.9,13.5,10.6,13.6,14.8,2.8,1.8,22.7,-2.1,1.4,106.5,111.0,-4.4,90.3,15.8,2020
72,Rasheed Sulaimon,DIJ,.629,.605,175.7,2.0,11.8,7.2,19.2,15.6,2.5,0.0,19.6,1.7,1.4,117.5,104.4,13.1,211.9,15.6,2020
73,Terry Tarpey,LEM,.587,.548,154.2,5.2,21.4,13.4,10.9,12.7,2.9,1.7,16.7,0.1,1.3,114.8,110.0,4.8,163.6,15.5,2020
74,Benjamin Sene,GRV,.589,.574,159.8,4.6,7.8,6.2,27.4,17.0,1.9,0.4,21.7,2.2,1.3,111.4,115.6,-4.2,201.9,15.5,2020
75,Jean-Baptiste Maille,RCB,.591,.534,167.1,6.5,12.4,9.6,42.7,28.6,2.7,0.2,17.7,6.4,1.4,115.5,111.8,3.7,248.8,15.4,2020
76,D.J. Strawberry,ORL,.577,.551,156.4,1.6,9.6,5.4,20.6,14.4,2.8,0.8,22.0,1.2,1.3,112.5,113.9,-1.4,152.6,15.4,2020
77,Hamady Ndiaye,GRV,.613,.650,102.1,6.5,17.0,11.8,7.4,20.1,1.8,8.4,16.1,-3.9,1.5,103.4,108.0,-4.6,119.9,15.3,2020
78,Mickael Gelabale,CHA,.633,.595,179.4,5.7,16.6,11.0,9.6,11.3,1.3,1.2,16.2,-0.3,1.4,124.1,117.6,6.5,218.8,15.3,2020
79,Chris Johnson,JLB,.591,.557,160.8,8.7,11.1,9.9,5.7,9.0,2.0,1.2,19.0,-1.3,1.3,119.9,111.7,8.2,187.3,15.2,2020
80,Jacques Alingue,LEM,.626,.645,108.1,10.1,17.2,13.7,11.4,20.2,3.3,2.6,14.3,-1.3,1.4,113.7,110.3,3.4,190.6,15.0,2020
81,D'Angelo Harrison,PORT,.537,.474,153.5,2.0,16.1,9.0,17.2,12.6,2.8,0.7,24.6,-0.4,1.2,106.8,112.1,-5.4,218.6,15.0,2020
82,D.J. Stephens,LEM,.619,.603,152.1,5.5,15.9,10.7,4.2,9.0,1.8,2.3,16.9,-1.4,1.4,118.5,113.2,5.3,103.4,15.0,2020
83,Donta Smith,PLV,.631,.592,172.8,1.8,18.9,10.5,24.0,21.5,2.9,0.9,14.7,4.0,1.5,117.7,108.1,9.6,247.4,14.9,2020
84,Ronald Roberts,CHA,.613,.588,123.6,10.1,18.5,14.2,6.1,15.4,0.5,2.6,18.7,-3.8,1.5,114.7,119.2,-4.5,114.8,14.9,2020
85,Yakuba Ouattara,ASM,.568,.559,150.1,7.2,15.3,11.2,4.1,9.4,1.4,1.5,19.7,-2.3,1.2,116.7,102.5,14.2,178.5,14.8,2020
86,Valentin Bigote,LEM,.613,.549,174.9,2.5,8.8,5.7,15.8,16.0,1.6,0.4,25.3,-2.4,1.4,111.2,117.6,-6.4,139.1,14.8,2020
87,Saulius Kulvietis,DIJ,.638,.613,166.0,6.5,13.2,10.1,6.4,9.1,0.9,0.6,18.4,-0.8,1.4,124.3,104.6,19.7,49.4,14.8,2020
88,Geoff Groselle,ORL,.583,.577,112.6,12.4,21.8,16.8,5.1,17.1,1.5,2.9,18.6,-4.8,1.4,108.6,112.3,-3.7,142.1,14.8,2020
89,Abdoulaye N'Doye,CHO,.614,.567,171.8,4.1,13.6,8.9,21.6,19.9,2.3,1.2,16.3,2.2,1.5,117.0,108.9,8.1,233.1,14.7,2020
90,Justin Robinson,CHA,.588,.544,162.6,2.7,8.6,5.6,32.8,20.8,2.0,0.1,19.0,4.2,1.3,114.2,118.6,-4.5,242.6,14.7,2020
91,Alain Koffi,GRV,.570,.504,135.8,9.1,19.6,14.5,8.9,16.8,1.8,0.6,20.2,-3.6,1.3,107.9,112.6,-4.7,130.0,14.6,2020
92,Cheikh Mbodj,PAU,.553,.532,111.2,7.3,20.1,13.8,3.0,14.2,1.0,6.3,21.8,-5.5,1.3,101.5,107.1,-5.6,94.0,14.6,2020
93,Michael Thompson,GRV,.583,.547,163.0,1.6,9.4,5.5,33.0,13.6,1.2,0.1,16.5,8.5,1.3,123.3,115.1,8.2,195.8,14.5,2020
94,Marcus Ginyard,CSP,.648,.629,179.2,3.0,12.3,7.5,6.9,12.9,2.8,0.2,16.5,-1.6,1.4,117.3,111.6,5.7,119.0,14.5,2020
95,Anthony Clemmons,ASM,.541,.490,149.7,3.3,11.0,7.1,17.3,11.4,2.4,0.6,20.4,2.5,1.3,117.3,101.8,15.5,160.5,14.5,2020
96,Damien Inglis,STR,.571,.523,158.6,4.8,22.1,14.0,18.8,19.2,1.7,0.7,22.8,-1.3,1.3,104.8,110.1,-5.4,190.4,14.3,2020
97,Travis Leslie,PAU,.529,.494,156.0,8.4,15.0,11.8,12.8,14.7,1.8,1.4,22.3,-2.5,1.2,104.9,108.8,-3.9,131.1,14.3,2020
98,Sarra Camara,CHA,.572,.564,113.2,13.1,21.2,17.0,8.2,17.5,0.8,0.8,19.2,-4.2,1.3,107.9,117.7,-9.8,166.5,14.3,2020
99,Ousman Krubally,PORT,.585,.554,122.6,12.2,20.8,16.4,6.7,16.4,1.1,1.3,18.2,-4.0,1.4,110.0,114.0,-4.0,158.3,14.3,2020
100,Dominique Archie,RCB,.586,.556,163.8,7.2,16.7,12.1,9.7,13.0,1.4,1.3,19.6,-1.8,1.3,111.9,113.1,-1.2,183.4,14.3,2020
101,Mike Young,DIJ,.576,.561,165.6,6.9,15.4,11.1,11.4,13.8,1.4,0.0,21.2,-1.6,1.2,109.0,108.5,0.5,80.3,14.2,2020
102,Hugo Benitez,JLB,.567,.537,163.7,1.4,7.9,4.6,30.3,14.9,3.8,0.0,13.7,8.8,1.3,125.4,109.0,16.4,55.4,14.2,2020
103,Myles Hesson,CHA,.566,.504,159.8,5.9,14.2,10.0,6.0,16.0,2.1,1.0,26.0,-6.5,1.3,103.1,116.9,-13.8,75.0,14.2,2020
104,Gabe York,STR,.575,.539,159.9,1.1,10.1,5.9,12.6,11.4,2.1,0.6,22.7,-0.1,1.3,108.5,113.8,-5.3,173.0,14.0,2020
105,Trey Lewis,GRV,.604,.576,170.3,1.7,14.6,8.4,17.8,17.1,1.0,0.0,25.1,-2.3,1.3,105.9,115.3,-9.4,135.8,13.9,2020
106,David Lighty,LYV,.542,.506,150.1,4.4,13.5,8.9,12.1,7.8,1.8,1.0,18.8,1.8,1.2,118.2,107.6,10.6,146.4,13.8,2020
107,Devin Oliver,N92,.538,.502,155.8,6.2,19.4,12.5,11.3,12.0,2.1,1.0,18.0,0.4,1.2,113.9,111.8,2.1,193.4,13.8,2020
108,Jamel Artis,PLV,.569,.531,157.3,5.7,13.7,9.8,10.0,15.4,1.8,0.4,23.1,-3.3,1.3,105.4,112.3,-6.9,186.8,13.8,2020
109,Sadio Doucoure,PLV,.656,.603,168.6,4.6,17.6,11.4,8.8,14.7,1.3,1.3,16.4,-1.2,1.6,120.3,109.4,10.9,43.6,13.6,2020
110,Antoine Eito,LEM,.575,.552,152.9,3.0,11.1,7.2,22.6,12.6,1.9,0.0,17.0,5.0,1.2,118.5,115.9,2.6,181.3,13.5,2020
111,J.P. Batista,LEM,.568,.530,137.6,10.3,19.6,15.1,20.1,21.4,0.8,0.6,23.2,-2.8,1.2,104.3,118.0,-13.7,100.5,13.5,2020
112,Abdoulaye Loum,DIJ,.540,.540,118.2,9.1,19.8,14.6,11.1,13.8,1.8,3.5,15.7,0.3,1.2,111.2,101.5,9.7,122.4,13.4,2020
113,Nicolas Lang,CSP,.591,.547,175.0,3.0,10.9,6.8,9.9,7.4,1.9,0.2,17.1,1.4,1.3,120.8,113.6,7.2,157.8,13.3,2020
114,Steeve Ho You Fat,ROA,.565,.529,155.3,9.1,15.7,12.3,5.8,16.1,1.9,2.5,17.3,-3.5,1.3,107.3,117.4,-10.1,145.3,13.1,2020
115,David Michineau,PLV,.534,.495,142.3,3.0,8.1,5.6,19.7,16.6,2.5,1.2,23.8,-0.6,1.2,101.9,110.0,-8.1,122.5,13.1,2020
116,Jonathan Arledge,CHO,.531,.473,150.7,5.9,22.2,14.1,7.6,13.8,1.7,2.2,21.4,-3.1,1.2,104.3,107.0,-2.7,134.8,13.0,2020
117,Boris Dallo,STR,.520,.497,135.6,5.7,21.5,14.1,22.9,19.9,2.2,0.5,18.8,2.2,1.2,103.3,110.3,-7.0,177.3,12.9,2020
118,Ronald Moore,PAU,.534,.490,158.9,2.3,10.2,6.3,29.1,18.0,2.1,0.2,18.2,4.2,1.2,110.5,112.0,-1.5,190.9,12.8,2020
119,Travis Trice,STR,.528,.465,156.7,1.5,9.3,5.6,24.2,14.7,1.0,0.0,25.7,2.4,1.2,104.4,116.2,-11.8,97.5,12.8,2020
120,Ryan Pearson,BBD,.541,.491,143.9,4.5,13.3,9.1,9.3,14.9,2.2,0.8,23.7,-3.9,1.3,101.3,111.2,-9.9,102.1,12.6,2020
121,Petr Cornelie,PAU,.550,.548,132.8,11.0,19.7,15.4,11.2,16.5,0.3,2.1,17.8,-2.2,1.2,107.5,111.7,-4.2,140.3,12.6,2020
122,Kim Tillie,ASM,.568,.568,132.3,9.5,19.6,14.4,11.6,13.8,1.7,0.4,12.3,1.6,1.1,123.2,100.4,22.8,93.0,12.4,2020
123,Johan Passave-Ducteil,RCB,.569,.517,116.7,9.7,18.5,14.3,8.8,20.8,1.2,2.8,26.1,-8.1,1.5,99.0,111.9,-12.9,80.9,12.4,2020
124,Jordan Taylor,LYV,.480,.381,133.6,3.1,9.5,6.3,28.7,14.2,2.2,0.4,20.3,6.4,1.2,112.3,108.6,3.7,114.4,12.3,2020
125,Vee Sanford,CSP,.503,.478,150.9,2.2,13.9,7.8,19.0,13.1,1.9,1.0,23.3,1.0,1.1,100.7,113.0,-12.3,101.9,12.2,2020
126,Jean-Frederic Morency,BBD,.607,.613,136.5,7.7,17.0,12.6,7.6,20.7,2.7,1.8,15.3,-3.6,1.7,106.8,108.7,-1.9,90.4,12.1,2020
127,Justin Dentmon,PAU,.513,.444,158.0,1.9,10.5,6.3,21.7,14.8,1.0,0.2,25.9,-0.3,1.2,104.4,116.6,-12.2,116.5,12.1,2020
128,Landing Sane,ASM,.550,.543,144.2,8.7,14.8,11.8,2.8,11.1,2.0,2.5,15.6,-2.5,1.2,114.5,100.7,13.8,76.0,12.0,2020
129,Jamar Wilson,JLB,.551,.483,159.5,3.3,13.0,8.1,25.2,20.5,1.6,0.0,19.4,2.5,1.3,109.5,111.3,-1.8,82.4,12.0,2020
130,Theo Maledon,LYV,.547,.468,154.7,1.5,14.5,7.8,20.5,19.4,2.3,0.6,22.4,-0.9,1.3,106.2,108.0,-1.8,75.9,11.9,2020
131,Maxime Courby,JLB,.602,.564,163.2,4.3,16.3,10.2,6.3,10.9,1.9,0.4,13.7,-0.4,1.3,118.9,111.3,7.5,132.4,11.9,2020
132,Antonio Ballard,PORT,.550,.515,135.9,11.1,14.1,12.6,8.7,17.4,1.0,0.7,16.6,-2.8,1.4,106.6,116.6,-10.0,111.4,11.8,2020
133,Paul Lacombe,ASM,.505,.485,147.9,6.5,15.9,11.1,18.2,21.2,3.1,1.3,16.5,0.7,1.1,104.2,100.5,3.6,94.0,11.7,2020
134,Peter Jok,CHO,.587,.559,174.4,2.4,13.2,7.9,7.6,13.0,1.3,0.5,18.6,-2.0,1.3,110.6,111.3,-0.7,129.8,11.6,2020
135,Damien Bouquet,N92,.668,.646,190.9,2.5,9.3,5.8,14.2,13.9,1.5,0.2,10.2,3.7,1.4,135.9,115.9,20.0,111.1,11.6,2020
136,Bastien Pinault,PLV,.599,.593,184.2,0.6,4.6,2.6,8.7,11.2,2.1,0.0,20.1,-1.3,1.2,108.1,115.2,-7.1,40.3,11.4,2020
137,Michael Fakuade,RCB,.543,.522,146.6,9.6,19.7,14.8,6.7,15.6,0.8,3.4,18.6,-3.5,1.2,102.7,111.9,-9.1,114.3,11.4,2020
138,Benoit Mangin,PORT,.585,.546,162.4,1.3,7.7,4.5,33.7,25.3,1.3,0.1,17.2,3.7,1.3,107.3,118.3,-10.9,172.0,11.3,2020
139,Leopold Cavaliere,PAU,.542,.558,114.4,9.2,17.7,13.5,10.5,13.9,2.2,0.7,10.5,1.0,1.2,115.7,108.7,7.0,115.8,11.3,2020
140,Assane N'Doye,CHA,.559,.514,143.6,7.9,18.8,13.2,6.6,14.8,1.9,1.9,12.9,-1.3,1.3,112.6,116.1,-3.5,39.5,11.2,2020
141,Jonathan Tabu,PORT,.579,.545,163.4,0.6,8.9,4.7,25.0,21.4,2.0,0.7,21.0,-0.1,1.3,103.1,117.8,-14.7,103.0,11.2,2020
142,Gaylor Curier,ORL,.622,.595,187.3,5.5,8.9,7.1,9.8,19.7,1.6,1.4,15.7,-2.4,1.3,110.3,117.8,-7.5,48.6,11.0,2020
143,Bangaly Fofana,GRV,.633,.640,117.3,15.3,15.2,15.2,8.1,32.2,1.9,1.4,11.3,-4.1,1.6,110.5,109.0,1.5,50.4,11.0,2020
144,Jean-Michel Mipoka,GRV,.548,.539,156.8,2.8,11.0,7.0,13.0,15.1,1.6,1.4,21.8,-2.1,1.1,98.4,115.5,-17.1,92.8,10.9,2020
145,Taurean Green,LEM,.537,.471,149.5,0.6,10.3,5.6,27.3,23.1,2.6,0.2,18.4,3.0,1.3,103.6,115.1,-11.5,114.4,10.5,2020
146,Remi Lesca,BBD,.532,.514,149.9,0.5,7.0,3.9,25.8,14.7,2.3,0.4,12.6,6.9,1.1,115.6,113.6,2.0,115.4,10.5,2020
147,Jeremy Leloup,DIJ,.577,.512,158.3,2.7,12.2,7.6,9.7,15.0,2.6,0.8,14.6,-0.1,1.3,112.4,103.5,8.9,109.3,10.3,2020
148,Marcus Thornton,CHA,.512,.488,141.7,0.7,9.1,4.8,14.2,12.0,1.5,0.4,22.7,-0.5,1.1,100.3,120.2,-19.9,104.0,10.3,2020
149,Ivan Fevrier,PLV,.595,.583,162.6,6.7,8.5,7.7,2.4,9.5,1.3,0.6,15.3,-2.0,1.3,115.0,114.5,0.5,55.4,10.3,2020
150,Adonis Thomas,GRV,.545,.522,170.7,1.6,10.5,6.2,6.3,5.9,0.7,0.0,17.1,0.5,1.1,107.6,118.1,-10.5,57.5,10.1,2020
151,Charles Galliou,LYV,.467,.475,98.5,7.2,13.7,10.4,7.7,6.7,2.7,0.7,14.9,1.2,1.0,109.2,104.7,4.5,30.8,10.1,2020
152,Thomas Smallwood,PORT,.518,.450,179.4,9.0,22.9,15.9,8.8,21.3,2.4,1.5,19.4,-5.3,1.2,95.6,111.5,-15.9,30.5,10.0,2020
153,Giovan Oniangue,ORL,.551,.513,152.6,3.7,13.1,8.1,8.5,18.7,2.3,1.4,16.4,-3.0,1.2,100.8,113.3,-12.5,119.9,9.9,2020
154,Digue Diawara,PAU,.514,.463,150.5,5.4,17.6,11.5,7.2,18.0,1.5,1.5,16.6,-3.6,1.1,97.7,110.3,-12.6,78.4,9.7,2020
155,Jessie Begarin,RCB,.583,.550,160.2,2.0,7.1,4.7,12.3,15.2,1.7,0.3,15.5,0.0,1.3,109.5,115.6,-6.1,114.1,9.6,2020
156,Jimmy Baron,RCB,.541,.517,161.5,1.8,7.0,4.5,10.5,11.3,1.2,0.2,19.8,-0.7,1.1,104.3,117.5,-13.2,107.9,9.5,2020
157,Kyle Gibson,BBD,.495,.449,159.0,1.5,7.0,4.4,15.6,12.8,1.1,0.7,22.7,-0.1,1.1,100.0,116.4,-16.5,125.3,9.5,2020
158,Johan Randriamananjara,JLB,.595,.567,152.1,1.8,7.4,4.5,10.2,10.2,1.5,0.0,12.7,1.8,1.4,121.3,110.2,11.0,13.0,9.5,2020
159,Quentin Serron,STR,.627,.608,200.2,1.4,9.5,5.7,10.4,11.3,1.1,0.8,11.9,1.7,1.3,119.1,116.8,2.3,71.6,9.4,2020
160,Olivier Cortale,ROA,.522,.496,150.7,6.1,17.7,11.6,4.7,15.3,1.4,1.6,16.2,-3.3,1.1,99.3,118.6,-19.3,77.0,9.2,2020
161,Ilkan Karaman,CHO,.511,.500,145.9,4.3,15.4,9.9,5.7,13.6,1.8,1.1,19.7,-3.3,1.1,95.2,111.3,-16.1,30.5,9.2,2020
162,Brian Ibekwe,PAU,.479,.421,126.2,8.2,21.1,14.7,8.3,22.1,1.6,3.5,21.0,-6.8,1.1,89.3,108.1,-18.8,77.3,9.2,2020
163,Essome Miyem Nwal,STR,.701,.667,136.7,7.2,10.5,9.0,2.7,15.5,0.0,0.0,15.9,-3.9,1.9,124.0,115.7,8.4,4.5,9.0,2020
164,Kevin Harley,BBD,.521,.453,136.5,3.7,12.6,8.2,18.0,21.5,1.5,0.2,17.3,-0.5,1.3,99.0,114.1,-15.2,77.5,9.0,2020
165,Thomas Ville,ROA,.613,.585,162.1,2.6,8.3,5.3,16.2,19.5,1.2,0.8,9.8,3.0,1.4,119.1,122.4,-3.3,73.0,8.8,2020
166,Jean-Marc Pansa,N92,.542,.556,55.6,12.9,14.1,13.5,3.9,24.5,0.7,3.6,14.5,-5.9,1.1,97.5,116.0,-18.4,13.6,8.8,2020
167,Rihards Lomazs,LYV,.510,.437,147.5,3.4,6.8,5.1,9.8,9.8,1.6,0.3,14.5,1.2,1.2,114.2,109.4,4.8,44.3,8.1,2020
168,Jerome Sanchez,BBD,.449,.430,105.8,4.1,14.7,9.9,17.5,23.4,2.3,0.8,14.4,0.1,1.0,91.2,109.8,-18.6,48.6,7.9,2020
169,Xavi Forcada,ROA,.496,.441,143.6,3.3,8.9,6.0,16.5,22.2,2.4,0.4,15.2,-0.1,1.1,96.4,118.6,-22.2,42.6,7.8,2020
170,Clement Cavallo,ROA,.581,.524,156.3,3.7,17.9,10.4,12.4,23.9,1.6,0.4,9.3,0.7,1.3,109.2,118.6,-9.3,86.6,7.8,2020
171,Yohan Choupas,PAU,.547,.471,153.5,1.2,6.2,3.7,13.8,24.0,2.8,0.5,12.0,-0.5,1.3,101.1,115.0,-14.0,31.8,7.7,2020
172,Matthew Strazel,LYV,.530,.426,155.6,1.6,5.0,3.2,29.1,29.1,2.8,0.0,17.6,1.1,1.3,99.3,106.6,-7.3,22.6,7.6,2020
173,Thibault Daval-Braquet,PAU,.711,.729,164.1,8.5,13.2,10.9,1.6,38.4,0.9,2.7,18.7,-14.6,1.7,85.5,114.2,-28.7,15.1,7.5,2020
174,Pape Sy,GRV,.479,.441,146.2,2.2,11.6,6.9,7.1,7.2,1.6,1.0,12.3,1.1,1.1,101.5,117.0,-15.4,41.1,7.4,2020
175,Vafessa Fofana,CHO,.517,.476,141.5,4.7,9.3,7.0,9.6,21.6,1.9,0.7,15.7,-2.9,1.2,95.5,111.3,-15.8,64.0,7.3,2020
176,Kadri Manroufou,ORL,.404,.389,130.3,8.1,10.9,9.4,9.1,11.2,2.0,0.5,13.8,0.8,0.8,97.3,114.4,-17.1,33.3,7.0,2020
177,Malela Mutuale,ORL,.434,.358,122.5,2.3,11.6,6.6,18.5,21.3,2.3,0.2,15.5,1.1,1.1,91.3,114.4,-23.1,84.8,6.9,2020
178,Karlton Dimanche,CHO,.589,.611,107.8,7.3,7.2,7.2,7.5,32.8,1.9,0.7,12.4,-5.2,1.6,91.9,109.9,-18.0,16.4,6.4,2020
179,Pierre Drouault,PORT,.401,.344,126.7,4.1,13.7,8.9,11.4,11.8,1.5,1.1,13.6,1.3,0.9,93.3,115.8,-22.5,52.8,6.3,2020
180,Jaka Klobucar,CHA,.448,.344,125.8,2.5,14.3,8.4,17.3,20.9,1.2,0.3,19.1,-0.9,1.1,91.6,117.5,-25.9,45.0,6.2,2020
181,Neal Sako,PLV,.524,.500,100.0,11.4,17.4,14.5,1.8,19.5,0.7,0.0,9.7,-3.0,1.6,106.1,111.7,-5.6,7.8,5.3,2020
182,Babacar Niasse,CHA,.447,.447,59.9,1.6,7.1,4.2,7.0,5.0,0.7,1.6,12.8,1.3,0.9,96.8,123.1,-26.3,5.8,4.9,2020
183,Frejus Zerbo,JLB,.494,.446,212.9,3.5,17.9,10.6,6.0,19.8,1.5,0.8,13.0,-2.7,1.1,92.5,110.1,-17.5,12.3,4.6,2020
184,Mehdy Ngouama,N92,.409,.360,122.5,0.9,8.4,4.6,20.9,20.1,2.2,0.7,25.6,-1.3,0.9,84.8,112.9,-28.1,8.9,4.5,2020
185,Timothe Crusol,CSP,.502,.438,141.5,0.6,7.1,3.8,11.7,30.3,2.9,0.0,11.2,-1.8,1.2,86.1,110.5,-24.4,12.9,3.7,2020
186,Hugo Besson,CHA,.430,.389,126.5,0.0,12.8,6.0,17.7,20.2,0.0,0.0,16.0,0.4,0.9,84.2,124.6,-40.4,4.3,2.3,2020
187,Cyrille Eliezer-Vanerot,PORT,.446,.437,118.6,1.0,10.0,5.4,8.5,24.0,1.1,0.8,14.8,-4.0,0.9,76.3,114.6,-38.3,13.9,1.9,2020
1,Marcquise Reed,N92,.617,.551,177.7,3.1,19.0,10.6,15.8,10.7,4.8,0.9,24.7,0.5,1.4,123.8,105.6,18.2,280.9,24.5,2021
2,Chima Moneke,ORL,.695,.652,174.3,9.6,25.7,17.8,11.9,14.8,2.3,1.8,23.1,-2.9,1.7,125.6,102.0,23.6,355.3,24.3,2021
3,Boubacar Toure,ROA,.714,.707,136.8,12.6,19.1,15.8,7.6,16.6,1.0,5.7,21.5,-5.2,1.7,124.7,112.7,12.0,181.5,23.8,2021
4,Guerschon Yabusele,LYV,.734,.725,182.5,5.8,19.4,12.9,9.8,17.6,2.2,1.8,25.2,-5.3,1.7,122.6,102.2,20.4,213.3,23.7,2021
5,Moustapha Fall,LYV,.765,.782,138.2,10.9,24.5,17.9,16.5,20.5,0.7,4.8,18.4,-1.4,1.8,131.5,102.9,28.6,311.9,23.1,2021
6,Thomas Heurtel,LYV,.645,.591,180.9,0.3,14.8,7.9,42.6,19.5,2.3,0.4,27.3,5.8,1.5,122.7,105.4,17.2,266.8,23.1,2021
7,"Bonzie Colson, Jr.",STR,.624,.578,170.3,6.4,18.0,11.9,13.3,11.3,2.2,2.3,26.1,-1.8,1.4,122.5,105.4,17.2,419.1,22.8,2021
8,Mathias Lessort,ASM,.618,.610,117.5,12.6,22.6,17.2,16.6,16.6,2.4,3.3,22.3,-1.8,1.7,118.8,99.6,19.1,299.1,22.7,2021
9,Ovie Soko,LEM,.600,.534,163.2,9.7,21.8,15.9,21.4,15.4,2.6,1.2,28.2,-1.6,1.5,117.4,102.7,14.6,221.3,22.7,2021
10,Gani Lawal,RCB,.621,.594,124.5,18.4,26.8,22.7,7.2,20.4,2.0,5.1,26.2,-8.9,1.5,109.8,107.5,2.3,200.5,22.4,2021
11,Vitalis Chikoko,PLV,.666,.650,132.4,12.4,22.7,17.7,15.7,19.8,1.8,4.1,23.5,-4.1,1.5,116.6,103.7,12.8,307.0,22.3,2021
12,Kadeem Allen,JLB,.749,.710,190.9,2.7,10.7,7.0,24.2,26.9,3.7,3.3,22.6,-2.9,1.7,119.4,108.5,11.0,41.3,22.1,2021
13,Briante Weber,GRV,.609,.562,178.4,3.5,13.2,8.7,35.7,17.5,3.9,0.2,26.9,1.8,1.4,113.4,109.1,4.3,220.5,22.1,2021
14,Nicolas Lang,CSP,.746,.695,195.3,1.7,9.2,5.4,19.2,8.9,1.3,0.3,20.6,2.9,1.7,140.7,114.4,26.3,318.1,21.7,2021
15,Mouphtaou Yarou,BBD,.642,.598,176.3,14.0,24.1,18.9,9.9,11.3,1.0,0.4,20.4,-1.7,1.5,126.3,116.6,9.7,374.9,21.4,2021
16,Gavin Ware,GRV,.649,.627,134.4,12.2,22.7,17.8,15.0,16.0,0.9,1.7,25.5,-3.7,1.5,115.4,115.7,-0.4,239.4,21.1,2021
17,David Holston,DIJ,.644,.595,178.0,1.9,9.8,5.9,36.1,18.5,3.0,0.2,23.5,5.4,1.5,123.3,104.8,18.5,426.9,21.0,2021
18,Luke Fischer,ORL,.633,.629,162.4,9.7,21.5,15.7,11.5,12.2,1.4,3.2,22.6,-1.8,1.4,117.4,103.6,13.8,320.4,21.0,2021
19,Brock Motum,N92,.738,.714,203.2,2.7,19.1,10.7,10.6,14.3,0.9,0.8,21.3,-2.4,1.6,129.7,113.3,16.5,110.0,21.0,2021
20,Ibou Faye,ASM,.624,.638,132.7,14.2,25.1,19.2,6.0,15.7,2.8,3.8,19.9,-4.4,1.6,116.9,101.0,16.0,187.3,20.9,2021
21,Danilo Andjusic,JLB,.619,.547,173.4,1.7,10.3,6.0,19.0,14.8,1.7,1.4,29.9,-2.2,1.5,118.3,111.6,6.7,324.0,20.9,2021
22,Alen Omic,JLB,.616,.608,141.7,13.9,29.3,21.8,12.4,13.5,0.9,1.3,19.3,-0.8,1.4,123.6,106.8,16.8,371.0,20.7,2021
23,Zack Wright,JLB,.661,.625,175.4,4.9,10.4,7.7,25.5,16.8,3.4,0.3,19.3,3.4,1.5,128.6,108.5,20.1,159.5,20.6,2021
24,Allerik Freeman,LYV,.644,.629,168.7,1.7,17.5,9.2,13.4,11.1,1.4,0.0,25.5,-1.1,1.4,122.6,106.1,16.5,55.3,20.6,2021
25,Ismael Bako,LYV,.713,.651,147.3,15.9,23.3,19.7,6.1,14.8,1.2,4.8,16.2,-2.3,1.9,138.9,101.1,37.8,193.6,20.6,2021
26,Brian Conklin,N92,.633,.593,147.8,12.5,14.5,13.5,10.7,12.6,1.1,0.5,21.5,-1.6,1.5,125.9,114.7,11.1,216.0,20.1,2021
27,Justin Bibbins,PAU,.605,.545,165.6,2.0,7.3,4.8,31.9,15.1,2.5,1.1,25.4,3.7,1.4,121.4,110.6,10.8,198.5,20.1,2021
28,Paris Lee,ORL,.615,.551,171.0,1.1,9.3,5.2,40.2,19.4,3.4,0.2,21.8,7.0,1.4,119.2,104.5,14.6,461.1,19.9,2021
29,Petr Cornelie,PAU,.639,.604,172.0,12.0,24.2,18.4,9.6,15.3,1.4,1.3,22.3,-3.5,1.5,119.7,109.5,10.2,385.3,19.8,2021
30,Jerry Boutsiele,CSP,.611,.597,154.7,12.2,26.2,19.1,12.4,15.2,0.3,3.2,25.8,-4.3,1.5,110.9,110.6,0.3,272.6,19.6,2021
31,Kevarrius Hayes,LYV,.671,.617,202.2,16.8,16.3,16.5,2.9,16.9,2.3,4.4,18.3,-5.2,1.7,125.3,102.1,23.2,135.5,19.3,2021
32,Brandon Jefferson,STR,.706,.645,188.1,1.5,8.1,4.7,19.4,14.3,1.6,0.0,21.6,0.8,1.6,130.2,111.0,19.2,243.3,19.3,2021
33,Scott Bamforth,LEM,.676,.622,187.5,1.8,11.4,6.8,23.7,16.5,1.5,0.6,23.3,0.9,1.5,124.0,111.3,12.8,264.6,19.2,2021
34,Pierre Pelos,JLB,.601,.583,164.5,9.2,22.1,15.8,9.9,13.2,1.9,3.3,21.7,-2.2,1.3,117.1,106.0,11.0,295.4,19.0,2021
35,Hans Vanwijn,DIJ,.641,.626,166.2,9.1,21.1,15.2,12.0,13.1,1.8,1.0,19.8,-0.6,1.5,122.5,103.7,18.8,323.0,19.0,2021
36,Amine Noua,LYV,.641,.601,176.5,6.2,17.6,12.1,7.6,13.6,1.7,2.4,22.9,-3.4,1.5,119.0,104.2,14.8,237.6,18.8,2021
