#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
42,Benjamin Sene,BBD,33,26.5,12.3,4.4,9.2,.480,1.0,2.9,.344,2.5,2.9,.835,0.2,1.9,2.2,4.9,0.9,0.0,3.6,2.4,2021
43,Kaza Keane,LEM,22,24.8,12.2,4.0,8.3,.489,1.4,3.5,.397,2.7,3.4,.797,0.3,1.2,1.5,4.1,0.9,0.1,2.1,2.1,2021
44,Valentin Bigote,LEM,34,22.4,12.2,4.1,8.7,.476,1.8,4.3,.418,2.1,2.4,.888,0.6,2.1,2.6,2.5,0.6,0.3,2.2,2.4,2021
45,MiKyle Mcintosh,PORT,31,28.6,12.1,4.1,9.6,.421,1.3,4.0,.312,2.7,3.5,.771,0.8,3.4,4.1,1.4,0.8,0.2,1.8,2.9,2021
46,Anthony Brown,PLV,34,29.6,12.1,4.3,9.5,.451,1.9,4.5,.429,1.6,2.1,.757,0.5,3.6,4.1,3.2,0.6,0.3,2.0,1.8,2021
47,Dominique Archie,RCB,33,28.3,12.0,4.1,9.1,.455,1.6,4.7,.344,2.2,2.6,.828,1.1,3.5,4.6,1.6,0.8,0.4,1.4,1.8,2021
48,Isaia Cordinier,N92,34,30.8,12.0,4.1,9.3,.445,0.8,3.1,.243,3.0,3.8,.789,1.0,4.0,4.9,3.7,1.5,0.5,2.1,3.2,2021
49,Philip Scrubb,CSP,34,29.7,11.9,3.9,8.7,.447,2.3,5.3,.441,1.9,2.3,.797,0.4,1.7,2.1,4.5,0.6,0.1,2.2,1.8,2021
50,Axel Julien,DIJ,35,29.3,11.8,3.8,8.9,.429,2.1,5.3,.397,2.1,2.5,.851,0.3,2.7,3.0,4.7,1.3,0.2,2.7,1.7,2021
51,Ish Wainright,STR,36,28.1,11.7,4.6,9.4,.485,1.4,4.3,.320,1.3,1.7,.726,1.7,3.0,4.7,2.5,1.8,0.3,1.6,3.2,2021
52,Vitalis Chikoko,PLV,31,23.2,11.7,4.9,7.5,.650,0.0,0.0,.000,1.9,2.8,.674,2.0,4.0,6.0,1.9,0.7,0.9,2.2,2.9,2021
53,Chase Simon,DIJ,29,23.9,11.4,4.0,8.3,.483,1.5,4.2,.350,2.0,2.3,.838,0.4,2.0,2.3,1.2,1.0,0.2,1.3,2.3,2021
54,Alen Omic,JLB,31,26.7,11.4,5.1,8.4,.604,0.1,0.3,.200,1.2,2.0,.613,2.8,6.2,9.0,1.9,0.4,0.3,1.5,2.0,2021
55,Arnas Velicka,RCB,11,25.2,11.4,3.5,8.1,.427,1.5,4.6,.314,3.0,4.6,.647,0.5,2.3,2.8,5.2,0.9,0.0,2.3,0.9,2021
56,David Michineau,PLV,34,25.5,11.4,4.2,9.2,.454,1.3,3.6,.372,1.7,2.0,.838,0.4,2.0,2.4,4.1,0.9,0.2,1.7,2.2,2021
57,Marcos Knight,ASM,34,23.3,11.3,4.4,9.2,.473,0.8,2.3,.342,1.8,2.4,.747,0.9,2.4,3.4,2.3,1.4,0.3,1.4,2.3,2021
58,Tomer Ginat,PLV,22,25.5,11.3,4.1,8.5,.481,0.9,2.7,.339,2.2,2.6,.828,1.6,3.4,5.0,2.6,1.0,0.1,1.4,2.2,2021
59,Hans Vanwijn,DIJ,34,25.7,11.3,4.3,7.7,.557,1.1,2.4,.450,1.6,2.5,.655,1.6,3.9,5.6,1.8,0.8,0.2,1.3,2.3,2021
60,Dee Bost,ASM,34,24.7,11.3,3.6,9.3,.384,2.3,6.9,.338,1.8,2.5,.738,0.4,1.9,2.3,4.0,1.2,0.0,1.6,2.1,2021
61,Zachery Peacock,JLB,27,24.2,11.2,3.9,8.0,.481,1.6,3.5,.453,1.9,2.3,.823,0.7,2.7,3.4,1.9,1.1,0.1,1.6,2.3,2021
62,Jamel Artis,ROA,26,28.7,11.1,4.0,8.6,.460,1.3,3.4,.382,1.9,2.5,.754,0.7,2.0,2.7,2.1,0.7,0.2,1.4,2.1,2021
63,Aleksej Nikolic,GRV,22,30.4,11.1,3.0,7.8,.386,2.0,5.3,.368,3.1,3.6,.873,0.5,2.9,3.4,4.6,0.8,0.1,2.4,2.7,2021
64,Lamonte Ulmer,ORL,22,21.1,11.0,3.8,7.2,.522,1.9,4.0,.466,1.6,2.2,.750,0.8,2.5,3.4,0.7,0.9,0.4,1.0,1.7,2021
65,Alexandre Chassang,DIJ,37,23.3,11.0,4.3,7.9,.541,0.6,1.9,.333,1.8,2.3,.776,1.2,3.0,4.1,2.2,0.7,0.1,1.5,2.5,2021
66,Gani Lawal,RCB,23,19.8,11.0,4.3,7.2,.594,0.0,0.0,.000,2.4,3.7,.651,2.7,4.1,6.8,0.7,0.7,1.0,2.3,2.9,2021
67,Codi Miller-McIntyre,JLB,13,25.5,10.9,3.9,9.0,.436,1.4,4.2,.327,1.7,2.3,.733,0.8,2.5,3.2,4.4,1.2,0.2,2.5,2.1,2021
68,Maciej Lampe,CSP,17,20.7,10.9,4.6,9.8,.470,0.6,1.9,.313,1.1,1.6,.679,1.1,4.6,5.7,1.7,0.4,0.4,2.1,1.5,2021
69,Amine Noua,LYV,33,20.8,10.9,3.8,7.5,.510,1.4,3.2,.429,1.9,2.3,.827,0.9,2.7,3.5,0.9,0.6,0.5,1.3,1.6,2021
70,Norris Cole,LYV,26,20.0,10.8,3.8,8.4,.457,1.7,4.0,.429,1.4,1.6,.881,0.2,1.2,1.4,2.4,0.5,0.1,1.4,2.4,2021
71,Bruno Caboclo,CSP,19,22.2,10.8,3.9,7.9,.493,1.6,3.5,.448,1.5,2.3,.651,1.4,3.8,5.2,0.8,0.5,0.6,1.4,2.1,2021
72,Aaron Best,BBD,29,26.2,10.8,3.7,8.9,.420,1.6,4.7,.333,1.8,2.5,.736,1.0,1.5,2.5,1.6,0.7,0.2,1.4,2.6,2021
73,Mathias Lessort,ASM,31,21.7,10.8,3.9,6.5,.610,0.0,0.2,.000,2.9,5.2,.565,2.2,3.4,5.6,2.0,1.0,0.7,1.7,2.2,2021
74,C.J. Williams,PAU,23,25.7,10.7,3.7,8.9,.420,2.1,5.8,.368,1.0,1.3,.828,0.3,2.7,3.0,1.5,0.8,0.2,1.7,2.1,2021
75,Pierre Pelos,JLB,35,22.5,10.6,4.2,8.2,.507,1.3,3.1,.404,1.0,1.4,.735,1.5,3.9,5.5,1.3,0.8,0.7,1.3,2.7,2021
76,Gerry Blakes,CHO,13,20.7,10.5,4.1,8.6,.473,1.3,3.5,.370,1.1,1.2,.933,0.6,2.9,3.5,1.4,0.6,0.2,2.5,2.1,2021
77,Benoit Mangin,PORT,33,30.2,10.5,3.3,6.8,.487,1.5,3.6,.429,2.4,3.1,.772,0.4,1.5,1.9,5.2,0.8,0.0,3.0,2.5,2021
78,Dominic Waters,RCB,24,26.1,10.4,3.6,7.5,.483,1.3,3.1,.413,1.9,2.3,.833,0.2,2.0,2.1,5.5,0.3,0.0,3.3,3.2,2021
79,Gerald Robinson,DIJ,11,22.3,10.4,3.7,7.2,.519,1.3,2.8,.452,1.6,1.9,.857,0.5,1.2,1.6,1.4,1.4,0.0,1.6,2.3,2021
80,Teyvon Myers,CHA,5,20.8,10.2,3.4,8.2,.415,1.0,2.6,.385,2.4,3.0,.800,1.4,2.6,4.0,1.6,0.2,0.2,2.4,2.2,2021
81,Chris Horton,CHO,25,29.4,10.2,4.6,8.1,.562,0.0,0.0,.000,1.1,2.0,.540,2.7,5.1,7.8,1.4,1.3,1.1,1.4,1.9,2021
82,Zack Wright,JLB,18,22.7,10.2,3.7,6.7,.550,1.0,2.4,.419,1.8,2.3,.786,0.8,1.8,2.7,3.5,1.4,0.1,1.6,2.2,2021
83,William Narace,LEM,35,26.0,10.1,4.0,7.3,.547,0.5,1.2,.395,1.7,2.6,.648,1.8,3.3,5.1,1.1,0.6,0.5,1.8,2.7,2021
84,Kristopher Richard,STR,11,25.4,10.1,3.5,8.4,.424,2.3,4.9,.463,0.7,1.0,.727,0.5,1.3,1.7,2.0,1.1,0.0,1.3,1.8,2021
85,Boubacar Toure,ROA,23,18.5,10.0,4.1,5.8,.707,0.0,0.0,.000,1.8,2.7,.661,1.8,2.7,4.5,0.7,0.3,1.0,1.4,2.3,2021
86,Tyler Stone,N92,19,23.4,9.9,3.6,9.3,.390,1.3,4.7,.267,1.4,1.7,.844,1.5,3.3,4.8,0.7,0.6,0.6,1.7,2.0,2021
87,Giovan Oniangue,ORL,35,26.9,9.9,3.5,8.8,.394,1.8,5.3,.335,1.3,1.7,.721,0.6,2.3,2.9,1.3,1.3,0.1,1.6,2.3,2021
88,Vitto Brown,LEM,32,20.8,9.9,3.5,8.0,.441,1.4,3.6,.400,1.4,1.8,.780,1.0,2.5,3.5,1.0,0.4,0.4,1.8,2.6,2021
89,Kyvon Davenport,CHO,7,23.3,9.9,3.7,7.6,.491,0.4,2.1,.200,2.0,3.1,.636,1.6,2.6,4.1,0.9,0.6,0.0,2.3,1.9,2021
90,Moustapha Fall,LYV,31,21.0,9.8,4.2,5.3,.782,0.0,0.0,.000,1.5,2.4,.600,1.6,3.8,5.4,2.0,0.3,1.0,1.6,1.8,2021
91,Martins Meiers,CHA,24,21.5,9.8,3.9,6.3,.623,0.0,0.0,.000,1.9,2.5,.754,1.4,2.6,4.0,0.6,0.4,0.5,1.6,3.0,2021
92,Jaromir Bohacik,STR,32,23.0,9.6,3.3,7.8,.426,1.5,4.2,.361,1.4,1.6,.902,0.7,1.5,2.3,2.2,0.7,0.2,1.6,2.5,2021
93,Brian Conklin,N92,34,19.1,9.5,3.6,6.2,.590,0.0,0.2,.167,2.2,3.1,.721,1.9,2.0,3.9,1.2,0.4,0.1,1.1,2.6,2021
94,Jay Threatt,PAU,16,23.6,9.4,3.1,6.9,.450,2.1,4.3,.485,1.1,1.8,.643,0.3,1.7,1.9,4.3,1.0,0.1,2.0,1.8,2021
95,Deandre Lansdowne,STR,30,22.7,9.4,3.7,8.3,.444,0.8,2.8,.282,1.3,1.9,.655,0.7,1.6,2.3,1.8,1.2,0.2,1.0,2.6,2021
96,David Lighty,LYV,36,22.6,9.4,3.3,6.9,.474,0.9,2.5,.378,1.9,2.3,.843,0.3,1.6,1.9,1.9,0.7,0.1,1.3,1.8,2021
97,Yannis Morin,STR,20,20.8,9.3,3.5,7.1,.489,0.0,0.1,.000,2.4,3.1,.774,2.2,2.5,4.6,1.4,1.2,0.9,2.2,2.4,2021
98,Kevin Harley,BBD,21,25.6,9.2,2.6,7.1,.360,0.6,2.0,.286,3.5,4.4,.804,0.5,2.2,2.7,1.8,0.4,0.2,2.1,2.8,2021
99,Landing Sane,ORL,32,22.5,9.2,3.1,7.2,.428,1.5,4.1,.374,1.5,1.7,.889,1.1,2.8,3.8,0.8,0.6,0.4,1.1,2.6,2021
100,Romuald Morency,GRV,34,29.4,9.1,3.3,7.1,.463,1.0,3.0,.330,1.6,2.1,.757,0.7,3.9,4.6,2.0,0.9,0.2,1.4,2.3,2021
101,Cameron Wells,BBD,20,28.0,9.1,3.3,7.4,.446,0.8,2.0,.400,1.7,1.9,.892,0.1,1.7,1.8,4.0,1.3,0.2,2.3,2.1,2021
102,Mehdy Ngouama,PORT,34,20.2,9.0,3.1,7.1,.436,0.7,2.4,.277,2.1,2.8,.766,0.3,1.8,2.1,1.8,1.1,0.2,2.3,2.4,2021
103,Jaron Johnson,DIJ,36,21.3,8.9,3.1,6.3,.500,1.4,3.5,.409,1.2,1.6,.729,0.6,1.8,2.4,0.8,0.4,0.2,0.8,2.4,2021
104,Steeve Ho You Fat,ROA,34,24.9,8.9,3.1,6.0,.525,0.6,1.5,.404,2.0,2.4,.838,1.5,3.6,5.1,1.4,0.7,0.3,1.8,2.3,2021
105,Jamar Abrams,PORT,7,25.3,8.9,3.3,7.9,.418,1.9,4.3,.433,0.4,0.6,.750,1.3,3.1,4.4,0.9,0.4,0.3,0.7,3.0,2021
106,Kadeem Allen,JLB,6,17.3,8.8,3.3,5.2,.645,0.7,1.8,.364,1.5,1.7,.900,0.3,1.5,1.8,2.5,1.2,0.5,2.2,1.8,2021
107,Jeremy Nzeulie,BBD,27,24.7,8.8,2.7,7.5,.360,2.0,5.9,.344,1.3,1.5,.900,0.3,1.7,2.0,1.7,0.6,0.0,1.4,2.4,2021
108,Eric Buckner,CHA,10,19.8,8.7,3.7,6.1,.607,0.0,0.0,.000,1.3,2.3,.565,1.9,2.6,4.5,0.9,0.1,0.2,1.6,2.8,2021
109,Garrett Sim,CHA,33,24.4,8.7,2.9,7.4,.396,1.8,5.1,.359,1.0,1.2,.846,0.3,2.1,2.5,2.7,1.0,0.1,1.8,1.8,2021
110,Archie Goodwin,PLV,28,17.8,8.7,3.1,6.0,.512,0.7,1.9,.352,1.9,3.1,.591,0.4,1.6,2.0,1.0,0.9,0.3,1.6,1.8,2021
111,Nicolas de Jong,PAU,10,14.9,8.6,3.0,6.0,.500,0.2,1.3,.154,2.4,2.8,.857,0.4,2.0,2.4,0.2,0.3,0.0,0.6,2.5,2021
112,Johan Passave-Ducteil,PORT,34,19.3,8.4,2.9,5.1,.572,0.0,0.2,.125,2.6,3.6,.727,1.1,2.2,3.4,1.3,0.7,0.4,1.9,3.1,2021
113,Branden Frazier,ASM,26,21.5,8.4,3.2,7.0,.453,1.7,4.0,.419,0.4,0.4,1.000,0.2,1.2,1.3,2.6,0.8,0.1,1.3,2.1,2021
114,Ibou Faye,ASM,25,18.5,8.3,3.4,5.4,.627,0.1,0.6,.200,1.5,3.0,.500,2.1,3.2,5.3,0.6,1.0,0.7,1.2,2.5,2021
115,Thomas Scrubb,JLB,34,24.0,8.2,3.2,6.2,.514,0.8,2.4,.350,1.0,1.2,.805,1.6,2.7,4.3,1.4,0.9,0.2,0.9,1.9,2021
116,Mickael Gelabale,CHA,33,24.6,8.2,2.7,4.9,.549,0.7,1.6,.462,2.1,2.6,.800,1.5,3.1,4.6,1.2,0.5,0.2,1.2,1.9,2021
117,Brandon Brown,PLV,26,19.3,8.2,2.7,5.5,.493,1.4,2.9,.480,1.4,1.8,.783,0.2,1.2,1.4,3.2,1.1,0.0,1.8,2.4,2021
118,Boris Dallo,PORT,31,24.8,8.1,3.1,8.4,.371,0.8,3.5,.220,1.2,1.8,.643,0.9,2.8,3.7,3.0,1.0,0.1,2.1,1.2,2021
119,J.J. O'Brien,ASM,34,20.7,8.1,2.8,6.1,.457,0.8,2.1,.389,1.7,2.1,.781,1.2,1.2,2.4,1.2,0.7,0.1,0.7,1.9,2021
120,Terry Tarpey,LEM,33,27.0,8.1,2.9,5.4,.548,0.7,1.9,.371,1.5,1.8,.803,1.1,4.6,5.7,2.6,1.4,0.7,1.2,2.1,2021
121,Teyvon Myers,ROA,20,18.2,8.1,2.5,5.9,.427,0.9,2.1,.439,2.2,2.8,.782,0.6,1.2,1.8,1.6,1.0,0.0,1.6,2.2,2021
122,Ousmane Drame,PAU,15,19.9,7.9,3.1,5.9,.523,0.5,1.1,.412,1.3,1.5,.909,1.1,3.1,4.2,1.3,0.5,0.3,2.3,2.2,2021
123,Jamel Morris,ORL,15,20.5,7.9,2.8,6.4,.438,1.4,3.8,.368,0.9,1.3,.737,0.0,1.9,1.9,0.9,0.5,0.0,1.1,2.3,2021
124,Khalid Boukichou,GRV,25,17.5,7.7,2.9,5.6,.511,0.2,0.5,.333,1.8,2.5,.726,1.0,2.0,3.0,1.2,0.4,0.5,2.2,2.5,2021
125,Maxime Courby,JLB,35,23.7,7.7,2.7,5.5,.503,1.6,3.7,.426,0.6,0.8,.815,0.9,2.1,3.0,1.1,0.9,0.1,1.1,2.2,2021
126,Rafi Manco,CHA,33,22.0,7.7,3.0,6.8,.442,1.2,3.4,.369,0.4,0.5,.706,0.8,2.7,3.5,1.7,0.7,0.1,1.5,2.5,2021
127,Aaron Jones,CHO,28,21.9,7.6,3.2,6.4,.503,0.8,2.2,.339,0.5,1.0,.481,1.1,2.5,3.6,1.7,1.0,0.6,1.0,1.8,2021
128,Darel Poirier,LEM,15,19.7,7.6,2.7,4.8,.569,0.6,1.3,.450,1.5,2.1,.742,0.6,2.2,2.8,0.5,0.3,0.3,1.2,1.7,2021
129,Charles Abouo,PORT,33,19.7,7.4,2.7,5.6,.478,1.1,2.9,.361,0.9,1.0,.912,0.8,2.2,3.0,1.3,0.8,0.1,1.5,2.3,2021
130,Jeremy Leloup,PAU,34,27.2,7.4,2.4,5.1,.460,1.1,2.9,.380,1.6,1.7,.914,0.7,2.7,3.5,2.1,1.1,0.1,1.3,2.8,2021
131,Antoine Eito,LEM,31,23.3,7.2,2.3,5.6,.408,1.1,3.4,.321,1.5,1.9,.810,0.3,2.1,2.4,4.9,0.9,0.2,1.6,1.8,2021
132,Matthieu Gauzin,RCB,34,23.1,7.1,2.4,6.2,.395,0.6,2.3,.260,1.7,2.4,.704,0.6,1.9,2.5,2.7,1.0,0.2,1.9,1.8,2021
133,Darral Willis,ASM,7,17.6,7.1,2.6,5.7,.450,0.3,1.6,.182,1.7,1.9,.923,1.4,2.7,4.1,0.4,0.4,0.7,1.3,2.1,2021
134,Bastien Pinault,PLV,35,18.2,7.1,2.5,5.6,.456,1.5,3.8,.409,0.5,0.6,.900,0.3,1.3,1.6,1.2,0.4,0.0,1.2,2.2,2021
135,Johnny Berhanemeskel,N92,32,16.3,7.1,2.6,5.7,.456,1.3,3.3,.383,0.7,0.8,.875,0.3,1.1,1.5,1.1,0.2,0.0,0.7,1.2,2021
136,Jimmie Taylor,RCB,30,19.9,7.1,2.9,4.7,.610,0.0,0.0,.000,1.3,2.8,.471,2.0,2.3,4.3,0.6,0.4,0.6,1.2,3.0,2021
137,Yoan Makoundou,CHO,30,16.4,7.0,2.8,4.4,.634,0.2,0.7,.273,1.2,1.9,.661,1.3,2.5,3.8,0.4,0.3,0.8,1.2,2.3,2021
138,Owen Klassen,BBD,18,19.6,6.9,2.5,4.7,.529,0.1,0.6,.200,1.8,2.6,.702,1.3,4.1,5.3,1.6,0.9,0.5,1.6,2.9,2021
139,Speedy Smith,CSP,28,25.1,6.9,2.3,6.0,.385,1.2,3.4,.358,1.0,1.1,.967,0.3,2.1,2.4,4.4,1.1,0.0,2.2,2.1,2021
140,Brian Ibekwe,ROA,19,14.1,6.8,2.4,4.9,.484,0.4,1.7,.250,1.7,2.3,.744,0.8,2.6,3.4,0.5,0.7,0.7,1.0,2.4,2021
141,Victor Wembanyama,N92,18,16.9,6.8,2.6,5.9,.443,0.9,2.4,.364,0.7,1.1,.684,1.3,3.4,4.7,0.8,0.2,1.1,0.9,1.8,2021
142,Jessie Begarin,RCB,21,29.3,6.8,2.5,6.0,.424,1.0,3.2,.309,0.7,1.2,.600,0.9,1.8,2.7,3.3,0.9,0.0,2.0,2.1,2021
143,Antoine Diot,LYV,31,17.7,6.7,2.1,4.5,.464,1.5,3.4,.442,1.0,1.1,.941,0.4,1.7,2.1,3.4,1.1,0.0,1.5,2.0,2021
144,Mathieu Wojciechowski,PORT,29,16.9,6.5,2.5,5.3,.474,0.5,2.0,.259,0.9,1.4,.659,1.1,2.1,3.3,1.0,0.8,0.1,0.8,1.6,2021
145,Paul Lacombe,LYV,32,17.4,6.4,2.4,4.3,.562,0.6,1.4,.391,1.1,1.3,.829,0.8,2.5,3.3,2.3,1.1,0.2,1.0,2.8,2021
146,Marcus Ginyard,CSP,31,17.5,6.4,2.2,5.4,.416,1.0,2.9,.344,1.0,1.1,.882,0.5,1.4,1.9,1.0,0.5,0.1,1.0,1.7,2021
147,William Howard,LYV,20,18.1,6.4,2.1,4.5,.467,1.0,2.6,.365,1.2,1.4,.889,0.6,2.3,2.9,1.0,1.0,0.3,0.7,1.7,2021
148,Charles Lombahe-Kahudi,LYV,26,17.9,6.3,2.0,4.9,.402,1.0,2.7,.386,1.3,1.5,.875,0.7,1.6,2.3,0.7,0.6,0.1,0.6,2.0,2021
149,Damien Inglis,ASM,34,15.3,6.3,2.3,4.8,.470,0.4,1.4,.283,1.4,1.9,.712,1.1,2.8,3.9,1.4,0.8,0.1,0.9,2.0,2021
150,Nijal Pearson,ROA,7,24.1,6.3,2.3,7.3,.314,0.9,4.1,.207,0.9,1.3,.667,0.4,1.7,2.1,1.7,0.7,0.1,1.3,1.6,2021
151,Ike Udanoh,STR,26,20.9,6.2,2.3,4.7,.504,0.0,0.1,.000,1.5,2.0,.736,1.7,3.6,5.2,2.0,1.1,0.1,1.8,2.3,2021
152,Tahjere McCall,ORL,18,21.1,6.1,2.1,5.0,.411,0.3,1.4,.231,1.7,2.1,.789,0.8,2.5,3.3,2.6,1.1,0.2,1.8,2.8,2021
153,Michael Umeh,PORT,27,16.7,6.1,2.2,5.6,.397,1.5,3.7,.396,0.2,0.2,.833,0.3,1.1,1.4,0.6,0.6,0.1,0.9,1.3,2021
154,Alpha Kaba,N92,34,17.2,6.1,2.8,4.7,.591,0.0,0.0,.000,0.5,1.4,.375,2.4,2.4,4.8,0.4,0.5,0.4,1.2,2.9,2021
155,Hugo Invernizzi,CSP,34,24.9,6.0,2.2,5.1,.423,1.4,3.9,.351,0.3,0.4,.786,0.7,2.4,3.1,2.9,0.8,0.1,1.0,2.3,2021
156,Ismael Bako,LYV,33,14.6,6.0,2.1,3.2,.651,0.0,0.0,.000,1.8,2.2,.822,1.6,2.5,4.2,0.6,0.3,0.7,0.7,2.5,2021
157,Junior Mbida,RCB,31,16.6,6.0,2.1,4.2,.492,0.3,0.9,.321,1.5,1.9,.800,0.9,3.2,4.1,0.7,0.5,0.4,0.9,1.4,2021
158,Luka Asceric,JLB,34,18.4,5.9,1.9,5.1,.382,1.0,2.9,.361,1.0,1.3,.773,0.4,1.6,2.0,1.8,0.4,0.1,1.4,2.2,2021
159,Robin Ducote,DIJ,10,13.3,5.9,2.0,3.9,.513,0.9,2.0,.450,1.0,1.0,1.000,0.2,1.2,1.4,0.3,0.5,0.0,0.8,1.7,2021
160,Leopold Cavaliere,STR,32,18.1,5.7,2.4,4.5,.545,0.2,1.1,.143,0.7,1.6,.423,1.9,2.3,4.2,0.9,0.8,0.1,1.1,2.8,2021
161,Hamady Ndiaye,PAU,29,17.4,5.7,2.4,3.3,.729,0.0,0.0,.000,0.8,1.5,.545,1.1,2.2,3.3,0.2,0.3,0.8,1.2,2.0,2021
162,Assane N'Doye,CHA,34,17.8,5.6,2.1,4.0,.533,0.2,0.9,.200,1.2,1.7,.712,1.3,2.1,3.4,0.9,0.8,0.3,1.1,3.0,2021
163,Jacques Alingue,DIJ,33,17.2,5.5,2.5,4.2,.591,0.0,0.1,.000,0.6,1.6,.377,1.4,1.8,3.2,1.2,1.1,0.5,1.2,2.2,2021
164,Abdoulaye N'Doye,ASM,36,19.7,5.5,2.0,4.4,.453,0.7,2.1,.320,0.8,1.1,.732,0.5,1.7,2.2,1.0,1.1,0.3,1.1,2.5,2021
165,Matthew Strazel,LYV,34,17.1,5.5,1.6,4.0,.404,0.9,2.6,.337,1.4,1.6,.836,0.2,0.7,0.9,2.2,0.4,0.0,0.8,2.1,2021
166,Pape Sy,GRV,30,19.5,5.4,1.7,3.4,.515,0.5,1.3,.368,1.4,1.7,.860,0.6,1.8,2.4,1.0,0.6,0.0,1.3,2.4,2021
167,Kenny Baptiste,LEM,25,16.6,5.3,2.2,4.0,.545,0.4,1.2,.300,0.6,1.2,.516,0.9,1.6,2.6,0.6,0.7,0.3,1.0,2.4,2021
168,Vojdan Stojanovski,GRV,12,16.7,5.3,2.1,4.3,.481,0.3,1.4,.235,0.8,0.8,.900,0.3,0.6,0.9,1.3,0.8,0.0,1.3,2.4,2021
169,Maxime Roos,PLV,31,18.0,5.2,1.9,4.7,.411,1.0,2.8,.349,0.4,0.6,.667,0.6,1.3,1.9,0.8,0.7,1.2,0.6,2.4,2021
170,Egidijus Mockevicius,LEM,17,15.6,5.2,2.0,3.4,.596,0.0,0.1,.000,1.2,2.1,.556,1.4,2.6,4.0,0.5,0.3,0.5,1.5,2.8,2021
171,Kevarrius Hayes,LYV,31,12.1,5.1,1.8,3.0,.596,0.1,0.2,.667,1.3,1.7,.759,1.4,1.5,2.8,0.2,0.5,0.5,0.8,1.5,2021
172,Grismay Paumier,CSP,24,12.9,5.1,1.9,3.4,.549,0.0,0.0,.000,1.3,1.9,.711,1.2,1.8,2.9,0.4,0.5,0.2,1.0,1.5,2021
173,Lahaou Konate,PLV,35,23.0,5.0,1.7,3.9,.426,0.7,2.0,.362,1.0,1.3,.756,0.7,1.5,2.2,1.6,1.2,0.2,0.6,1.6,2021
174,Malela Mutuale,ORL,35,22.6,4.9,1.8,4.6,.398,0.1,0.7,.167,1.1,2.1,.527,0.3,1.5,1.8,3.4,0.8,0.1,1.7,2.1,2021
175,Lucas Bourhis,GRV,34,16.4,4.9,1.4,3.8,.372,1.0,2.8,.365,1.0,1.2,.854,0.1,1.2,1.3,1.4,0.4,0.0,1.4,2.1,2021
176,Nianta Diarra,CHO,25,11.9,4.9,2.0,3.3,.590,0.0,0.1,.000,1.0,1.6,.600,0.8,2.1,3.0,0.2,0.2,0.1,0.8,1.6,2021
177,Jean-Baptiste Maille,STR,36,22.3,4.8,1.6,4.2,.384,0.3,1.6,.196,1.3,1.6,.810,0.9,2.3,3.3,4.5,1.0,0.0,2.6,2.8,2021
178,Gerald Ayayi,PAU,34,12.7,4.8,1.6,3.5,.467,0.4,1.2,.357,1.0,1.2,.833,0.5,0.9,1.4,0.9,0.7,0.1,1.6,2.1,2021
179,Vafessa Fofana,CHO,32,14.7,4.8,1.8,3.4,.514,0.5,1.5,.340,0.8,1.0,.727,0.7,1.7,2.4,0.8,0.7,0.1,1.2,1.6,2021
180,Nikola Rebic,N92,26,16.1,4.7,1.5,4.0,.369,0.7,2.2,.339,1.0,1.2,.813,0.2,1.0,1.1,2.0,0.7,0.0,0.8,1.1,2021
181,Ivan Fevrier,N92,26,14.3,4.6,1.7,4.4,.386,0.7,2.7,.254,0.5,0.6,.813,0.6,1.4,2.0,0.4,0.4,0.1,0.5,1.8,2021
182,Wilfried Yeguete,ASM,24,16.4,4.5,2.0,3.3,.588,0.0,0.0,.000,0.6,1.3,.500,1.6,2.7,4.3,0.9,1.4,0.0,0.8,1.9,2021
183,Georgi Joseph,PORT,32,20.4,4.5,1.8,3.6,.513,0.0,0.1,.000,0.8,1.4,.600,2.6,2.5,5.1,2.0,0.6,0.3,1.8,3.2,2021
184,Mouhammad Faye,BBD,23,21.1,4.3,1.5,4.1,.358,1.0,2.7,.377,0.4,0.6,.643,0.9,3.3,4.2,1.2,0.9,0.2,1.0,2.8,2021
185,Jean-Frederic Morency,BBD,11,16.9,4.3,1.8,3.2,.571,0.1,0.4,.250,0.5,1.3,.429,1.5,2.4,3.8,0.5,0.4,0.5,1.5,2.8,2021
186,Hugo Mienandi,LEM,15,15.9,4.3,1.9,2.9,.651,0.2,0.7,.300,0.3,0.5,.625,1.1,1.4,2.5,0.3,0.3,0.1,1.0,1.2,2021
187,Cyrille Eliezer-Vanerot,PORT,24,14.0,4.3,1.5,3.3,.462,0.6,1.7,.341,0.7,1.1,.593,0.2,1.7,1.9,0.3,0.6,0.4,0.8,2.3,2021
188,Abdoulaye Loum,DIJ,34,16.2,4.2,2.0,3.6,.557,0.0,0.3,.000,0.2,0.7,.320,0.9,2.7,3.6,0.8,0.4,0.6,1.0,2.0,2021
189,Hugo Benitez,JLB,34,17.1,4.2,1.6,3.8,.430,0.4,1.4,.292,0.6,0.8,.714,0.6,1.4,2.0,3.0,0.7,0.3,1.2,1.6,2021
190,Digue Diawara,PAU,33,12.6,4.1,1.4,3.2,.434,0.4,1.2,.368,0.9,1.2,.744,0.6,1.5,2.1,0.3,0.3,0.1,0.7,1.5,2021
