#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
70,Isaiah Cousins,SLC,36,26.5,13.1,5.2,12.0,.430,1.7,4.2,.404,1.1,1.5,.741,0.6,3.0,3.6,4.3,1.3,0.2,2.3,2.9,2018
71,Devin Robinson,WES,44,26.3,13.0,4.7,9.4,.501,1.3,3.5,.381,2.2,2.8,.795,1.0,4.1,5.1,1.5,0.9,0.8,1.7,2.4,2018
72,P.J. Dozier,OKL,43,28.4,12.9,5.1,10.9,.465,1.3,3.7,.340,1.5,2.3,.653,1.2,4.4,5.6,2.7,1.3,0.2,2.1,2.5,2018
73,Tyler Harris,WCB,40,25.5,12.9,5.7,10.7,.531,0.0,0.3,.100,1.5,2.6,.577,2.0,3.9,5.8,1.8,0.9,0.7,1.5,3.6,2018
74,James Webb III,LIN,40,28.7,12.9,4.1,9.9,.413,2.6,6.9,.371,2.1,2.7,.785,1.2,5.5,6.7,1.4,1.3,0.5,1.4,2.7,2018
75,Kennedy Meeks,RAP,45,27.7,12.8,5.7,11.2,.505,0.0,0.4,.056,1.5,2.0,.761,4.3,5.2,9.5,1.6,1.0,0.9,1.5,2.8,2018
76,Jamel Morris,GRD,50,24.9,12.7,4.7,11.4,.412,1.8,4.6,.394,1.6,1.9,.813,0.3,2.4,2.8,1.9,0.8,0.1,1.8,1.7,2018
77,Justin Patton,IWA,38,23.1,12.7,5.3,11.1,.476,0.4,1.3,.300,1.8,2.3,.764,1.6,3.8,5.4,1.6,1.0,1.3,2.2,2.8,2018
78,Jaylen Morris,ERI,39,31.4,12.6,5.1,9.8,.517,0.7,2.4,.287,1.8,2.7,.673,0.9,3.9,4.8,2.4,1.2,0.5,1.5,1.7,2018
79,Stephan Hicks,FWN,49,29.6,12.6,4.1,8.5,.486,1.1,3.2,.340,3.3,4.1,.805,1.9,3.6,5.4,1.4,1.1,0.3,1.1,2.0,2018
80,Malcolm Miller,RAP,34,27.9,12.6,4.0,9.2,.438,2.2,5.7,.379,2.3,2.9,.798,1.3,3.9,5.1,1.6,0.8,0.5,1.3,1.6,2018
81,Cleanthony Early,RGV,34,28.1,12.2,4.9,9.7,.500,1.1,3.4,.328,1.4,1.8,.800,1.3,3.6,5.0,2.3,0.9,0.8,1.7,2.2,2018
82,Ike Iroegbu,ACC,50,24.7,12.2,4.2,10.2,.413,0.6,2.2,.266,3.2,4.5,.705,0.8,3.2,4.1,3.8,0.8,0.1,2.4,1.7,2018
83,Mike Young,NAS,49,24.2,12.2,4.6,9.9,.465,0.8,3.0,.279,2.1,2.8,.772,1.3,3.9,5.3,1.8,0.5,0.5,1.6,1.3,2018
84,L.J. Peak,MNE,46,31.4,12.0,4.2,9.9,.427,1.2,4.1,.287,2.3,3.0,.794,0.5,2.6,3.1,3.4,0.9,0.5,2.3,2.7,2018
85,Trey McKinney Jones,FWN,36,26.9,12.0,4.6,9.0,.511,0.8,2.0,.403,2.0,2.6,.768,0.7,2.4,3.1,2.7,1.0,0.3,2.0,2.5,2018
86,Kadeem Jack,SXF,45,23.3,12.0,4.9,8.0,.613,0.0,0.0,.000,2.1,3.1,.667,2.2,5.0,7.2,1.1,0.9,1.1,1.6,2.5,2018
87,Billy Garrett,WES,50,27.2,11.9,4.3,9.6,.452,0.7,2.5,.290,2.5,2.9,.870,0.4,2.3,2.7,2.5,1.0,0.1,1.8,2.1,2018
88,London Perrantes,CLE,35,36.6,11.9,4.0,10.6,.378,1.6,5.2,.309,2.3,2.8,.835,0.4,3.0,3.4,7.8,1.2,0.0,2.9,2.7,2018
89,Roscoe Smith,GBO,35,19.9,11.9,4.4,9.0,.491,0.3,1.5,.235,2.7,3.4,.790,1.5,3.1,4.5,0.7,0.6,0.6,1.2,1.6,2018
90,Davion Berry,RAP,46,24.8,11.8,3.8,8.8,.437,1.5,4.4,.338,2.7,3.2,.838,0.3,2.0,2.3,2.4,0.8,0.1,1.3,2.1,2018
91,Derek Willis,GRD,43,28.1,11.8,4.6,9.7,.469,1.8,4.7,.376,0.9,1.1,.816,1.4,5.4,6.8,0.8,1.1,0.7,1.2,2.1,2018
92,Devin Williams,MNE,45,26.3,11.8,4.8,9.1,.526,0.2,0.7,.290,2.0,3.1,.650,3.6,7.2,10.9,1.7,0.7,0.5,2.0,2.8,2018
93,Larry Drew,SXF,35,30.8,11.8,4.5,10.4,.435,2.0,5.1,.401,0.7,1.0,.694,0.4,4.2,4.6,7.4,1.3,0.1,2.6,1.9,2018
94,Ben Moore,FWN,43,28.0,11.7,4.2,7.7,.552,0.5,1.3,.364,2.8,3.5,.812,2.6,3.9,6.4,1.8,1.0,0.4,1.5,2.1,2018
95,Nick Johnson,AUS,48,31.4,11.7,3.8,10.8,.356,1.6,4.6,.357,2.4,2.9,.839,0.8,3.2,4.0,3.8,1.2,0.3,2.1,3.1,2018
96,Jaylen Johnson,WCB,50,28.9,11.5,4.6,10.1,.458,0.8,2.8,.293,1.4,2.4,.590,2.2,5.3,7.5,2.9,0.7,0.9,2.0,3.0,2018
97,Livio Jean-Charles,AUS,45,21.2,11.3,4.9,8.7,.563,0.0,0.2,.182,1.5,2.0,.753,2.5,3.2,5.7,1.1,0.5,0.6,1.3,1.8,2018
98,Terry Henderson,GBO,42,27.5,11.3,3.8,9.3,.407,2.3,5.9,.386,1.4,1.8,.789,0.6,3.2,3.8,2.0,1.0,0.3,1.7,2.0,2018
99,Jeff Ledbetter,AUS,44,24.1,11.2,3.6,9.0,.405,2.3,6.3,.366,1.6,1.8,.888,0.5,2.5,3.0,3.7,1.5,0.1,2.2,2.2,2018
100,James Southerland,SBL,48,28.1,11.2,4.4,9.3,.470,1.8,4.6,.392,0.6,0.8,.744,0.9,4.6,5.6,1.5,0.5,0.8,1.1,2.4,2018
101,Shaquille Harrison,NAS,36,29.9,11.1,4.3,9.3,.465,1.0,2.9,.330,1.5,2.4,.647,1.1,3.6,4.6,3.4,1.9,0.4,1.8,2.6,2018
102,Brandon Wood,WCB,43,23.3,11.0,4.3,9.6,.448,1.1,2.9,.379,1.3,1.4,.932,0.6,1.7,2.3,2.9,0.9,0.1,1.4,1.8,2018
103,Austin Nichols,MHU,38,22.8,10.9,4.8,9.1,.526,0.5,1.2,.400,0.9,1.3,.688,1.6,4.4,6.1,0.5,0.4,1.8,1.2,1.7,2018
104,Mangok Mathiang,GBO,43,25.3,10.8,4.5,8.6,.519,0.0,0.0,.000,1.9,2.9,.643,3.4,5.8,9.2,1.0,0.7,1.4,1.9,2.4,2018
105,Tony Wroten,RGV,35,21.3,10.8,4.0,8.9,.455,0.7,2.4,.277,2.1,3.9,.537,0.5,1.5,2.0,3.8,0.9,0.2,3.4,2.1,2018
106,Cameron Oliver,DEL,39,24.1,10.8,4.5,9.1,.497,0.8,2.4,.337,1.0,1.7,.559,1.5,5.6,7.1,1.2,0.7,0.9,1.4,2.4,2018
107,Chinanu Onuaku,RGV,40,25.6,10.8,4.6,7.6,.602,0.0,0.1,.200,1.6,2.4,.667,3.2,6.2,9.4,2.8,1.0,1.2,2.5,2.6,2018
108,Marcus D. Williams,RNO,49,26.6,10.8,4.0,10.8,.376,1.8,4.8,.373,0.9,1.1,.782,0.4,2.5,2.9,6.5,0.9,0.0,2.2,1.2,2018
109,Steph Branch,SBL,50,21.6,10.6,4.1,9.7,.424,0.9,2.8,.314,1.5,2.5,.591,2.0,3.7,5.8,1.1,1.3,0.8,1.5,1.5,2018
110,Shevon Thompson,RAP,41,20.3,10.5,4.4,7.2,.614,0.0,0.0,.000,1.6,2.2,.744,3.0,4.6,7.6,0.6,0.6,1.0,1.6,2.5,2018
111,Kamari Murphy,LIN,50,31.4,10.4,4.1,9.4,.436,0.6,2.3,.281,1.5,2.2,.706,1.4,6.0,7.4,1.8,1.0,1.0,1.9,3.0,2018
112,Matt Jones,RNO,50,29.6,10.2,3.8,9.1,.416,1.2,4.1,.305,1.4,1.8,.783,0.7,3.1,3.9,1.4,1.3,0.1,1.1,2.0,2018
113,Fuquan Edwin,RAP,35,22.0,10.2,3.6,8.3,.439,1.6,4.4,.373,1.3,1.8,.746,0.5,2.6,3.1,1.5,1.6,0.3,1.3,1.5,2018
114,Taylor Braun,SLC,45,32.7,10.2,3.6,8.0,.455,1.7,4.3,.392,1.3,1.6,.781,0.8,4.7,5.5,3.0,1.6,0.3,1.0,2.5,2018
115,Matt Williams,SXF,43,25.7,10.2,3.5,9.0,.388,2.9,7.4,.390,0.3,0.3,.786,0.5,2.2,2.7,0.9,0.5,0.1,1.3,2.0,2018
116,Tyler Roberson,ACC,45,21.4,10.2,4.0,7.4,.531,0.0,0.1,.333,2.2,3.1,.725,2.9,4.1,7.0,0.8,0.6,0.5,1.2,1.8,2018
117,C.J. Fair,WCB,47,25.4,10.1,3.6,8.3,.432,0.6,2.2,.262,2.4,2.9,.819,1.1,3.1,4.3,1.5,0.9,0.6,1.2,1.6,2018
118,Alex Hamilton,WCB,45,27.8,10.1,3.9,8.6,.450,0.5,1.5,.328,1.8,2.7,.683,0.9,3.0,3.9,4.9,1.9,0.4,2.2,1.6,2018
119,Chris Walker,RGV,48,16.9,10.1,4.0,6.6,.614,0.0,0.2,.111,2.0,3.3,.605,2.3,3.3,5.6,1.0,0.4,1.1,1.3,1.8,2018
120,Rahlir Hollis-Jefferson,NAS,48,25.3,9.9,3.5,7.3,.481,0.9,2.6,.355,1.9,2.6,.740,1.8,3.6,5.4,1.4,1.5,1.1,1.3,2.3,2018
121,Bronson Koenig,GRD,47,21.2,9.8,3.6,8.5,.421,2.1,5.3,.403,0.5,0.6,.800,0.2,1.7,1.9,1.3,0.6,0.1,1.3,1.5,2018
122,Marshall Plumlee,WIS,40,26.9,9.7,3.6,6.4,.571,0.0,0.1,.333,2.5,3.6,.681,3.2,4.8,7.9,1.6,0.5,1.0,2.1,1.8,2018
123,Sam Thompson,GBO,43,27.4,9.5,3.7,8.4,.436,0.9,3.1,.278,1.3,1.6,.797,1.0,3.0,4.0,1.4,1.0,0.4,1.1,2.7,2018
124,Isaiah Hartenstein,RGV,38,18.7,9.5,3.6,6.3,.571,0.3,0.9,.343,2.0,2.9,.685,2.8,3.8,6.6,1.2,0.5,1.1,1.4,3.0,2018
125,Julien Lewis,RGV,43,20.0,9.3,3.6,7.7,.468,1.0,3.5,.302,1.1,1.5,.734,0.7,2.2,2.9,1.3,1.0,0.1,1.0,1.9,2018
126,Mychal Mulder,WCB,48,31.0,9.3,3.4,8.1,.419,1.6,4.9,.329,0.8,1.2,.684,0.6,3.8,4.4,1.6,1.1,0.3,0.7,1.5,2018
127,Gerald Hannahs,MHU,47,21.4,9.2,3.2,7.6,.420,1.7,3.8,.441,1.2,1.3,.905,0.3,1.6,1.9,1.8,0.6,0.1,0.8,1.4,2018
128,Kevin Olekaibe,CLE,40,23.1,9.2,3.3,8.3,.398,1.7,4.9,.338,1.0,1.3,.736,0.8,2.8,3.6,1.3,1.3,0.2,0.8,1.9,2018
129,Chance Comanche,MHU,45,18.3,9.2,3.7,6.2,.589,0.0,0.0,.000,1.9,2.6,.714,2.6,3.1,5.7,0.6,0.3,0.7,1.0,2.2,2018
130,JeQuan Lewis,WIS,49,28.0,9.2,3.4,7.4,.455,1.1,2.7,.394,1.4,1.6,.850,0.3,2.0,2.3,4.5,1.5,0.1,2.8,2.5,2018
131,Andre Ingram,SBL,47,22.8,9.1,3.0,6.5,.464,2.2,4.6,.475,0.9,1.1,.824,0.4,2.2,2.6,1.1,0.6,0.2,0.7,1.4,2018
132,Tahjere McCall,LIN,37,28.2,9.1,3.4,6.8,.496,0.5,1.5,.309,1.8,2.7,.673,1.3,3.1,4.4,2.8,1.7,0.6,1.9,3.0,2018
133,T.J. Price,LAK,49,28.0,9.0,3.4,8.7,.391,1.4,4.2,.348,0.8,0.9,.884,0.5,1.8,2.3,2.3,1.4,0.4,1.3,3.3,2018
134,John Gillon,ERI,33,17.7,9.0,2.8,6.3,.452,0.9,2.6,.341,2.4,3.0,.808,0.3,1.2,1.5,3.2,0.7,0.1,1.9,1.2,2018
135,Jordan Mathews,ERI,48,20.4,8.8,3.0,7.9,.382,1.4,4.3,.319,1.4,2.0,.704,0.4,1.7,2.1,1.2,0.8,0.1,1.0,1.1,2018
136,T.J. Williams,GBO,37,19.2,8.8,3.4,8.4,.400,0.3,1.5,.211,1.7,2.5,.681,0.8,1.7,2.5,2.8,0.9,0.0,1.7,1.7,2018
137,Jeremy Hollowell,ERI,49,21.6,8.6,3.4,7.4,.452,1.0,2.9,.333,0.9,1.4,.643,1.3,2.5,3.8,1.3,0.6,0.6,1.4,2.2,2018
138,V.J. Beachem,SBL,36,19.8,8.6,3.1,7.1,.437,1.6,4.1,.404,0.8,0.9,.875,0.4,1.9,2.3,0.5,0.5,0.4,0.6,1.1,2018
139,Shawne Williams,IWA,38,23.2,8.5,3.0,7.0,.430,1.4,3.8,.370,1.1,1.4,.764,0.8,3.1,3.9,0.7,0.8,0.6,0.7,2.3,2018
140,Demarcus Holland,SBL,50,25.4,8.5,3.4,7.2,.472,0.7,2.0,.340,1.0,1.4,.722,1.5,3.2,4.6,1.9,1.1,0.1,1.5,2.1,2018
141,Zeke Upshaw,GRD,41,19.8,8.5,2.9,6.9,.417,2.2,5.4,.412,0.5,0.6,.880,0.4,2.0,2.3,0.7,0.6,0.0,0.8,0.7,2018
142,Justin Leon,OKL,48,21.6,8.4,2.7,6.9,.393,1.9,5.2,.359,1.1,1.3,.841,0.5,3.8,4.3,0.5,0.6,0.2,0.6,1.4,2018
143,Mike Cobbins,OKL,49,23.9,8.3,3.6,5.3,.677,0.0,0.0,.000,1.2,2.2,.518,2.3,2.4,4.7,0.6,0.6,0.6,1.1,2.2,2018
144,Josh Hagins,RNO,42,19.4,8.3,3.2,7.2,.445,1.1,2.8,.395,0.8,1.0,.833,0.5,2.7,3.1,3.8,1.1,0.2,0.8,1.7,2018
145,John Petrucelli,LAK,43,21.0,8.3,3.0,6.3,.480,0.3,1.3,.268,1.8,2.2,.840,1.5,2.6,4.0,1.3,1.3,0.3,1.3,2.4,2018
146,Vitto Brown,MNE,45,20.6,8.2,3.0,7.0,.427,1.4,3.6,.372,0.8,1.0,.787,1.1,3.4,4.4,0.6,0.4,0.5,1.0,2.2,2018
147,Michael Bryson,IWA,47,23.5,8.1,2.8,5.9,.477,1.5,3.4,.426,1.0,1.2,.821,0.3,2.2,2.6,0.9,0.6,0.7,1.3,2.3,2018
148,Thomas Wimbush,LIN,43,17.3,8.0,2.3,6.5,.359,0.9,3.0,.307,2.4,3.0,.808,0.9,2.6,3.6,0.7,0.9,0.3,1.5,1.9,2018
149,Craig Sword,ERI,49,23.9,8.0,2.8,5.9,.472,0.5,1.7,.296,1.9,2.6,.729,0.9,2.5,3.3,2.0,1.4,0.9,1.8,2.8,2018
150,Speedy Smith,GRD,49,28.4,8.0,2.7,6.8,.402,0.7,2.6,.271,1.8,2.4,.759,0.7,3.4,4.1,7.7,1.5,0.1,2.7,2.0,2018
151,Shannon Scott,LIN,49,28.3,7.9,2.8,6.7,.416,1.1,3.2,.340,1.2,1.4,.817,0.9,3.1,4.1,4.7,2.2,0.1,1.9,2.2,2018
152,Aaron Best,RAP,47,26.1,7.9,2.6,6.1,.428,1.4,3.6,.379,1.3,1.6,.813,0.5,2.0,2.5,1.7,0.7,0.0,1.2,2.0,2018
153,Kyle Casey,WIS,47,24.1,7.8,2.9,6.4,.445,0.6,1.8,.361,1.5,1.7,.864,0.8,4.0,4.9,1.9,0.7,0.7,1.5,3.0,2018
154,William Davis II,WCB,46,16.0,7.4,3.0,5.3,.574,0.0,0.1,.000,1.4,1.8,.762,1.7,1.9,3.7,0.5,0.5,0.5,0.8,1.1,2018
155,Isaac Hamilton,CLE,42,17.7,7.4,2.8,6.8,.415,1.0,3.0,.328,0.7,0.9,.833,0.7,1.9,2.5,1.2,0.6,0.1,0.9,1.5,2018
156,Cody Demps,RNO,45,24.8,7.3,2.6,5.5,.482,0.7,1.9,.356,1.3,1.7,.769,1.4,4.0,5.4,1.5,0.7,0.4,0.9,2.9,2018
157,J.J. Moore,LIN,46,16.0,7.3,2.5,6.2,.404,0.7,2.6,.277,1.6,2.0,.777,0.5,1.3,1.8,0.7,0.6,0.1,0.6,1.1,2018
158,Gerald Beverly,CLE,42,16.5,7.2,2.9,5.1,.563,0.0,0.2,.286,1.5,2.0,.744,2.0,2.4,4.4,0.5,0.6,1.0,0.6,1.6,2018
159,Shaquille Thomas,MHU,37,16.6,6.7,2.7,5.6,.476,0.3,0.9,.344,1.1,1.4,.736,0.9,2.6,3.5,0.5,0.4,0.5,0.8,0.9,2018
160,Amida Brimah,AUS,48,22.6,6.6,2.6,4.3,.606,0.0,0.0,.000,1.4,2.2,.607,2.3,5.2,7.4,0.7,0.4,2.6,1.4,3.0,2018
161,Javan Felix,OKL,48,16.4,6.6,2.2,5.9,.381,0.8,2.3,.358,1.3,1.6,.829,0.2,1.5,1.7,2.1,0.7,0.1,1.0,1.2,2018
162,Wes Washpun,IWA,43,22.9,6.6,2.4,5.9,.400,0.7,2.3,.296,1.2,1.4,.806,0.3,1.8,2.0,2.0,1.0,0.5,0.9,1.7,2018
163,L.G. Gill,GBO,50,20.2,6.6,2.5,4.4,.583,0.0,0.1,.333,1.5,2.0,.755,1.7,2.6,4.3,0.4,0.2,0.4,0.8,2.4,2018
164,J.J. Avila,TEX,50,18.5,6.6,2.5,5.6,.442,0.7,2.2,.297,1.0,1.2,.845,1.5,3.5,5.0,1.7,0.7,0.2,0.7,1.8,2018
165,Kaza Keane,RAP,43,19.8,6.6,2.4,6.3,.377,0.5,2.2,.245,1.2,1.5,.815,0.4,1.9,2.3,4.4,1.0,0.0,1.8,1.8,2018
166,Dakarai Allen,ACC,46,23.3,6.5,2.5,5.4,.456,0.6,1.6,.392,0.9,1.3,.741,0.8,2.0,2.8,1.1,1.3,0.5,1.0,2.4,2018
167,Jarvis Summers,WIS,49,25.3,6.5,2.5,6.3,.389,0.4,1.9,.234,1.1,1.4,.757,0.5,2.4,2.9,2.8,0.8,0.2,1.5,2.8,2018
168,Deonte Burton,SLC,43,21.8,6.5,2.1,5.2,.409,0.4,1.5,.281,1.8,2.4,.724,0.3,1.9,2.2,3.0,0.8,0.2,1.5,2.2,2018
169,Luke Petrasek,GBO,50,22.0,6.4,2.4,6.2,.386,1.3,3.7,.348,0.3,0.4,.895,0.5,4.1,4.6,1.4,0.8,0.7,1.0,2.3,2018
170,Darin Johnson,DEL,45,17.2,6.3,2.2,5.3,.418,0.4,1.2,.309,1.6,2.2,.693,0.6,1.3,1.8,0.7,0.4,0.1,1.1,1.6,2018
171,Avry Holmes,SCW,43,19.6,6.2,2.4,5.4,.440,1.0,2.6,.389,0.4,0.7,.621,0.3,1.6,1.9,1.6,0.4,0.0,0.6,1.0,2018
172,Paul Watson,WES,45,26.7,6.2,2.3,5.4,.427,1.1,2.9,.372,0.6,1.1,.531,0.6,2.8,3.4,0.9,0.8,0.4,1.1,2.5,2018
173,Arthur Edwards,CLE,41,16.3,6.2,2.1,5.1,.405,0.9,2.5,.337,1.2,1.6,.769,0.5,2.6,3.1,0.9,0.9,0.3,1.0,2.0,2018
174,Ty Abbott,DEL,43,26.2,6.2,2.2,5.9,.369,1.2,3.8,.315,0.7,0.8,.800,0.4,1.4,1.8,2.1,0.8,0.1,1.5,2.7,2018
175,Karrington Ward,WCB,38,19.3,6.2,2.2,5.2,.417,1.1,3.0,.354,0.8,0.9,.829,0.4,3.2,3.6,0.5,0.8,0.6,0.7,1.4,2018
176,Adam Woodbury,WES,45,16.2,5.5,1.9,3.8,.497,0.0,0.0,.000,1.7,2.2,.760,2.1,3.5,5.6,1.0,0.4,0.3,0.9,2.1,2018
177,Maverick Rowan,LAK,37,13.3,5.3,1.8,4.8,.376,1.1,3.0,.348,0.6,0.9,.727,0.4,1.5,1.9,0.6,0.5,0.2,0.9,1.2,2018
178,Shannon Brown,DEL,44,17.6,5.3,2.1,5.3,.403,0.3,1.2,.294,0.7,1.0,.721,0.5,1.5,2.1,0.8,0.6,0.1,0.9,1.2,2018
179,Robert Heyer,SBL,39,20.0,5.3,2.0,3.9,.500,1.0,2.4,.426,0.3,0.4,.733,0.9,2.4,3.2,1.1,0.7,0.1,0.7,1.4,2018
180,Eric Stuteville,NAS,43,12.9,5.1,1.9,3.6,.523,0.0,0.0,.000,1.4,1.8,.769,1.2,1.1,2.3,0.5,0.3,0.3,0.9,1.8,2018
181,Marquise Moore,IWA,40,19.0,5.1,2.2,4.8,.463,0.0,0.2,.000,0.7,1.0,.675,0.7,2.4,3.0,1.4,0.4,0.5,0.6,1.2,2018
182,Josh Adeyeye,MNE,41,17.4,5.1,1.8,4.7,.383,1.2,3.5,.338,0.3,0.4,.750,0.4,2.3,2.8,0.6,0.2,0.1,0.5,0.9,2018
183,Julian Washburn,AUS,50,24.2,5.0,1.9,4.5,.423,1.0,2.6,.371,0.2,0.2,.833,0.7,2.5,3.2,1.4,1.1,0.3,0.7,1.3,2018
184,Trevor Thompson,SCW,38,11.7,5.0,1.8,3.4,.523,0.1,0.3,.400,1.3,1.8,.750,1.0,3.0,4.0,0.5,0.5,0.6,0.9,2.4,2018
185,Drew Barham,MNE,37,16.3,4.9,1.9,4.4,.423,0.9,2.8,.327,0.3,0.4,.667,0.6,2.1,2.8,0.8,0.4,0.3,0.6,2.3,2018
186,Kendall Gray,LIN,44,13.4,4.6,1.7,2.8,.608,0.1,0.3,.385,1.0,2.0,.535,1.8,2.5,4.3,0.5,0.2,1.2,0.7,2.2,2018
187,Jon Horford,GRD,34,18.0,4.4,1.8,3.4,.521,0.1,0.5,.167,0.7,1.0,.706,1.9,4.8,6.7,1.2,0.4,0.5,1.1,2.1,2018
188,Keith Steffeck,ACC,46,16.2,4.3,1.5,4.1,.365,0.8,2.8,.305,0.5,0.6,.846,0.2,2.2,2.4,1.2,0.4,0.3,1.3,2.5,2018
189,John Dawson,GBO,37,14.8,4.3,1.6,4.1,.393,1.0,2.8,.365,0.1,0.1,1.000,0.2,1.6,1.8,1.0,0.6,0.2,0.6,2.2,2018
190,Jordan Green,AUS,34,14.4,4.2,1.4,3.1,.448,0.2,0.8,.296,1.2,1.5,.788,0.5,1.0,1.5,1.1,0.6,0.2,0.9,1.5,2018
191,Jordan Henriquez,WES,37,10.2,4.1,1.7,3.5,.500,0.0,0.0,.000,0.6,1.5,.436,1.5,1.9,3.4,0.3,0.3,0.6,0.8,1.8,2018
192,Tra-Deon Hollins,FWN,41,17.6,4.0,1.5,4.1,.359,0.4,1.6,.250,0.6,0.8,.735,0.4,2.0,2.4,4.5,2.1,0.2,2.0,1.8,2018
193,Jay Wright,LAK,34,9.5,3.7,1.4,3.3,.425,0.3,1.0,.273,0.6,1.0,.588,0.4,0.9,1.2,0.9,0.6,0.1,0.4,0.8,2018
194,Kyle Randall,DEL,37,13.4,3.5,1.3,3.4,.392,0.2,0.9,.212,0.6,0.8,.742,0.3,0.9,1.2,2.0,0.4,0.0,0.8,0.9,2018
195,Brian Williams,WIS,38,14.0,3.4,1.4,3.6,.382,0.1,0.6,.083,0.6,1.0,.632,0.6,2.2,2.8,0.7,0.6,0.1,0.7,0.7,2018
196,Kuran Iverson,MHU,35,11.3,3.3,1.4,3.3,.431,0.2,0.9,.182,0.3,0.8,.407,0.6,1.5,2.1,0.8,0.2,0.3,0.5,0.9,2018
197,Tommy Williams,ERI,40,10.4,2.6,1.0,2.8,.364,0.1,0.6,.217,0.4,0.6,.680,0.7,1.5,2.2,0.6,0.6,0.5,0.8,1.6,2018
198,Reggis Onwukamuche,LAK,47,12.5,1.6,0.6,1.4,.441,0.0,0.0,.000,0.3,0.9,.381,1.0,2.2,3.2,0.4,0.3,0.4,0.5,2.0,2018
1,Jordan McRae,GOG,31,36.0,30.4,10.7,22.3,.478,2.0,5.9,.341,7.1,8.3,.849,1.0,3.9,4.9,3.9,1.6,0.7,3.5,2.8,2019
2,Jordan Loyd,RAP,41,35.5,22.5,7.5,15.7,.480,2.2,6.0,.363,5.3,6.1,.865,1.0,4.5,5.5,6.1,1.8,0.3,2.5,3.3,2019
3,Darius Johnson-Odom,IWA,46,34.7,22.5,7.8,15.7,.497,1.9,5.5,.346,4.9,6.0,.828,0.7,3.7,4.5,4.3,1.5,0.4,2.9,3.3,2019
4,Kalin Lucas,GRD,38,29.1,21.8,8.0,17.7,.451,2.4,5.6,.430,3.4,4.3,.809,0.8,2.7,3.5,5.5,1.1,0.1,2.3,2.0,2019
5,Marcus Thornton,GRD,35,29.0,21.5,7.9,17.3,.455,3.1,8.0,.384,2.7,3.3,.817,1.1,3.2,4.3,2.3,1.3,0.5,1.7,2.3,2019
6,P.J. Dozier,MNE,46,35.3,21.1,8.2,18.1,.456,1.6,5.1,.311,3.0,4.5,.668,1.4,5.2,6.6,6.7,1.2,0.7,3.3,3.2,2019
7,"Walt Lemon, Jr.",WCB,43,33.9,20.9,8.7,17.7,.488,0.9,3.0,.292,2.7,3.7,.720,0.6,4.0,4.7,8.4,1.7,0.2,3.8,2.9,2019
8,Theo Pinson,LIN,34,35.6,20.7,7.3,16.3,.446,3.1,8.1,.385,3.0,3.6,.844,0.7,5.2,5.9,6.1,0.9,0.7,3.5,2.6,2019
9,Alan Williams,LIN,41,27.0,19.8,7.5,15.6,.480,0.4,1.6,.266,4.4,5.7,.777,3.3,9.6,12.9,2.4,0.6,0.9,2.4,2.9,2019
10,Troy Williams,STO,34,29.1,19.7,6.9,15.8,.438,1.8,5.9,.303,4.1,5.3,.777,1.3,5.3,6.6,1.8,1.6,0.7,2.5,2.9,2019
11,Dzanan Musa,LIN,36,31.6,19.5,6.8,15.4,.439,2.3,6.4,.355,3.7,4.7,.793,1.1,5.2,6.3,3.8,0.9,0.3,2.8,2.5,2019
12,Kendrick Nunn,SCW,49,29.0,19.3,7.7,16.2,.473,1.7,5.1,.333,2.3,2.7,.857,0.9,2.9,3.8,2.8,1.5,0.3,2.2,1.9,2019
13,Daryl Macon,TEX,41,34.5,19.0,6.3,15.0,.424,1.7,4.9,.337,4.7,5.6,.835,0.7,2.6,3.3,6.2,1.0,0.1,2.7,2.0,2019
14,Angel Delgado,ACC,44,33.4,18.5,8.0,13.0,.615,0.2,0.7,.258,2.4,3.9,.612,4.0,10.8,14.8,2.8,0.7,1.1,3.0,2.6,2019
15,Jaron Blossomgame,CLE,35,33.3,18.5,7.2,15.6,.459,1.3,4.1,.310,2.9,4.1,.706,1.5,5.7,7.2,2.2,0.7,1.2,2.0,1.9,2019
16,R.J. Hunter,MNE,44,32.9,18.4,6.1,15.1,.402,3.0,8.7,.340,3.3,4.0,.839,0.5,4.8,5.3,4.2,1.6,1.1,2.6,3.1,2019
17,Amile Jefferson,LAK,34,33.2,18.0,7.4,12.8,.583,0.0,0.1,.333,3.1,4.2,.739,4.0,7.2,11.3,3.8,0.8,0.7,2.0,2.4,2019
18,Jaylen Barford,GBO,47,25.1,17.7,7.0,16.0,.437,1.9,5.5,.338,1.9,2.4,.786,0.9,3.0,3.9,1.3,1.1,0.1,1.8,1.6,2019
19,Tyler Cavanaugh,SLC,41,30.2,17.7,5.8,12.7,.459,2.2,5.5,.404,3.9,4.6,.832,1.6,6.2,7.8,2.7,0.7,0.4,2.0,2.7,2019
20,Jameel Warney,WES,47,31.1,17.4,7.2,14.7,.487,0.9,2.9,.299,2.2,2.7,.803,2.5,5.0,7.6,3.3,1.4,1.1,1.8,2.5,2019
21,Kobi Simmons,CLE,35,32.4,17.1,6.5,15.1,.432,1.1,4.1,.271,3.0,3.3,.897,0.9,2.9,3.8,3.6,1.2,0.2,2.4,2.5,2019
