#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
83,Steve Vasturia,RAS,.568,.511,169.0,2.7,13.2,7.8,29.2,16.5,1.8,0.2,22.0,3.1,1.3,112.5,113.3,-0.8,207.0,14.8,2020
84,Jordan Davis,RAS,.577,.538,156.8,2.4,10.8,6.5,25.5,20.8,2.6,1.3,30.2,-5.1,1.3,100.7,111.0,-10.4,57.9,14.8,2020
85,Tyler Larson,EWE,.563,.500,159.6,2.9,15.5,9.1,24.2,19.4,2.2,0.2,25.0,-0.7,1.3,104.5,110.7,-6.3,151.9,14.7,2020
86,Justin Sears,EWE,.513,.431,111.4,11.7,20.0,15.6,5.5,10.6,3.4,3.5,18.1,-1.7,1.3,111.3,106.0,5.3,62.9,14.6,2020
87,Lamont Jones,FRA,.524,.478,153.6,1.9,7.3,4.7,31.7,14.4,1.8,0.0,28.6,1.5,1.2,104.7,114.0,-9.3,160.4,14.3,2020
88,T.J. DiLeo,TBB,.527,.472,162.2,3.1,6.5,4.8,28.4,11.6,3.0,0.4,17.4,7.1,1.2,118.2,120.5,-2.3,87.0,14.2,2020
89,Jovan Novak,BC,.585,.533,160.2,2.7,12.8,7.6,48.2,31.5,1.3,0.0,18.1,9.7,1.3,114.7,128.7,-14.0,216.1,14.1,2020
90,Maodo Lo,BAY,.596,.553,166.7,1.1,12.2,7.3,25.6,19.2,2.8,0.4,19.1,3.0,1.3,114.6,104.4,10.2,162.3,14.1,2020
91,Cameron Jackson,LUD,.474,.419,108.6,13.1,16.5,14.7,9.7,13.0,3.0,1.4,23.6,-3.1,1.1,103.7,104.7,-1.1,37.4,14.0,2020
92,Tyler Harvey,RUL,.567,.532,169.0,1.2,9.9,5.7,16.1,11.0,2.2,0.6,21.3,1.3,1.2,113.6,107.6,5.9,114.5,13.9,2020
93,Johannes Richter,OLI,.607,.590,164.5,10.9,15.6,13.3,11.4,15.6,1.1,0.4,18.5,-1.5,1.3,114.1,114.9,-0.8,81.1,13.9,2020
94,Jaleen Smith,LUD,.553,.515,157.1,3.8,10.0,6.8,14.8,11.9,3.0,0.3,16.6,1.7,1.2,116.9,107.1,9.8,243.5,13.9,2020
95,Dennis Kramer,GOE,.621,.618,143.1,11.9,22.1,16.6,13.1,22.1,1.1,2.5,19.8,-5.0,1.4,106.1,115.7,-9.7,112.8,13.9,2020
96,Ricky Paulding,EWE,.550,.497,162.0,3.6,7.2,5.4,9.2,8.7,1.1,0.9,23.5,-0.9,1.2,110.5,115.5,-4.9,188.3,13.7,2020
97,Alex Ruoff,GOE,.571,.540,161.7,3.8,14.5,8.9,29.5,23.9,3.2,0.5,17.9,2.3,1.3,108.3,111.4,-3.1,137.0,13.6,2020
98,Kenneth Ogbe,BER,.611,.541,160.0,6.4,17.0,12.0,9.9,15.4,1.1,0.4,17.9,-1.5,1.6,119.9,106.2,13.7,79.5,13.3,2020
99,David Brembly,BC,.630,.596,181.9,2.7,16.3,9.2,7.7,6.4,0.4,0.7,17.9,0.8,1.4,123.5,131.8,-8.3,73.6,13.3,2020
100,Philipp Schwethelm,EWE,.641,.625,169.5,5.6,13.9,9.6,4.9,8.0,1.6,0.3,15.0,-0.5,1.4,125.9,112.9,13.0,99.4,13.2,2020
101,Philipp Herkenhoff,RAS,.546,.508,145.8,7.5,15.5,11.3,11.0,11.5,2.0,1.4,16.8,0.2,1.2,112.8,111.9,0.9,126.4,13.2,2020
102,Bastian Doreth,BAY,.665,.629,186.8,1.3,10.6,5.9,24.2,18.5,1.5,0.0,13.7,5.1,1.4,127.2,120.2,7.0,120.8,13.1,2020
103,Darius Carter,GOE,.539,.535,129.7,7.7,20.6,13.4,8.3,18.3,3.9,5.7,19.8,-5.0,1.2,95.2,109.5,-14.3,37.3,12.9,2020
104,Alex King,BAY,.676,.652,168.7,3.4,8.3,6.2,10.9,14.6,2.0,0.9,14.9,0.2,1.5,125.0,108.8,16.3,87.6,12.9,2020
105,Louis Olinde,BRO,.572,.518,165.2,8.5,22.8,15.7,6.3,10.8,0.7,4.5,13.7,-0.3,1.3,121.7,106.5,15.2,143.3,12.8,2020
106,Per Gunther,RUL,.688,.634,176.2,0.3,4.2,2.3,22.3,19.5,0.6,0.3,17.4,1.9,1.6,123.9,117.3,6.6,88.3,12.6,2020
107,Paris Lee,BRO,.527,.490,154.6,0.6,9.9,5.3,35.1,21.8,2.2,0.1,18.8,6.4,1.1,109.1,111.5,-2.3,210.8,12.6,2020
108,Christian Sengfelder,BRO,.614,.605,170.7,8.5,14.5,11.5,4.8,11.0,0.5,0.0,15.5,-1.7,1.3,120.5,114.2,6.3,176.8,12.5,2020
109,Aleksandar Marelja,BLB,.638,.630,152.6,8.2,17.2,12.7,9.1,21.7,1.3,2.1,18.1,-5.0,1.5,108.4,117.3,-8.9,51.4,12.4,2020
110,Alen Pjanic,GIE,.550,.504,152.5,5.0,15.4,10.3,8.3,10.3,2.6,1.8,18.8,-0.8,1.2,108.1,114.2,-6.1,88.3,12.4,2020
111,Bojan Subotic,TBB,.542,.472,144.8,6.5,16.1,11.1,13.8,12.2,1.6,0.3,17.6,1.0,1.3,113.8,119.9,-6.0,98.5,12.3,2020
112,Hans Brase,LUD,.603,.522,167.8,5.0,15.9,10.2,6.3,13.8,1.5,1.2,15.4,-2.0,1.4,119.2,108.4,10.8,65.8,12.3,2020
113,Yorman Polas,TBB,.551,.513,141.1,9.9,16.6,13.1,8.2,21.3,3.1,0.3,21.1,-6.4,1.3,98.5,116.8,-18.3,95.9,12.2,2020
114,Fabian Bleck,CRA,.601,.580,159.0,7.3,15.1,11.2,13.7,13.3,1.2,1.6,12.0,2.2,1.3,125.2,114.9,10.3,178.6,12.2,2020
115,Jan Span,CRA,.513,.487,155.8,2.3,9.3,5.7,29.3,18.4,2.9,0.2,20.6,3.6,1.1,106.4,110.7,-4.4,126.8,12.2,2020
116,Sergio Kerusch,BC,.513,.472,136.0,7.8,22.7,15.0,2.8,4.4,0.7,0.4,22.4,-0.9,1.2,108.3,127.0,-18.8,68.1,12.1,2020
117,Benedikt Turudic,BC,.600,.611,140.5,9.5,19.0,14.1,7.9,18.2,0.9,2.2,19.1,-4.1,1.5,106.5,124.7,-18.3,58.6,12.1,2020
118,Florian Koch,OLI,.636,.645,138.7,4.2,11.7,8.1,8.3,12.2,0.9,0.3,17.1,-0.8,1.3,114.1,118.0,-4.0,103.6,11.8,2020
119,Matt McQuaid,FRA,.555,.533,170.9,3.4,7.1,5.3,8.2,10.5,2.8,0.3,20.6,-1.7,1.2,106.4,114.4,-8.0,76.0,11.8,2020
120,Felix Hoffmann,OLI,.577,.567,125.0,10.3,21.8,16.3,10.5,19.3,2.5,0.0,10.9,0.5,1.3,116.1,111.8,4.3,80.0,11.7,2020
121,Ben Simons,TBB,.581,.554,167.7,2.0,8.2,4.9,9.7,9.3,1.1,0.5,17.8,0.3,1.2,114.9,123.6,-8.8,99.3,11.6,2020
122,Akeem Vargas,FRA,.662,.633,179.7,5.6,10.2,7.9,11.6,18.1,1.9,0.0,13.4,-0.8,1.5,118.6,116.3,2.2,133.3,11.6,2020
123,Joe Rahon,FRA,.508,.454,154.6,2.5,12.9,7.9,37.0,25.9,2.7,0.2,15.0,6.4,1.2,106.7,113.4,-6.8,158.3,11.6,2020
124,Tre McLean,BRO,.581,.545,153.3,3.6,18.1,10.9,7.3,14.9,1.8,0.4,18.9,-2.9,1.3,109.1,110.0,-0.9,118.6,11.5,2020
125,Maurice Stuckey,CRA,.570,.535,161.8,1.3,10.5,5.9,11.9,10.0,1.1,0.7,21.6,-0.2,1.3,113.4,119.1,-5.7,58.8,11.5,2020
126,Shaquille Hines,FRA,.566,.536,149.7,6.9,16.9,11.9,5.6,15.1,1.2,2.1,17.7,-3.5,1.3,105.3,113.4,-8.1,123.1,11.5,2020
127,Elias Lasisi,GOE,.587,.561,158.8,2.2,12.5,7.0,10.9,10.0,0.8,0.0,17.8,0.3,1.3,114.5,121.6,-7.2,79.0,11.4,2020
128,Dominic Lockhart,GOE,.621,.598,155.9,3.6,13.7,8.3,17.9,17.9,1.7,0.5,14.0,1.5,1.4,116.9,117.7,-0.8,182.9,11.4,2020
129,Robin Amaize,EWE,.573,.538,158.8,4.6,12.8,8.7,9.5,16.3,2.7,0.3,18.5,-2.5,1.3,105.1,108.7,-3.6,75.4,11.3,2020
130,Jonas Wohlfarth-Bottermann,LUD,.468,.455,90.4,17.9,15.8,16.9,6.9,16.1,0.6,3.4,17.1,-3.1,1.2,104.2,108.6,-4.3,112.3,11.3,2020
131,Junior Etou,OLI,.626,.545,156.0,8.4,17.6,13.1,5.9,20.5,0.9,0.7,17.7,-4.8,1.7,110.3,116.6,-6.3,69.6,11.2,2020
132,Lukas Herzog,LUD,.596,.500,153.1,0.0,9.7,4.7,2.1,4.6,2.2,0.0,13.3,-0.4,1.5,128.5,110.7,17.7,12.9,11.2,2020
133,Luc Van Slooten,RAS,.488,.417,125.7,5.2,12.1,8.4,9.4,6.3,2.4,0.0,16.6,1.5,1.2,109.7,113.9,-4.2,21.1,11.1,2020
134,Kevin Yebo,HAM,.546,.514,121.1,14.1,17.1,15.5,3.8,17.0,0.7,0.8,16.5,-4.7,1.3,105.6,120.5,-14.9,34.0,10.9,2020
135,Brandon Thomas,GIE,.594,.566,163.2,1.4,10.0,5.8,14.5,15.1,0.9,0.5,17.6,0.2,1.3,108.8,120.7,-11.9,128.3,10.8,2020
136,Nate Linhart,BAY,.509,.466,154.6,4.0,16.7,10.4,17.7,19.9,2.3,0.5,17.1,0.5,1.1,102.3,116.7,-14.4,132.5,10.8,2020
137,Heiko Schaffartzik,HAM,.532,.460,159.7,3.4,5.2,4.3,20.3,14.6,0.9,0.0,21.9,0.4,1.2,107.9,126.0,-18.1,102.6,10.8,2020
138,Marvin Omuvwie,GOE,.460,.424,125.7,14.4,17.1,15.6,4.5,13.8,2.3,2.2,14.2,-2.5,1.0,102.2,113.4,-11.2,45.9,10.6,2020
139,Quantez Robertson,FRA,.476,.440,134.6,4.1,14.3,9.2,20.6,17.8,3.1,0.8,19.8,0.3,1.1,96.5,111.3,-14.8,225.9,10.6,2020
140,Dejan Kovacevic,CRA,.600,.592,148.5,7.0,14.6,10.8,8.9,22.5,1.7,1.4,20.4,-6.6,1.3,98.0,114.4,-16.4,43.9,10.5,2020
141,Beau Beech,HAM,.620,.570,167.4,4.1,20.0,11.9,7.6,16.4,1.0,0.6,15.8,-2.7,1.4,113.3,119.5,-6.2,115.8,10.5,2020
142,Bennet Hundt,GOE,.518,.449,149.3,3.1,6.0,4.4,30.5,20.0,1.4,0.0,25.3,0.3,1.2,101.3,120.3,-19.1,120.4,10.5,2020
143,Ariel Hukporti,LUD,.513,.471,102.2,10.6,22.3,16.3,1.0,17.6,1.3,6.2,15.8,-5.7,1.4,100.3,102.0,-1.6,35.1,10.5,2020
144,Prince Ibeh,HAM,.595,.661,95.5,5.9,23.3,14.4,5.7,24.5,0.4,9.4,16.3,-6.5,1.5,91.0,115.1,-24.1,68.3,10.5,2020
145,DeMarcus Nelson,BAY,.580,.558,136.9,5.0,10.0,7.8,16.5,24.4,2.5,0.5,18.4,-2.2,1.4,102.9,106.1,-3.1,44.4,10.4,2020
146,Jairus Lyles,BLB,.569,.507,152.4,1.6,11.9,6.5,14.2,22.8,2.9,0.0,21.2,-4.4,1.4,99.1,118.6,-19.5,49.5,10.4,2020
147,Nelson Weidemann,BRO,.661,.627,168.4,0.6,8.2,4.4,15.9,23.7,1.0,0.0,21.5,-4.5,1.5,107.0,113.6,-6.6,37.1,10.3,2020
148,Kamari Murphy,RAS,.552,.482,141.3,7.4,22.8,14.8,9.8,19.8,0.8,3.3,16.0,-2.8,1.4,104.3,111.2,-6.9,94.5,10.3,2020
149,Patrick Heckmann,RUL,.535,.500,133.2,4.6,17.2,11.0,13.0,15.1,2.4,1.9,12.0,1.5,1.2,111.5,105.4,6.1,69.9,10.1,2020
150,Trey McKinney Jones,TBB,.620,.581,187.3,4.1,12.8,8.2,10.0,23.7,2.0,0.8,17.0,-4.5,1.4,102.3,120.6,-18.3,60.3,10.1,2020
151,T.J. Bray,BAY,.608,.587,157.7,3.4,10.2,7.3,20.8,22.7,0.6,0.0,16.3,1.3,1.3,111.6,113.3,-1.7,63.5,10.0,2020
152,Richard Freudenberg,FRA,.569,.569,132.1,5.2,11.8,8.6,3.3,13.0,1.2,3.1,17.0,-3.5,1.3,104.1,115.1,-11.1,84.8,9.8,2020
153,Marco Voeller,FRA,.603,.596,167.7,9.1,22.1,15.6,11.6,25.2,1.7,0.0,15.9,-4.4,1.3,100.5,114.0,-13.5,48.5,9.8,2020
154,Zan Sisko,BAY,.471,.391,154.3,2.4,11.7,7.5,38.6,23.2,1.3,0.0,13.4,11.8,1.1,119.0,109.7,9.3,33.3,9.7,2020
155,Michael Kessens,RAS,.564,.516,133.1,12.9,21.6,17.0,8.5,27.0,0.8,2.9,17.1,-6.6,1.3,98.0,112.1,-14.2,88.4,9.7,2020
156,Joshiko Saibou,TBB,.491,.446,150.2,4.2,14.4,9.1,15.9,13.8,1.4,0.4,20.3,0.2,1.1,100.6,119.9,-19.2,60.9,9.7,2020
157,Kevin McClain,EWE,.604,.576,152.6,0.8,12.2,6.3,10.7,20.0,2.7,1.3,18.9,-3.5,1.4,101.9,111.2,-9.3,24.8,9.6,2020
158,Marvin Ogunsipe,HAM,.477,.459,110.0,7.3,18.9,12.9,11.1,18.0,1.8,2.2,17.0,-2.4,1.4,94.0,117.2,-23.2,79.0,9.5,2020
159,Konstantin Klein,LUD,.484,.415,139.6,3.3,14.5,8.8,13.0,4.7,1.2,0.4,12.6,4.3,1.1,119.9,107.0,12.9,60.0,9.4,2020
160,Kendall Gray,GIE,.726,.652,142.1,6.0,15.7,10.8,1.8,27.4,0.6,6.8,12.9,-6.5,2.2,110.8,116.2,-5.4,28.3,9.1,2020
161,Adam Waleskowski,FRA,.564,.520,165.0,3.4,14.2,8.9,18.0,18.6,0.4,1.6,22.1,-2.5,1.3,102.2,113.4,-11.2,21.6,8.9,2020
162,Jarelle Reischel,RAS,.528,.466,161.2,4.8,19.9,11.9,8.0,13.8,1.5,0.0,18.3,-2.2,1.2,103.5,112.4,-9.0,26.8,8.9,2020
163,Max DiLeo,RAS,.468,.440,131.1,3.7,7.4,5.4,19.8,17.8,3.9,0.3,15.0,2.5,1.0,99.7,110.1,-10.4,92.0,8.9,2020
164,Victor Rudd,OLI,.444,.389,139.7,2.5,19.5,11.1,16.2,16.0,2.3,1.7,19.0,0.7,1.0,91.7,110.9,-19.3,86.3,8.9,2020
165,Andreas Obst,RUL,.516,.463,161.2,1.7,8.1,5.0,10.9,12.6,1.2,0.3,19.9,-0.8,1.1,104.1,112.9,-8.8,109.3,8.8,2020
166,Liam Carpenter,CRA,.715,.727,161.7,5.6,0.0,2.8,8.6,29.6,2.3,0.0,11.2,-3.3,1.5,108.4,118.7,-10.4,12.0,8.7,2020
167,Justus Hollatz,HAM,.449,.406,117.2,4.4,5.4,4.9,22.7,33.1,5.1,1.4,12.8,-0.1,1.0,86.0,113.5,-27.5,60.9,8.7,2020
168,Tevonn Walker,HAM,.460,.365,124.3,4.5,7.9,6.1,16.9,9.7,1.9,0.0,15.5,3.0,1.1,106.5,120.3,-13.8,47.4,8.5,2020
169,Jacob Patrick,LUD,.592,.583,155.4,2.6,8.5,5.4,3.8,13.6,0.6,0.0,15.4,-3.1,1.3,110.5,115.2,-4.7,11.9,8.5,2020
170,Radii Caisin,LUD,.573,.529,138.5,4.9,10.5,7.6,3.8,16.6,3.2,1.0,9.3,-1.7,1.4,111.5,106.8,4.7,18.6,8.5,2020
171,Mihajlo Andric,GOE,.539,.500,163.4,3.5,15.3,9.0,9.1,15.6,1.0,0.4,17.0,-2.3,1.2,101.5,119.1,-17.6,99.0,8.2,2020
172,Bjarne Kraushaar,GIE,.506,.438,141.4,1.6,10.5,6.1,29.2,23.5,1.5,0.7,19.1,3.1,1.2,99.8,119.9,-20.1,49.8,8.2,2020
173,Bryce Taylor,BRO,.502,.479,133.0,3.3,7.2,5.2,7.0,13.4,1.9,0.6,16.6,-1.6,1.1,101.0,109.4,-8.4,25.9,8.0,2020
174,Jonas Mattisseck,BER,.594,.557,164.7,1.4,5.7,3.7,10.7,19.2,2.1,0.2,14.2,-0.8,1.3,110.6,109.0,1.6,69.9,8.0,2020
175,Jannik Freese,HAM,.636,.538,141.3,8.5,9.1,8.8,4.2,23.2,0.0,4.9,11.5,-4.2,1.6,111.0,120.1,-9.0,12.3,7.9,2020
176,Benjamin David Lischka,TBB,.502,.447,139.8,6.1,14.5,10.1,8.7,17.0,1.2,0.0,16.9,-2.5,1.3,98.4,123.3,-24.9,39.0,7.3,2020
177,Lucca Staiger,BLB,.507,.464,140.6,2.6,11.8,7.0,14.3,18.1,0.6,0.4,16.7,-0.4,1.1,101.0,122.9,-21.9,43.8,7.1,2020
178,Lorenz Brenneke,BER,.500,.500,50.0,10.7,6.7,8.6,7.7,12.5,0.0,1.6,10.0,0.9,1.0,117.0,109.9,7.1,10.5,6.7,2020
179,Mateo Seric,BRO,.484,.423,157.1,7.9,15.5,11.6,1.0,12.1,1.3,0.0,14.6,-3.3,1.1,100.0,114.3,-14.3,19.8,6.6,2020
180,Diego Flaccadori,BAY,.496,.435,143.1,1.5,8.3,5.3,15.1,24.1,2.2,0.7,20.9,-3.7,1.1,89.7,107.6,-17.8,39.6,6.5,2020
181,Makai Mason,BER,.535,.444,150.8,2.4,2.1,2.2,15.5,21.7,0.5,0.0,27.3,-5.9,1.3,99.2,117.6,-18.4,8.4,6.4,2020
182,Ferdinand Zylka,BC,.498,.441,150.3,3.0,8.3,5.5,9.5,13.6,1.7,0.0,18.9,-1.2,1.1,98.3,128.5,-30.3,21.1,6.2,2020
183,Joanic Gruttner Bacoul,BAY,.527,.571,118.6,7.7,16.3,12.2,2.1,14.9,0.7,0.0,13.3,-3.2,1.3,98.8,122.8,-24.0,8.6,5.8,2020
184,Karsten Tadda,EWE,.471,.409,151.0,2.8,7.9,5.3,12.0,13.3,1.3,0.5,7.4,3.6,1.0,112.5,115.0,-2.4,90.1,5.7,2020
185,Christoph Philipps,RUL,.513,.462,131.0,5.0,9.1,7.1,10.1,26.2,2.1,2.5,13.0,-2.7,1.3,94.1,108.1,-14.0,23.5,5.4,2020
186,Garai Zeeb,BLB,.272,.236,101.1,7.4,3.7,5.5,31.1,23.7,3.0,0.0,12.9,7.7,0.6,91.7,118.2,-26.5,27.0,5.1,2020
187,Mathis Moenninghoff,GOE,.430,.373,141.1,3.5,11.2,7.1,5.2,8.2,2.4,0.0,11.4,0.1,0.9,96.8,116.8,-20.0,24.1,5.0,2020
188,Malte Delow,BER,.381,.357,157.1,4.7,12.3,8.7,8.0,12.2,1.8,1.0,12.9,0.6,0.8,92.9,101.0,-8.0,14.3,4.6,2020
189,Marcel Kessen,EWE,.460,.417,108.3,2.5,8.8,5.6,0.0,12.7,1.5,2.1,21.6,-5.7,1.1,83.6,114.5,-30.9,3.3,4.6,2020
190,Daniel Schmidt,FRA,.480,.462,113.5,0.0,8.2,4.1,32.7,36.5,3.6,0.0,12.6,4.0,1.2,91.1,110.0,-19.0,9.5,4.6,2020
191,Joshua Obiesie,OLI,.452,.426,130.1,0.0,9.3,4.9,14.4,19.0,0.8,0.8,25.6,-3.8,1.0,83.1,120.7,-37.7,11.1,4.1,2020
192,Lukas Wank,BLB,.442,.409,111.9,6.5,11.7,9.1,13.7,26.7,1.3,0.8,16.7,-3.7,1.0,85.4,119.5,-34.1,29.4,3.9,2020
193,Nils Hassfurther,OLI,.294,.286,95.0,2.6,4.9,3.8,20.3,17.2,1.3,0.0,10.4,6.2,0.6,88.8,119.0,-30.2,17.3,3.3,2020
194,Jacob Hollatz,EWE,.380,.286,88.6,4.1,4.4,4.2,12.8,24.6,3.7,0.0,9.9,0.6,1.0,84.0,107.2,-23.2,2.4,3.3,2020
195,Christian Fintel,LUD,.375,.375,53.6,0.0,18.3,8.7,3.5,20.0,2.7,2.9,11.3,-3.3,0.8,70.1,102.8,-32.6,1.0,1.2,2020
1,Jalen Reynolds,BAY,.654,.608,169.1,11.0,25.4,18.4,18.1,12.3,3.2,4.7,30.8,-2.0,1.5,125.1,103.0,22.1,361.9,30.0,2021
2,Jamel McLean,LUD,.642,.585,166.5,13.2,21.4,17.0,11.5,13.2,3.1,2.5,23.1,-2.5,1.7,127.4,103.0,24.5,217.9,24.6,2021
3,Elias Harris,LUD,.633,.582,133.6,7.7,19.0,13.2,7.7,10.0,1.9,1.4,26.1,-2.9,1.6,125.3,104.6,20.7,109.1,24.0,2021
4,David Kravish,BRO,.702,.681,156.1,13.8,27.1,20.7,16.4,17.5,1.7,3.9,20.2,-1.7,1.5,128.1,107.6,20.6,492.3,23.8,2021
5,Trae Bell-Haynes,CRA,.625,.529,169.8,6.4,11.4,9.0,47.5,21.8,2.4,0.3,31.1,2.4,1.6,119.9,111.8,8.1,488.3,22.6,2021
6,Aleksandar Marelja,BC,.698,.679,184.5,6.4,15.6,11.0,13.0,14.2,1.5,0.9,25.8,-3.8,1.5,122.4,121.0,1.5,134.5,22.6,2021
7,Keith Hornsby,EWE,.707,.663,194.3,2.1,12.9,7.5,9.1,6.7,1.0,0.1,24.9,0.0,1.6,133.7,115.3,18.4,317.6,22.5,2021
8,Dererk Pardon,BAY,.687,.677,231.1,12.9,23.5,18.5,10.0,16.8,1.8,5.7,21.8,-3.8,1.8,123.0,110.2,12.8,351.1,22.2,2021
9,Luke Sikma,BER,.590,.567,157.0,10.0,27.9,19.0,33.5,16.6,2.8,1.4,20.6,6.0,1.3,123.6,100.3,23.3,416.6,22.2,2021
10,Braydon Hobbs,EWE,.642,.626,168.5,2.2,17.1,9.6,35.7,17.1,3.9,1.6,19.7,8.7,1.4,127.1,107.6,19.5,351.5,21.8,2021
11,John Bryant,GIE,.667,.647,178.9,8.0,29.1,18.7,20.3,16.1,0.4,5.4,22.5,0.2,1.5,124.3,121.5,2.8,291.4,21.8,2021
12,JaJuan Johnson,BAY,.614,.585,149.3,12.1,20.2,16.2,7.6,10.0,1.7,4.5,21.7,-1.7,1.4,123.8,106.1,17.7,310.8,21.2,2021
13,Rasid Mahalbasic,EWE,.625,.578,153.9,9.6,29.0,19.3,31.3,22.4,2.0,1.5,26.9,-0.1,1.5,115.1,109.2,5.9,392.9,21.2,2021
14,Dylan Osetkowski,RUL,.602,.536,169.7,9.8,21.1,15.6,18.5,14.3,2.6,1.3,25.5,-0.8,1.5,119.3,105.0,14.3,415.6,20.9,2021
15,Maik Kotsar,HAM,.616,.577,130.4,11.2,19.3,14.9,10.8,11.5,2.1,1.4,21.9,-1.3,1.5,122.7,107.4,15.2,422.3,20.5,2021
16,Christ Koumadje,BER,.757,.771,139.2,12.5,28.0,20.7,4.2,21.9,1.7,8.9,16.0,-5.7,1.9,123.5,99.4,24.1,104.9,20.5,2021
17,Benedikt Turudic,BLB,.677,.655,148.0,15.6,21.5,18.6,13.0,21.3,2.1,4.5,21.7,-5.3,1.6,118.1,111.8,6.3,143.0,20.4,2021
18,Simone Fontecchio,BER,.654,.623,180.3,5.8,13.6,9.9,14.4,10.6,2.0,1.0,22.7,0.3,1.4,126.6,106.6,20.0,340.1,20.2,2021
19,Troy Caupain,RUL,.663,.615,174.0,2.2,17.1,9.9,31.5,17.5,1.8,0.4,22.8,3.6,1.6,125.5,109.2,16.2,481.8,20.0,2021
20,Andreas Seiferth,BAY,.633,.584,144.5,11.5,24.0,18.2,17.7,16.0,1.6,1.8,24.5,-1.8,1.4,118.5,112.3,6.1,250.8,19.9,2021
21,Paul Zipser,BAY,.677,.633,182.5,5.6,17.8,11.8,10.8,8.4,1.3,3.1,18.7,1.2,1.5,136.9,108.9,28.0,343.0,19.8,2021
22,"Barry Brown, Jr.",LUD,.552,.506,156.5,2.6,12.5,7.3,15.5,8.9,2.1,0.6,31.4,-0.3,1.2,113.8,107.3,6.5,207.6,19.7,2021
23,Matt Mobley,FRA,.637,.572,175.1,2.3,18.7,10.4,24.0,17.6,2.2,0.4,29.8,-3.4,1.5,113.4,112.2,1.2,326.9,19.6,2021
24,Desi Rodriguez,LUD,.582,.556,146.1,11.2,18.1,14.5,7.9,11.7,2.1,2.8,25.9,-3.6,1.3,114.9,102.7,12.2,151.8,19.6,2021
25,Jamuni McNeace,CRA,.658,.678,117.8,13.7,18.8,16.4,2.5,13.6,1.7,4.1,21.2,-5.3,1.6,119.0,107.2,11.8,199.5,19.5,2021
26,Norris Agbakoko,EWE,.699,.750,75.0,19.5,33.7,27.1,7.0,18.9,1.2,5.1,17.5,-3.8,1.5,124.4,98.6,25.8,20.3,19.5,2021
27,Scottie James,GIE,.677,.635,181.4,12.0,20.5,16.2,8.6,12.7,1.0,1.6,18.4,-1.5,1.5,131.6,123.6,8.0,309.9,19.2,2021
28,Nimrod Hilliard IV,CRA,.524,.493,167.4,3.0,10.0,6.6,60.4,18.4,3.0,1.4,28.6,9.3,1.1,111.9,111.6,0.3,136.0,19.1,2021
29,Osvaldas Olisevicius,BAY,.665,.625,177.8,3.8,14.0,9.3,15.5,15.7,2.3,0.7,24.6,-2.3,1.5,117.9,114.7,3.2,304.5,19.0,2021
30,T.J. Shorts II,HAM,.536,.482,146.0,1.5,13.2,6.9,35.2,13.0,3.4,0.3,27.1,5.8,1.3,112.1,106.7,5.3,372.4,18.9,2021
31,Kameron Taylor,HAM,.574,.529,165.4,5.7,19.4,12.2,19.9,14.6,3.3,2.3,24.5,0.0,1.3,112.7,102.7,10.0,294.6,18.8,2021
32,Rihards Lomazs,GOE,.646,.595,174.9,0.9,6.4,3.6,22.3,11.5,1.8,0.2,24.5,2.3,1.5,126.0,119.8,6.2,204.9,18.7,2021
33,Andrew Warren,LUD,.634,.619,152.3,3.1,9.0,5.7,6.2,3.0,2.7,1.1,20.2,1.0,1.4,133.5,106.9,26.7,69.3,18.6,2021
34,Jean Salumu,RAS,.699,.632,181.2,3.6,6.3,5.0,18.6,18.2,0.9,1.1,25.5,-3.5,1.8,122.7,122.7,0.0,93.0,18.4,2021
35,Ricky Paulding,EWE,.605,.568,168.0,2.8,9.2,6.0,8.2,5.6,1.7,1.0,25.1,0.3,1.3,120.2,114.7,5.5,319.9,18.4,2021
36,Jorge Gutierrez,GOE,.560,.465,157.2,1.7,11.7,6.8,39.8,16.1,3.0,0.0,26.2,5.8,1.4,113.7,117.9,-4.2,84.0,18.4,2021
37,Cameron Hunt,OLI,.661,.598,187.3,4.5,10.2,7.3,28.0,18.9,2.1,1.5,22.6,0.7,1.5,119.8,119.1,0.7,288.8,18.3,2021
38,Michal Michalak,BC,.600,.536,163.5,2.7,14.5,8.4,18.3,13.5,1.4,0.2,28.8,-2.1,1.4,115.4,119.7,-4.3,334.4,18.3,2021
39,D.J. Seeley,BAY,.627,.570,175.4,4.2,8.1,6.2,20.9,15.6,2.0,0.7,24.9,-0.1,1.5,119.4,113.3,6.1,266.8,18.1,2021
40,Philipp Herkenhoff,RAS,.623,.631,143.4,9.6,15.3,12.4,14.1,9.4,1.5,1.3,19.1,1.3,1.4,125.2,117.7,7.5,143.4,18.0,2021
41,Jaleen Smith,LUD,.541,.491,161.2,3.6,16.3,9.6,25.8,12.3,2.9,1.1,22.0,4.6,1.2,117.9,104.2,13.7,527.0,18.0,2021
42,Andreas Obst,RUL,.720,.681,189.5,1.0,9.1,5.2,12.3,12.5,1.3,0.0,21.4,-1.0,1.6,129.9,112.8,17.1,316.1,17.9,2021
