#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
33,Ricky Paulding,EWE,.610,.556,170.1,5.1,9.6,7.3,9.1,7.2,1.8,0.6,20.6,0.7,1.4,125.9,119.3,6.7,367.5,17.3,2018
34,Philipp Schwethelm,EWE,.696,.679,179.5,7.3,17.7,12.5,6.4,6.9,2.2,0.7,14.7,0.7,1.5,139.6,116.1,23.5,260.0,17.2,2018
35,Stefan Jovic,BAY,.625,.615,153.3,2.8,14.5,9.1,38.2,25.0,2.8,1.8,17.9,7.1,1.4,117.4,105.4,11.9,347.5,17.0,2018
36,Bryce Taylor,BRO,.726,.694,186.5,2.4,9.1,5.9,6.4,8.8,1.6,0.9,17.1,-0.4,1.7,133.5,108.2,25.4,69.1,16.9,2018
37,Michael Stockton,GOE,.563,.522,154.1,2.0,12.9,7.1,36.6,16.2,2.2,0.2,24.0,4.7,1.3,112.7,119.4,-6.7,359.5,16.8,2018
38,Daniel Hackett,BRO,.609,.539,171.6,2.6,17.6,10.4,30.4,16.5,1.8,0.1,19.9,4.8,1.5,119.6,109.8,9.8,310.6,16.7,2018
39,De'Mon Brooks,BAY,.572,.508,152.3,10.6,13.5,12.1,10.0,11.8,1.7,2.1,22.5,-1.6,1.4,116.3,113.2,3.1,211.9,16.7,2018
40,Malcolm Hill,TBB,.594,.533,161.4,5.4,16.5,11.1,11.7,12.7,2.4,0.8,20.7,-0.9,1.4,117.8,109.6,8.1,231.5,16.7,2018
41,Brian Ibekwe,BIG,.572,.510,166.6,6.4,24.5,15.7,5.1,15.0,2.3,8.5,22.1,-5.2,1.3,102.9,106.7,-3.9,107.3,16.4,2018
42,Bryon Allen,EWE,.562,.537,156.5,2.0,17.5,9.9,21.7,14.5,1.5,0.9,25.7,1.0,1.2,108.9,115.7,-6.8,122.3,16.4,2018
43,Tai Webster,FRA,.591,.540,170.1,2.7,14.9,8.8,27.6,20.2,1.6,0.4,27.7,-2.3,1.4,108.6,111.4,-2.7,306.1,16.3,2018
44,Dennis Clifford,BER,.625,.578,130.5,9.0,18.0,13.7,7.1,12.6,1.4,3.1,18.3,-2.0,1.5,122.2,106.7,15.5,334.3,16.3,2018
45,Kruize Pinkins,BC,.603,.546,172.5,6.0,23.2,14.5,9.5,11.2,1.1,2.1,19.8,-1.0,1.4,117.6,117.0,0.6,260.5,16.1,2018
46,Michael Kessens,EIS,.617,.601,120.1,8.0,27.0,17.5,6.3,16.6,1.1,3.7,19.8,-4.6,1.5,112.0,114.2,-2.1,156.4,16.1,2018
47,Skyler Bowlin,SCJ,.583,.538,161.1,1.4,13.2,7.2,32.9,19.2,3.2,0.0,22.0,4.0,1.3,112.3,112.9,-0.5,304.6,15.8,2018
48,Tony Easley,TUB,.655,.694,111.1,12.7,14.9,13.7,9.0,19.0,1.4,5.1,14.7,-2.2,1.6,118.2,119.4,-1.2,78.8,15.5,2018
49,Sergio Kerusch,BC,.595,.546,167.3,11.3,19.4,15.3,4.7,11.6,0.8,0.4,21.5,-3.4,1.4,115.5,118.9,-3.3,141.6,15.5,2018
50,Johnny Berhanemeskel,EIS,.569,.519,174.9,2.9,8.2,5.5,16.9,11.1,1.5,0.2,23.9,0.5,1.3,116.2,120.3,-4.1,250.8,15.5,2018
51,Retin Obasohan,BIG,.546,.481,148.7,3.1,17.8,10.4,23.3,17.3,3.6,1.2,23.5,-0.6,1.3,104.0,112.4,-8.4,331.1,15.5,2018
52,Leon Radosevic,BRO,.640,.609,131.8,8.6,15.9,12.4,7.9,13.5,1.4,2.9,17.1,-1.7,1.5,120.8,109.1,11.8,218.4,15.4,2018
53,Niels Giffey,BER,.632,.596,180.6,7.5,12.0,9.9,8.6,14.9,2.5,2.7,18.6,-2.3,1.4,118.6,106.1,12.5,231.4,15.3,2018
54,Mahir Agva,GIE,.550,.509,157.8,11.8,17.9,14.9,11.3,9.1,0.9,1.2,18.2,0.8,1.3,119.4,114.3,5.1,184.4,15.2,2018
55,Lamont Jones,BC,.540,.498,158.9,2.1,5.4,3.7,23.5,11.9,1.4,0.0,28.7,0.7,1.2,105.7,121.6,-15.9,256.1,15.0,2018
56,Sava Lesic,BIG,.525,.457,141.2,8.5,19.2,13.8,10.3,11.9,1.8,0.0,26.7,-3.2,1.3,104.2,117.3,-13.1,192.1,15.0,2018
57,Anthony Morse,BLB,.582,.559,115.7,10.4,23.7,17.0,7.2,12.4,1.3,3.1,16.3,-1.6,1.4,115.1,109.8,5.3,188.4,14.8,2018
58,Maurice Stuckey,OLI,.587,.539,165.7,1.5,14.7,8.1,15.1,10.6,1.5,0.4,22.9,0.5,1.3,114.7,108.8,5.9,221.1,14.7,2018
59,Adam Waleskowski,LUD,.544,.533,146.6,9.0,19.6,14.0,11.6,13.8,2.4,2.1,20.5,-1.5,1.2,109.7,103.5,6.2,235.6,14.6,2018
60,T.J. DiLeo,TBB,.613,.589,177.3,1.5,10.0,5.9,25.2,17.0,2.2,0.3,15.9,4.4,1.3,121.3,112.5,8.8,265.0,14.6,2018
61,Deandre Lansdowne,BLB,.542,.514,154.8,3.1,13.0,8.0,19.8,14.0,2.9,0.5,23.2,-0.1,1.2,105.0,110.3,-5.3,325.5,14.6,2018
62,Gabe York,BAY,.556,.515,156.6,1.7,12.2,7.0,15.4,12.0,1.9,0.5,24.7,-0.3,1.2,109.4,114.0,-4.6,286.3,14.6,2018
63,Mickey McConnell,EWE,.604,.552,172.9,2.3,9.9,6.1,28.1,20.4,1.8,0.1,19.2,4.2,1.4,117.4,119.5,-2.2,353.3,14.5,2018
64,Trey Lewis,RUL,.565,.506,155.6,1.8,8.5,5.1,15.5,13.3,1.4,0.2,25.2,-0.9,1.3,108.3,114.9,-6.5,107.9,14.5,2018
65,Toure' Murry,RUL,.554,.532,179.5,3.6,14.9,9.4,20.8,12.6,3.2,0.6,14.6,4.7,1.1,117.1,107.4,9.7,59.3,14.4,2018
66,Marcus Hatten,BC,.575,.533,163.8,2.5,14.0,8.2,28.9,20.5,2.6,1.5,17.9,3.8,1.3,110.1,115.0,-4.8,293.1,14.4,2018
67,Derrick Allen,SCJ,.535,.511,141.8,7.2,14.9,11.0,10.9,10.2,1.9,0.8,22.4,-1.0,1.2,107.3,115.0,-7.8,225.1,14.3,2018
68,James Robinson,BAY,.538,.479,159.4,1.9,10.9,6.5,25.0,12.2,1.9,0.5,20.6,4.7,1.2,114.7,114.3,0.4,245.9,14.3,2018
69,Yorman Polas,TBB,.568,.539,142.6,8.5,15.0,11.8,13.7,18.1,2.8,0.6,20.3,-2.2,1.4,108.9,109.3,-0.3,230.4,14.3,2018
70,Mike Morrison,FRA,.611,.642,208.2,9.3,18.5,13.9,9.6,19.6,1.9,2.9,19.5,-4.4,1.6,106.6,108.0,-1.4,182.4,14.2,2018
71,Kerron Johnson,LUD,.567,.496,155.0,1.5,7.0,4.1,26.4,15.3,2.5,0.1,17.9,5.2,1.4,119.6,107.5,12.0,276.4,14.2,2018
72,Jared Jordan,TUB,.510,.491,163.9,3.4,9.2,6.0,43.0,14.7,2.1,0.1,15.0,12.0,1.1,118.6,125.3,-6.7,295.4,14.0,2018
73,Frantz Massenat,EWE,.561,.528,150.8,2.6,10.4,6.5,19.8,12.6,2.0,0.5,21.8,2.7,1.3,113.9,119.1,-5.2,192.1,14.0,2018
74,Abdul Gaddy,OLI,.552,.525,140.6,2.3,10.8,6.5,34.0,17.1,2.0,0.4,17.9,6.6,1.3,114.8,108.9,6.0,249.1,14.0,2018
75,Benjamin David Lischka,GIE,.647,.589,171.6,4.1,16.3,10.3,13.6,16.3,0.6,0.7,18.5,-1.2,1.6,119.1,116.1,3.1,219.9,13.9,2018
76,Jahenns Manigat,GIE,.566,.478,162.3,3.7,9.5,6.6,17.9,14.8,2.5,0.9,17.6,1.7,1.3,115.4,110.3,5.2,140.3,13.9,2018
77,Djordje Pantelic,BC,.540,.508,136.8,6.9,23.9,15.4,14.2,16.8,1.9,5.2,14.0,0.9,1.2,109.5,111.9,-2.5,290.8,13.9,2018
78,Ryan Thompson,RUL,.611,.544,169.3,3.7,11.4,7.6,19.6,17.6,0.7,0.9,19.3,0.4,1.5,114.7,116.9,-2.2,237.4,13.7,2018
79,Da'Sean Butler,RUL,.569,.535,158.4,3.5,19.7,11.5,4.6,8.3,2.3,0.5,18.7,-1.4,1.3,111.9,110.0,1.9,152.5,13.6,2018
80,Jarekious Bradley,BLB,.551,.506,163.9,8.1,14.6,11.3,8.7,13.6,2.1,1.8,22.1,-3.2,1.2,106.1,113.9,-7.8,62.4,13.6,2018
81,Maximilian Ugrai,SCJ,.600,.571,162.1,6.5,14.4,10.3,5.9,10.2,1.8,3.1,17.2,-1.4,1.3,116.8,114.2,2.5,164.4,13.5,2018
82,Austin Hollins,GIE,.618,.583,180.6,3.8,8.9,6.3,13.5,17.3,2.1,1.0,20.4,-2.4,1.3,110.8,116.6,-5.8,193.9,13.4,2018
83,Stephan Haukohl,GOE,.577,.531,151.3,10.8,20.1,15.1,9.8,14.9,1.3,4.1,15.0,-0.8,1.3,116.5,117.1,-0.6,162.3,13.4,2018
84,Steve Wachalski,BAY,.690,.670,180.9,4.2,13.7,9.0,5.1,8.7,1.6,0.8,12.7,-0.2,1.5,133.4,114.1,19.3,171.4,13.4,2018
85,Phillipp Heyden,TUB,.559,.530,114.4,7.9,20.1,13.3,9.6,12.6,0.7,1.6,20.2,-1.9,1.3,107.3,124.9,-17.6,134.5,13.4,2018
86,Jamar Abrams,GIE,.619,.576,167.6,5.4,16.8,11.2,6.9,13.2,1.0,0.8,18.3,-2.4,1.4,116.1,115.2,0.9,208.3,13.4,2018
87,Kristopher Richard,TUB,.531,.494,152.9,1.3,10.3,5.5,20.7,13.5,2.5,0.3,26.0,0.1,1.2,101.3,120.0,-18.8,87.9,13.3,2018
88,Thomas Klepeisz,BLB,.602,.556,160.7,2.4,6.1,4.2,26.9,16.7,2.0,0.4,17.7,3.8,1.4,117.2,114.2,3.0,221.5,13.3,2018
89,Johannes Richter,BIG,.616,.585,173.5,10.7,19.4,15.0,8.1,15.4,0.7,0.0,18.4,-3.0,1.4,114.0,119.8,-5.8,139.0,13.3,2018
90,Maodo Lo,BRO,.593,.558,172.5,1.2,9.5,5.5,18.9,15.2,2.0,0.5,21.3,0.3,1.3,108.6,111.0,-2.5,206.1,13.2,2018
91,Nikos Zisis,BRO,.545,.433,158.0,2.1,12.0,7.2,29.5,14.3,1.4,0.1,17.0,6.7,1.3,118.3,113.8,4.5,235.9,13.0,2018
92,Jordan Loveridge,GOE,.535,.500,144.9,8.9,19.0,13.6,10.3,9.6,1.9,0.6,16.9,0.7,1.2,114.6,118.5,-3.9,194.1,12.8,2018
93,Robin Amaize,BAY,.561,.506,149.8,4.9,15.9,10.5,13.8,16.5,2.4,0.0,21.2,-1.8,1.3,107.4,111.9,-4.5,134.8,12.8,2018
94,Vytenis Lipkevicius,OLI,.677,.589,170.0,4.5,13.2,8.9,12.4,20.2,2.3,0.3,13.6,-0.5,1.8,122.4,108.1,14.4,162.6,12.7,2018
95,Karsten Tadda,EWE,.633,.586,173.8,2.7,15.6,9.2,16.6,15.6,2.2,0.3,12.7,3.5,1.5,126.7,116.6,10.1,202.1,12.6,2018
96,Barry Stewart,TUB,.538,.498,158.6,2.5,9.5,5.6,17.4,13.1,2.9,0.3,22.4,0.1,1.2,103.2,123.3,-20.2,182.8,12.4,2018
97,Quantez Robertson,FRA,.530,.485,152.3,4.8,14.6,9.8,14.6,14.0,3.2,0.7,16.6,0.9,1.2,109.0,108.3,0.7,325.1,12.4,2018
98,Ismet Akpinar,RUL,.597,.519,169.0,1.6,9.6,5.6,15.4,16.1,1.9,0.8,19.5,-0.3,1.4,111.4,114.7,-3.3,170.1,12.4,2018
99,Ricky Hickman,BRO,.530,.441,151.0,1.2,10.4,6.0,22.9,14.5,1.9,0.0,25.5,1.4,1.3,104.9,110.8,-5.9,131.5,12.3,2018
100,Nemanja Djurisic,TBB,.529,.513,135.8,7.5,17.8,12.7,14.7,17.4,1.9,1.5,19.5,-1.3,1.2,104.1,108.7,-4.6,173.5,12.3,2018
101,Nate Linhart,BAY,.553,.504,163.6,2.8,17.9,10.5,19.8,20.3,1.9,0.9,18.2,0.4,1.2,105.2,112.7,-7.5,281.5,12.1,2018
102,Shawn Huff,FRA,.634,.615,180.7,4.2,13.9,9.1,6.2,9.4,0.6,1.0,14.1,-0.4,1.4,126.5,115.2,11.2,223.5,12.0,2018
103,Immanuel McElroy,SCJ,.503,.472,157.1,5.2,16.7,10.9,23.4,17.0,1.8,0.0,16.7,3.5,1.1,107.5,115.4,-8.0,196.1,11.8,2018
104,Cliff Hammonds,OLI,.594,.583,160.3,2.4,10.9,6.6,21.1,13.4,1.1,0.4,13.6,4.6,1.2,121.4,110.8,10.6,250.6,11.7,2018
105,Dee Davis,GIE,.544,.500,154.2,2.0,6.2,4.1,25.3,18.7,1.6,0.1,22.3,0.8,1.2,104.6,118.2,-13.6,203.4,11.2,2018
106,Isaac Bonga,FRA,.577,.464,168.4,4.7,15.2,9.9,18.5,29.3,2.7,2.4,17.3,-3.0,1.4,99.7,107.2,-7.4,164.3,11.0,2018
107,Adika Peter-McNeilly,LUD,.492,.471,136.9,4.1,11.7,7.7,11.4,8.6,2.1,1.1,17.5,1.6,1.1,109.7,105.7,4.1,178.3,11.0,2018
108,Stefan Peno,BER,.493,.422,135.0,2.9,13.8,8.6,30.0,27.0,3.2,0.6,18.9,2.5,1.2,100.6,105.1,-4.5,238.3,11.0,2018
109,Dorde Drenovac,BC,.545,.463,168.5,2.1,9.9,6.0,10.7,12.1,1.5,0.1,19.5,-0.6,1.3,106.6,120.0,-13.3,199.4,10.9,2018
110,Jan Wimberg,BIG,.566,.534,164.6,5.6,12.9,9.3,8.2,9.9,1.3,3.2,14.2,0.2,1.2,114.6,117.4,-2.8,86.4,10.8,2018
111,Carl Baptiste,EIS,.525,.498,144.9,7.7,19.4,13.6,7.3,19.4,1.0,2.0,25.0,-7.5,1.2,94.9,116.4,-21.4,119.8,10.7,2018
112,Ivan Elliott,EIS,.511,.483,152.4,6.6,18.1,12.4,7.8,13.1,1.5,1.6,16.5,-1.4,1.1,105.5,116.4,-10.9,171.3,10.5,2018
113,Andreas Obst,BIG,.577,.553,166.7,1.8,9.1,5.4,11.7,12.7,0.9,0.0,19.0,-0.9,1.2,106.8,121.5,-14.7,165.8,10.1,2018
114,Dominic Lockhart,GOE,.508,.457,133.8,7.0,10.9,8.8,11.1,13.7,2.2,0.3,14.2,0.4,1.2,107.9,119.8,-11.9,155.3,9.6,2018
115,Fabian Bleck,EIS,.563,.539,140.5,7.2,15.4,11.2,12.7,20.3,1.0,1.4,12.2,0.1,1.4,111.5,119.2,-7.7,146.8,9.6,2018
116,Bastian Doreth,BAY,.650,.608,182.8,1.3,10.2,5.9,18.7,22.1,1.1,0.0,11.8,2.7,1.4,119.5,115.9,3.6,151.4,9.5,2018
117,Sid Theis,TUB,.542,.475,151.8,5.2,10.0,7.3,7.8,15.5,1.4,2.2,18.9,-3.0,1.3,101.3,125.3,-24.0,109.1,9.5,2018
118,Per Gunther,RUL,.546,.490,154.7,0.3,8.6,4.5,24.4,17.3,0.4,0.0,17.9,3.4,1.3,107.8,118.2,-10.4,145.9,9.1,2018
119,Bazoumana Kone,BLB,.482,.408,137.6,1.9,13.3,7.6,26.5,20.3,1.7,0.3,24.7,-1.0,1.2,92.9,112.5,-19.5,113.5,9.1,2018
120,Ryan Brooks,TUB,.463,.418,142.9,1.1,14.0,7.1,14.5,11.1,1.7,0.2,20.9,0.7,1.0,94.2,122.7,-28.5,96.3,8.8,2018
121,Ron Curry,TBB,.506,.497,125.2,2.3,9.9,6.2,11.5,11.3,1.0,1.0,16.1,1.0,1.1,104.9,114.5,-9.5,105.5,8.7,2018
122,Konstantin Klein,TBB,.560,.500,155.0,2.8,6.2,4.6,15.0,21.3,2.0,0.0,18.7,-1.8,1.3,104.0,113.5,-9.5,80.5,8.6,2018
123,Anton Gavel,BAY,.529,.511,130.0,2.5,7.3,5.1,20.4,20.3,2.1,0.3,13.0,4.0,1.2,109.2,107.8,1.4,130.3,8.4,2018
124,Filip Stanic,BIG,.454,.439,90.8,9.9,21.3,15.5,5.8,17.1,1.3,1.7,15.7,-3.4,1.1,90.4,116.8,-26.4,85.6,7.3,2018
125,Zygimantas Janavicius,BLB,.428,.382,118.8,2.7,13.4,8.1,28.3,24.7,1.8,0.0,18.8,1.8,1.0,89.1,114.5,-25.3,122.8,7.1,2018
126,Daniel Schmidt,BIG,.675,.617,175.5,1.1,7.8,4.4,27.6,34.9,0.7,0.0,13.8,0.7,1.7,105.5,122.1,-16.6,102.4,6.9,2018
127,Mathis Moenninghoff,TUB,.541,.514,151.9,2.8,9.4,5.8,6.7,12.1,0.5,0.6,14.3,-0.9,1.2,102.2,128.4,-26.3,87.9,6.5,2018
128,David McCray,LUD,.407,.404,101.9,2.2,9.9,5.8,7.4,9.7,3.7,0.4,12.9,0.6,0.8,92.1,103.5,-11.4,74.1,5.8,2018
129,Leon Williams,GOE,.434,.406,134.3,2.6,5.6,4.0,18.5,16.5,1.7,0.0,16.1,1.8,0.9,92.4,122.0,-29.6,65.6,5.8,2018
130,Darrel Mitchell,BIG,.480,.408,133.9,2.5,5.1,3.8,28.0,24.5,1.4,0.0,20.4,-1.1,1.1,89.3,124.5,-35.3,29.3,5.7,2018
1,Rasid Mahalbasic,EWE,.658,.636,159.0,13.2,29.2,21.4,29.0,20.4,2.5,3.1,23.7,1.5,1.6,125.2,104.5,20.7,637.0,24.8,2019
2,Will Cummings,EWE,.634,.564,170.5,2.1,11.2,6.7,24.7,10.8,3.0,0.4,29.6,2.7,1.6,128.1,109.5,18.6,505.5,24.6,2019
3,Augustine Rubit,BRO,.718,.666,191.2,9.3,20.5,15.1,6.6,10.0,1.5,2.8,23.0,-2.4,1.7,136.1,114.2,21.9,423.8,24.0,2019
4,John Bryant,GIE,.624,.595,159.8,9.0,32.9,21.6,31.1,16.0,1.1,2.5,29.3,1.0,1.5,119.2,117.9,1.3,532.1,23.7,2019
5,Scott Eatherton,BLB,.657,.607,167.5,15.0,23.9,19.4,14.3,15.7,1.2,2.5,25.0,-3.5,1.6,124.9,112.3,12.6,429.3,23.6,2019
6,Danilo Barthel,BAY,.742,.694,193.0,8.0,18.8,13.9,18.1,12.3,1.8,2.3,20.0,2.4,1.8,142.6,104.4,38.2,452.0,23.3,2019
7,Cliff Alexander,BRO,.645,.610,135.7,12.6,31.4,22.4,5.1,11.0,1.1,4.9,23.6,-3.5,1.5,123.8,110.3,13.5,268.6,22.8,2019
8,Keith Benson,EIS,.592,.568,168.0,15.3,30.5,22.6,5.4,12.6,1.5,5.6,25.4,-4.9,1.4,114.7,113.6,1.1,341.6,21.9,2019
9,Elias Harris,BRO,.686,.644,155.3,10.0,14.7,12.5,12.8,11.5,1.6,2.1,21.7,-0.5,1.7,132.7,116.1,16.5,275.6,21.4,2019
10,Luke Sikma,BER,.603,.586,155.9,9.8,22.4,16.3,28.5,17.3,3.2,2.4,20.1,4.5,1.4,123.4,102.5,20.9,538.0,20.7,2019
11,Landry Nnoko,BER,.683,.661,133.7,16.6,28.6,22.7,7.7,15.6,0.9,4.4,19.2,-3.2,1.7,128.4,107.1,21.3,296.5,20.6,2019
12,Javonte Green,RUL,.637,.607,163.2,8.2,16.2,12.1,10.5,11.7,4.4,1.9,21.2,-1.5,1.5,123.5,108.3,15.2,393.6,20.6,2019
13,Nathan Boothe,EWE,.666,.644,184.0,8.9,17.5,13.3,7.6,12.2,1.7,4.8,22.3,-2.7,1.5,125.9,108.7,17.2,365.1,20.5,2019
14,Sherman Gay,CRA,.749,.746,141.8,8.9,14.9,11.8,5.6,12.0,1.8,4.3,18.3,-2.6,1.9,134.0,118.6,15.4,186.8,20.3,2019
15,Dwayne Evans,RUL,.649,.575,172.9,8.3,23.1,15.6,14.1,15.6,2.5,1.9,21.8,-1.9,1.6,123.5,111.3,12.2,430.4,20.1,2019
16,Nihad Djedovic,BAY,.672,.631,179.8,4.0,12.0,8.3,20.3,14.6,3.0,0.5,22.7,1.6,1.5,125.6,106.0,19.6,381.1,19.9,2019
17,Derrick Williams,BAY,.647,.629,165.9,5.2,16.2,11.2,8.9,11.6,2.4,2.8,23.9,-2.1,1.5,118.4,105.8,12.6,296.1,19.4,2019
18,Vladimir Lucic,BAY,.740,.691,193.6,4.5,18.7,12.2,10.2,11.3,2.4,0.7,17.8,0.2,1.8,138.0,105.3,32.7,350.0,19.3,2019
19,Darius Carter,GOE,.629,.607,159.5,11.2,15.7,13.5,10.7,8.4,1.4,2.8,19.7,0.3,1.5,127.8,114.9,12.9,258.5,19.1,2019
20,T.J. Bray,RAS,.637,.589,176.6,2.0,13.2,7.4,41.7,20.2,2.4,1.0,22.5,6.8,1.4,123.5,112.9,10.6,574.4,19.0,2019
21,Philipp Neumann,CRA,.712,.675,139.7,14.6,23.1,18.7,8.1,18.7,1.4,4.3,18.5,-4.1,1.9,127.1,117.3,9.8,200.8,18.9,2019
22,Michael Stockton,GOE,.579,.517,172.3,2.2,11.3,6.8,44.9,16.8,2.0,0.4,27.8,6.2,1.3,116.5,116.5,-0.1,394.1,18.9,2019
23,Stevan Jelovac,BRO,.616,.528,165.8,7.9,19.4,13.7,10.3,9.9,0.5,0.3,26.4,-1.6,1.5,122.8,116.7,6.1,116.3,18.8,2019
24,Seth Hinrichs,RAS,.656,.606,176.4,8.3,16.9,12.4,20.8,13.7,2.2,0.1,18.9,2.6,1.5,131.1,112.2,18.8,399.3,18.8,2019
25,Andreas Seiferth,BAY,.644,.617,135.8,11.8,19.1,15.5,12.6,13.5,1.3,1.5,20.6,-0.9,1.5,125.1,120.2,4.9,199.3,18.6,2019
26,Jordan Hulls,OLI,.682,.655,194.5,2.7,10.8,6.8,22.2,15.9,2.9,0.2,22.3,1.3,1.5,121.4,110.0,11.5,263.5,18.5,2019
27,Martin Breunig,TBB,.619,.553,129.4,7.8,16.8,12.3,9.5,9.9,1.3,2.4,21.3,-0.9,1.6,125.1,116.6,8.5,246.4,18.4,2019
28,Chris Warren,EIS,.657,.607,182.8,1.4,10.3,5.7,30.8,17.9,1.9,0.1,23.4,2.7,1.5,122.2,120.9,1.3,397.6,18.1,2019
29,Trevor Mbakwe,LUD,.628,.600,126.7,16.1,23.8,19.9,1.7,14.1,2.4,1.9,17.6,-4.7,1.5,120.0,98.0,22.0,40.9,18.0,2019
30,Frantz Massenat,EWE,.611,.578,158.2,1.7,10.6,6.3,21.7,9.3,2.3,0.2,21.8,4.9,1.4,127.5,112.0,15.5,308.3,18.0,2019
31,Derek Willis,GOE,.623,.591,171.7,5.6,22.2,13.9,5.1,10.1,2.0,3.5,22.1,-2.8,1.4,117.3,111.7,5.6,299.0,18.0,2019
32,Xavier Cooks,OLI,.640,.626,169.6,7.9,22.3,15.1,15.3,17.9,2.4,3.0,21.5,-2.1,1.4,113.7,109.2,4.5,343.8,17.9,2019
33,Gabriel Olaseni,OLI,.660,.601,136.7,13.6,19.8,16.7,11.8,17.8,1.9,3.1,18.7,-2.1,1.7,123.9,110.4,13.6,229.0,17.9,2019
34,Josh Mayo,TBB,.697,.646,182.9,2.0,8.6,5.2,21.1,12.7,1.1,0.1,20.4,2.7,1.6,134.9,121.2,13.7,339.4,17.9,2019
35,Malcolm Hill,LUD,.545,.463,153.7,4.5,18.8,11.9,14.8,8.8,2.8,1.1,21.4,1.4,1.3,117.4,101.0,16.4,70.9,17.5,2019
36,Mahir Agva,GIE,.644,.577,177.7,10.0,19.9,15.2,9.4,12.5,0.5,1.1,22.8,-2.2,1.7,123.8,123.9,-0.1,189.8,17.4,2019
37,Joe Lawson,CRA,.624,.602,165.8,7.6,19.9,13.4,11.6,15.6,3.0,1.4,23.9,-3.7,1.4,110.4,115.8,-5.5,166.8,17.3,2019
38,Tyrese Rice,BRO,.594,.548,165.4,1.6,8.6,5.2,38.7,17.4,1.3,0.0,27.6,4.9,1.3,116.0,119.4,-3.4,395.4,17.2,2019
39,Owen Klassen,LUD,.619,.545,162.6,14.6,24.3,19.3,7.4,17.2,0.6,2.0,22.2,-5.4,1.5,118.0,114.2,3.8,224.4,17.1,2019
40,Austin Hollins,RAS,.607,.574,162.6,3.2,8.6,5.8,10.2,12.2,4.1,2.6,23.7,-2.3,1.4,113.9,109.3,4.7,388.8,17.1,2019
41,Deandre Lansdowne,BLB,.556,.523,159.3,3.0,10.2,6.5,21.4,11.0,2.6,0.4,27.4,1.2,1.2,113.7,113.8,-0.1,358.0,17.1,2019
42,Kelan Martin,LUD,.556,.507,160.4,3.3,18.9,10.9,8.5,8.0,2.1,1.9,24.8,-1.2,1.2,114.0,110.4,3.6,218.9,16.6,2019
43,Niels Giffey,BER,.630,.588,179.7,4.3,11.2,7.8,9.0,10.0,2.8,0.9,20.4,-0.7,1.4,124.3,107.2,17.1,241.1,16.5,2019
44,Rokas Giedraitis,BER,.654,.628,168.0,4.0,10.6,7.4,6.0,7.3,1.9,1.4,19.2,-0.5,1.5,130.1,109.6,20.5,326.3,16.5,2019
45,Isaac Fotu,RUL,.629,.574,162.4,11.3,16.3,13.7,8.1,7.6,1.8,1.2,14.4,0.8,1.5,135.0,113.8,21.1,192.6,16.5,2019
46,David Stockton,BAY,.635,.605,182.8,2.5,9.3,6.1,32.8,21.4,2.3,0.3,23.7,3.2,1.4,117.2,120.6,-3.3,139.8,16.4,2019
47,Gregor Hrovat,BAY,.600,.551,169.3,3.8,11.1,7.6,22.0,16.7,2.9,0.5,23.1,0.9,1.3,115.5,118.8,-3.3,221.4,16.3,2019
48,De'Mon Brooks,BAY,.613,.567,170.8,7.4,17.9,12.8,9.1,11.7,1.5,1.7,20.7,-1.3,1.4,121.0,119.8,1.2,288.3,16.3,2019
49,Erik Murphy,FRA,.573,.537,156.2,5.3,23.5,14.2,9.6,14.1,1.4,5.5,25.8,-4.5,1.3,107.9,112.7,-4.8,107.0,16.2,2019
50,Christian Sengfelder,BLB,.614,.582,167.0,9.1,18.4,13.6,5.9,6.6,1.2,0.3,17.0,-0.1,1.4,129.5,115.2,14.3,342.3,16.1,2019
51,Jason Clark,FRA,.611,.582,171.7,2.6,10.5,6.4,21.5,15.3,1.5,0.4,25.2,-0.9,1.3,117.0,118.9,-1.9,236.1,16.0,2019
52,Thomas Klepeisz,BLB,.648,.573,173.5,2.6,6.4,4.4,29.4,15.3,1.6,0.1,17.7,6.4,1.6,132.1,117.3,14.8,311.9,16.0,2019
53,Jovan Novak,BC,.625,.574,163.8,3.6,9.9,6.7,36.7,24.7,2.3,0.2,20.0,5.7,1.5,116.9,120.3,-3.4,348.9,15.9,2019
54,Stefan Jovic,BAY,.531,.503,148.9,1.9,10.1,6.4,40.4,18.6,3.4,1.0,19.8,10.2,1.2,116.6,105.6,11.0,241.1,15.8,2019
55,Frank Turner,CRA,.595,.538,165.6,1.5,9.0,5.2,37.3,21.4,2.8,0.1,22.4,4.0,1.4,112.0,119.7,-7.7,330.3,15.5,2019
56,Ricky Paulding,EWE,.626,.578,174.0,3.8,12.3,8.2,8.6,8.7,1.7,1.3,17.4,0.6,1.4,127.9,112.4,15.4,386.4,15.4,2019
57,Brady Heslip,FRA,.632,.613,180.9,1.4,7.5,4.5,13.8,7.5,0.8,0.0,20.1,1.8,1.3,128.7,120.0,8.7,79.9,15.3,2019
58,Travis Releford,BC,.577,.527,161.6,2.0,9.6,5.5,27.9,17.4,3.0,0.1,21.9,3.5,1.3,113.2,119.6,-6.4,240.6,15.2,2019
